DISTRITO,COD_DIST,UGM,P10_Mean,P10_Dstdev,AMENAZA_SECA_NORMALIZACION_BASE_100,CATEGORIA_AMENAZA_SECA
Liberia           ,50101,40611,1071.455,0.555,80.534,Alto
Liberia           ,50101,40612,1114.465,2.066,73.399,Bajo Medio
Liberia           ,50101,40634,1109.127,0.141,74.285,Medio
Liberia           ,50101,40652,1097.144,0.236,76.272,Medio
Liberia           ,50101,40662,1088.777,2.564,77.66,Alto Medio
Liberia           ,50101,40668,1112.228,1.491,73.77,Bajo Medio
Liberia           ,50101,40676,1113.727,1.717,73.521,Bajo Medio
Liberia           ,50101,40683,1108.647,0.137,74.364,Medio
Liberia           ,50101,40686,1104.202,1.508,75.101,Medio
Liberia           ,50101,40704,1081.754,1.584,78.825,Alto Medio
Liberia           ,50101,40735,1110.125,0.16,74.119,Medio
Liberia           ,50101,40736,1089.564,0.421,77.53,Alto Medio
Liberia           ,50101,40741,1087.207,1.429,77.921,Alto Medio
Liberia           ,50101,40744,1089.709,0.318,77.506,Alto Medio
Liberia           ,50101,40747,1069.03,1.517,80.936,Alto
Liberia           ,50101,40752,1125.16,1.731,71.625,Bajo Medio
Liberia           ,50101,40755,1073.201,5.577,80.244,Alto Medio
Liberia           ,50101,40764,1102.122,0.244,75.447,Medio
Liberia           ,50101,40782,1075.082,1.498,79.932,Alto Medio
Liberia           ,50101,40827,1127.234,2.182,71.281,Bajo Medio
Liberia           ,50101,40828,1075.547,1.619,79.855,Alto Medio
Liberia           ,50101,40844,1084.943,0.0,78.296,Alto Medio
Liberia           ,50101,40845,1090.599,0.212,77.358,Alto Medio
Liberia           ,50101,40860,1113.391,2.306,73.577,Bajo Medio
Liberia           ,50101,40864,1086.204,0.0,78.087,Alto Medio
Liberia           ,50101,40865,1091.403,1.762,77.225,Medio
Liberia           ,50101,40914,1105.19,0.287,74.938,Medio
Liberia           ,50101,40925,1109.303,1.142,74.255,Medio
Liberia           ,50101,40937,1104.795,1.772,75.003,Medio
Liberia           ,50101,40950,1081.291,1.434,78.902,Alto Medio
Liberia           ,50101,40951,1104.858,0.235,74.993,Medio
Liberia           ,50101,40958,1112.946,0.139,73.651,Bajo Medio
Liberia           ,50101,40961,1094.601,1.661,76.694,Medio
Liberia           ,50101,40981,1096.664,1.565,76.352,Medio
Liberia           ,50101,41013,1102.828,0.0,75.329,Medio
Liberia           ,50101,41014,1107.986,0.0,74.474,Medio
Liberia           ,50101,41022,1105.383,1.875,74.906,Medio
Liberia           ,50101,41041,1106.522,1.309,74.717,Medio
Liberia           ,50101,41048,1100.598,1.756,75.699,Medio
Liberia           ,50101,41051,1045.302,3.522,84.873,Alto
Liberia           ,50101,41065,1108.308,2.118,74.42,Medio
Liberia           ,50101,41075,1086.09,1.154,78.106,Alto Medio
Liberia           ,50101,41168,1110.476,0.166,74.061,Medio
Liberia           ,50101,41169,1107.757,1.48,74.512,Medio
Liberia           ,50101,41206,1110.307,1.959,74.089,Medio
Liberia           ,50101,41231,1100.105,1.254,75.781,Medio
Liberia           ,50101,41279,988.952,7.882,94.22,Alto
Liberia           ,50101,41284,1103.454,1.605,75.226,Medio
Liberia           ,50101,41322,1118.54,1.793,72.723,Bajo Medio
Liberia           ,50101,41345,1107.755,1.62,74.512,Medio
Liberia           ,50101,41378,1089.92,1.358,77.471,Alto Medio
Liberia           ,50101,41392,1086.939,1.772,77.965,Alto Medio
Liberia           ,50101,41400,1111.941,1.769,73.818,Bajo Medio
Liberia           ,50101,41428,1067.579,0.618,81.177,Alto
Liberia           ,50101,41429,1115.375,1.834,73.248,Bajo Medio
Liberia           ,50101,41455,1102.478,2.021,75.388,Medio
Liberia           ,50101,41460,1104.39,1.325,75.07,Medio
Liberia           ,50101,41487,1109.965,0.0,74.145,Medio
Liberia           ,50101,41489,1111.816,1.501,73.839,Bajo Medio
Liberia           ,50101,41493,1108.564,0.132,74.378,Medio
Liberia           ,50101,41505,1072.531,1.334,80.355,Alto Medio
Liberia           ,50101,41518,1105.087,1.834,74.955,Medio
Liberia           ,50101,41554,1094.476,1.578,76.715,Medio
Liberia           ,50101,41560,1084.897,1.7,78.304,Alto Medio
Liberia           ,50101,41564,1088.535,1.326,77.701,Alto Medio
Liberia           ,50101,41587,1084.453,1.8,78.378,Alto Medio
Liberia           ,50101,41590,1088.733,0.422,77.668,Alto Medio
Liberia           ,50101,41592,1096.922,0.284,76.309,Medio
Liberia           ,50101,41599,1123.853,0.019,71.842,Bajo Medio
Liberia           ,50101,41600,1091.375,1.509,77.229,Medio
Liberia           ,50101,41620,1070.756,1.71,80.65,Alto
Liberia           ,50101,41647,1104.489,1.387,75.054,Medio
Liberia           ,50101,41676,1087.368,0.38,77.894,Alto Medio
Liberia           ,50101,41680,1106.425,0.287,74.733,Medio
Liberia           ,50101,41693,1086.059,0.306,78.111,Alto Medio
Liberia           ,50101,41696,1175.011,7.59,63.355,Bajo Medio
Liberia           ,50101,41703,1115.793,1.571,73.179,Bajo Medio
Liberia           ,50101,41716,1094.612,2.595,76.693,Medio
Liberia           ,50101,41726,1091.72,0.0,77.172,Medio
Liberia           ,50101,41748,1085.316,2.035,78.235,Alto Medio
Liberia           ,50101,41787,1108.355,1.594,74.413,Medio
Liberia           ,50101,41797,1077.847,1.522,79.474,Alto Medio
Liberia           ,50101,41799,971.881,1.925,97.052,Alto
Liberia           ,50101,41822,1098.04,2.093,76.124,Medio
Liberia           ,50101,41823,1120.052,2.674,72.472,Bajo Medio
Liberia           ,50101,41848,1109.039,0.187,74.299,Medio
Liberia           ,50101,41900,1064.052,0.579,81.762,Alto
Liberia           ,50101,41921,1058.443,1.173,82.693,Alto
Liberia           ,50101,41925,1114.757,1.711,73.351,Bajo Medio
Liberia           ,50101,41955,1121.09,2.03,72.3,Bajo Medio
Liberia           ,50101,41969,1079.998,1.23,79.117,Alto Medio
Liberia           ,50101,41971,1108.875,0.148,74.326,Medio
Liberia           ,50101,41972,1120.563,0.0,72.387,Bajo Medio
Liberia           ,50101,41988,1099.983,0.235,75.801,Medio
Liberia           ,50101,42017,1102.462,1.303,75.39,Medio
Liberia           ,50101,42029,1078.58,1.845,79.352,Alto Medio
Liberia           ,50101,42035,1040.804,4.783,85.619,Alto
Liberia           ,50101,42040,1087.384,1.155,77.892,Alto Medio
Liberia           ,50101,42049,1056.636,0.707,82.992,Alto
Liberia           ,50101,42064,1085.071,0.351,78.275,Alto Medio
Liberia           ,50101,42067,1100.539,0.0,75.709,Medio
Liberia           ,50101,42074,1100.011,1.499,75.797,Medio
Liberia           ,50101,42090,1098.358,1.981,76.071,Medio
Liberia           ,50101,42157,1108.773,0.157,74.343,Medio
Liberia           ,50101,42158,1138.311,0.177,69.443,Bajo Medio
Liberia           ,50101,42169,1067.529,1.6,81.185,Alto
Liberia           ,50101,42188,1089.683,0.355,77.51,Alto Medio
Liberia           ,50101,42201,1138.617,2.537,69.392,Bajo Medio
Liberia           ,50101,42220,1100.765,0.166,75.672,Medio
Liberia           ,50101,42223,1105.713,0.178,74.851,Medio
Liberia           ,50101,42244,1081.883,1.548,78.804,Alto Medio
Liberia           ,50101,42258,1076.006,0.419,79.779,Alto Medio
Liberia           ,50101,42271,1107.276,1.56,74.592,Medio
Liberia           ,50101,42275,1100.562,2.521,75.705,Medio
Liberia           ,50101,42283,1089.781,1.786,77.494,Alto Medio
Liberia           ,50101,42287,1134.008,0.095,70.157,Bajo Medio
Liberia           ,50101,42316,1084.062,0.307,78.443,Alto Medio
Liberia           ,50101,42337,1103.457,1.752,75.225,Medio
Liberia           ,50101,42341,1089.622,1.554,77.52,Alto Medio
Liberia           ,50101,42343,1080.858,2.021,78.974,Alto Medio
Liberia           ,50101,42382,1090.572,1.964,77.363,Alto Medio
Liberia           ,50101,42399,1085.356,1.509,78.228,Alto Medio
Liberia           ,50101,42402,1099.444,0.252,75.891,Medio
Liberia           ,50101,42413,1076.487,1.427,79.699,Alto Medio
Liberia           ,50101,42436,1080.758,2.607,78.991,Alto Medio
Liberia           ,50101,42446,1098.927,0.297,75.977,Medio
Liberia           ,50101,42451,1132.473,1.656,70.412,Bajo Medio
Liberia           ,50101,42472,1079.341,2.777,79.226,Alto Medio
Liberia           ,50101,42478,1103.893,0.0,75.153,Medio
Liberia           ,50101,42487,1096.477,1.355,76.383,Medio
Liberia           ,50101,42499,1113.259,1.637,73.599,Bajo Medio
Liberia           ,50101,42550,1118.001,0.117,72.812,Bajo Medio
Liberia           ,50101,42557,1102.45,0.236,75.392,Medio
Liberia           ,50101,42562,1078.958,0.476,79.289,Alto Medio
Liberia           ,50101,42566,1092.811,1.28,76.991,Medio
Liberia           ,50101,42574,1106.7,1.571,74.687,Medio
Liberia           ,50101,42577,1110.334,0.166,74.084,Medio
Liberia           ,50101,42594,1085.035,0.0,78.281,Alto Medio
Liberia           ,50101,42596,1070.91,2.239,80.624,Alto
Liberia           ,50101,42628,1100.309,0.166,75.747,Medio
Liberia           ,50101,42652,1116.125,1.446,73.124,Bajo Medio
Liberia           ,50101,42669,1127.051,0.002,71.311,Bajo Medio
Liberia           ,50101,42671,1091.015,1.535,77.289,Medio
Liberia           ,50101,42678,1064.142,1.73,81.747,Alto
Liberia           ,50101,42697,1115.359,2.19,73.251,Bajo Medio
Liberia           ,50101,42700,1057.488,1.347,82.851,Alto
Liberia           ,50101,42707,1099.307,1.708,75.914,Medio
Liberia           ,50101,42716,1121.937,2.472,72.159,Bajo Medio
Liberia           ,50101,42749,1076.547,1.917,79.689,Alto Medio
Liberia           ,50101,42767,1105.167,0.0,74.941,Medio
Liberia           ,50101,42769,1111.224,0.104,73.937,Bajo Medio
Liberia           ,50101,42770,1088.239,1.561,77.75,Alto Medio
Liberia           ,50101,42771,1070.038,1.417,80.769,Alto
Liberia           ,50101,42778,1100.925,0.162,75.645,Medio
Liberia           ,50101,42780,1090.628,1.522,77.353,Alto Medio
Liberia           ,50101,42791,1095.24,0.287,76.588,Medio
Liberia           ,50101,42793,1094.502,1.601,76.711,Medio
Liberia           ,50101,42830,1072.237,2.406,80.404,Alto Medio
Liberia           ,50101,42833,1120.563,0.039,72.387,Bajo Medio
Liberia           ,50101,42836,1114.642,2.469,73.37,Bajo Medio
Liberia           ,50101,42857,1066.068,14.126,81.428,Alto
Liberia           ,50101,42864,1108.364,1.557,74.411,Medio
Liberia           ,50101,42878,1109.81,0.156,74.171,Medio
Liberia           ,50101,42882,1088.505,1.532,77.706,Alto Medio
Liberia           ,50101,42884,1070.609,1.275,80.674,Alto
Liberia           ,50101,42925,1079.212,2.326,79.247,Alto Medio
Liberia           ,50101,42941,1066.214,0.443,81.403,Alto
Liberia           ,50101,43000,1134.518,0.0,70.072,Bajo Medio
Liberia           ,50101,43003,1065.513,1.449,81.52,Alto
Liberia           ,50101,43006,1083.922,2.266,78.466,Alto Medio
Liberia           ,50101,43013,1084.661,0.31,78.343,Alto Medio
Liberia           ,50101,43017,1087.861,0.241,77.812,Alto Medio
Liberia           ,50101,43043,1094.374,1.705,76.732,Medio
Liberia           ,50101,43080,1110.187,0.171,74.109,Medio
Liberia           ,50101,43102,1096.756,0.224,76.337,Medio
Liberia           ,50101,43124,1134.336,0.0,70.103,Bajo Medio
Liberia           ,50101,43141,1085.107,1.537,78.269,Alto Medio
Liberia           ,50101,43145,1098.752,0.241,76.006,Medio
Liberia           ,50101,43168,1044.065,2.191,85.078,Alto
Liberia           ,50101,43177,1105.889,0.227,74.822,Medio
Liberia           ,50101,43179,1084.578,1.267,78.357,Alto Medio
Liberia           ,50101,43181,1078.077,0.531,79.436,Alto Medio
Liberia           ,50101,43189,1087.737,0.292,77.833,Alto Medio
Liberia           ,50101,43194,1083.637,1.686,78.513,Alto Medio
Liberia           ,50101,43221,971.669,1.677,97.088,Alto
Liberia           ,50101,43224,1108.936,1.527,74.316,Medio
Liberia           ,50101,43248,1131.233,1.528,70.617,Bajo Medio
Liberia           ,50101,43268,1100.706,2.127,75.682,Medio
Liberia           ,50101,43272,1071.556,1.512,80.517,Alto
Liberia           ,50101,43278,1085.785,0.299,78.157,Alto Medio
Liberia           ,50101,43324,1111.382,1.682,73.91,Bajo Medio
Liberia           ,50101,43336,1071.828,6.618,80.472,Alto Medio
Liberia           ,50101,43346,1091.762,0.0,77.165,Medio
Liberia           ,50101,43393,1081.652,1.774,78.842,Alto Medio
Liberia           ,50101,43403,1134.168,0.0,70.13,Bajo Medio
Liberia           ,50101,43438,1051.466,0.33,83.85,Alto
Liberia           ,50101,43439,1050.324,1.748,84.039,Alto
Liberia           ,50101,43450,1108.091,1.538,74.456,Medio
Liberia           ,50101,43454,1106.299,1.378,74.754,Medio
Liberia           ,50101,43486,1113.063,1.611,73.632,Bajo Medio
Liberia           ,50101,43489,1123.661,2.061,71.873,Bajo Medio
Liberia           ,50101,43503,1067.217,0.442,81.237,Alto
Liberia           ,50101,43513,1051.428,0.717,83.856,Alto
Liberia           ,50101,43514,1103.988,1.461,75.137,Medio
Liberia           ,50101,43516,1115.457,1.885,73.234,Bajo Medio
Liberia           ,50101,43521,1084.586,2.006,78.356,Alto Medio
Liberia           ,50101,43560,1088.756,0.306,77.664,Alto Medio
Liberia           ,50101,43562,1103.154,1.706,75.275,Medio
Liberia           ,50101,43572,1107.108,1.274,74.619,Medio
Liberia           ,50101,43577,1074.751,1.975,79.987,Alto Medio
Liberia           ,50101,43584,1086.765,0.333,77.994,Alto Medio
Liberia           ,50101,43586,1066.32,1.549,81.386,Alto
Liberia           ,50101,43592,1098.003,0.271,76.13,Medio
Liberia           ,50101,43611,1073.836,0.0,80.139,Alto Medio
Liberia           ,50101,43616,1100.277,2.327,75.753,Medio
Liberia           ,50101,43634,1090.189,1.901,77.426,Alto Medio
Liberia           ,50101,43653,1067.304,1.582,81.223,Alto
Liberia           ,50101,43656,1090.874,0.395,77.313,Medio
Liberia           ,50101,43659,1087.858,0.371,77.813,Alto Medio
Liberia           ,50101,43662,1106.507,2.365,74.719,Medio
Liberia           ,50101,43664,1119.477,1.509,72.568,Bajo Medio
Liberia           ,50101,43713,1102.126,3.324,75.446,Medio
Liberia           ,50101,43717,1120.584,2.431,72.384,Bajo Medio
Liberia           ,50101,43720,1108.501,0.0,74.388,Medio
Liberia           ,50101,43722,1083.716,0.0,78.5,Alto Medio
Liberia           ,50101,43733,1104.598,1.427,75.036,Medio
Liberia           ,50101,43734,1052.832,0.698,83.623,Alto
Liberia           ,50101,43763,1143.286,1.862,68.618,Bajo Medio
Liberia           ,50101,43767,1086.311,1.653,78.07,Alto Medio
Liberia           ,50101,43771,1113.279,4.649,73.596,Bajo Medio
Liberia           ,50101,43795,1052.973,0.702,83.6,Alto
Liberia           ,50101,43815,1105.691,1.786,74.855,Medio
Liberia           ,50101,43822,1012.48,14.065,90.317,Alto
Liberia           ,50101,43835,1107.461,1.418,74.561,Medio
Liberia           ,50101,43869,1059.088,3.329,82.586,Alto
Liberia           ,50101,43874,1086.437,0.546,78.049,Alto Medio
Liberia           ,50101,43884,1118.049,1.938,72.804,Bajo Medio
Liberia           ,50101,43908,1089.392,1.539,77.558,Alto Medio
Liberia           ,50101,43910,1076.857,1.755,79.638,Alto Medio
Liberia           ,50101,43927,1080.681,1.778,79.003,Alto Medio
Liberia           ,50101,43950,1085.134,1.384,78.265,Alto Medio
Liberia           ,50101,43984,1108.268,0.266,74.427,Medio
Liberia           ,50101,43992,1114.622,2.233,73.373,Bajo Medio
Liberia           ,50101,44006,1099.301,1.968,75.915,Medio
Liberia           ,50101,44010,1127.702,2.33,71.203,Bajo Medio
Liberia           ,50101,44014,1064.088,0.0,81.756,Alto
Liberia           ,50101,44036,1117.679,2.037,72.866,Bajo Medio
Liberia           ,50101,44041,1134.359,0.133,70.099,Bajo Medio
Liberia           ,50101,44043,1125.423,6.175,71.581,Bajo Medio
Liberia           ,50101,44044,1095.993,1.599,76.463,Medio
Liberia           ,50101,44047,1084.934,0.431,78.298,Alto Medio
Liberia           ,50101,44063,1103.723,1.968,75.181,Medio
Liberia           ,50101,44081,1075.772,1.45,79.818,Alto Medio
Liberia           ,50101,44085,1108.238,0.0,74.432,Medio
Liberia           ,50101,44101,1117.375,2.505,72.916,Bajo Medio
Liberia           ,50101,44126,1066.68,1.899,81.326,Alto
Liberia           ,50101,44145,1085.06,0.37,78.277,Alto Medio
Liberia           ,50101,44161,1087.316,1.925,77.903,Alto Medio
Liberia           ,50101,44167,1101.279,1.591,75.587,Medio
Liberia           ,50101,44193,1068.635,1.594,81.002,Alto
Liberia           ,50101,44203,1108.24,0.151,74.432,Medio
Liberia           ,50101,44237,1090.541,1.291,77.368,Alto Medio
Liberia           ,50101,44258,1096.44,2.017,76.389,Medio
Liberia           ,50101,44259,1115.067,81.308,73.299,Bajo Medio
Liberia           ,50101,44263,1050.701,0.791,83.977,Alto
Liberia           ,50101,44273,1087.879,1.798,77.809,Alto Medio
Liberia           ,50101,44317,1106.508,2.024,74.719,Medio
Liberia           ,50101,44329,1104.362,0.0,75.075,Medio
Liberia           ,50101,44344,1050.51,0.836,84.009,Alto
Liberia           ,50101,44363,1040.47,1.38,85.674,Alto
