DISTRITO,COD_DIST,UGM,P10_Mean,P10_Dstdev,AMENAZA_SECA_NORMALIZACION_BASE_100,CATEGORIA_AMENAZA_SECA
Liberia           ,50101,44375,1097.469,1.879,76.219,Medio
Liberia           ,50101,44382,1094.783,1.496,76.664,Medio
Liberia           ,50101,44387,1120.907,0.079,72.33,Bajo Medio
Liberia           ,50101,44451,1085.441,1.9,78.214,Alto Medio
Liberia           ,50101,44471,1111.037,2.037,73.968,Medio
Liberia           ,50101,44485,1073.552,2.033,80.186,Alto Medio
Liberia           ,50101,44497,1137.048,1.944,69.653,Bajo Medio
Liberia           ,50101,44511,1078.957,1.417,79.289,Alto Medio
Liberia           ,50101,44513,1114.438,0.0,73.404,Bajo Medio
Liberia           ,50101,44524,1115.582,1.646,73.214,Bajo Medio
Liberia           ,50101,44539,1131.26,1.751,70.613,Bajo Medio
Liberia           ,50101,44543,1081.487,1.571,78.87,Alto Medio
Liberia           ,50101,44577,1106.916,0.148,74.651,Medio
Liberia           ,50101,44583,1107.883,1.913,74.491,Medio
Liberia           ,50101,44667,1134.508,0.122,70.074,Bajo Medio
Liberia           ,50101,44679,1106.459,1.702,74.727,Medio
Liberia           ,50101,44683,1091.217,0.0,77.256,Medio
Liberia           ,50101,44684,1107.752,0.165,74.513,Medio
Liberia           ,50101,44690,978.926,1.754,95.884,Alto
Liberia           ,50101,44729,1104.305,0.48,75.084,Medio
Liberia           ,50101,44732,1078.366,1.419,79.388,Alto Medio
Liberia           ,50101,44745,1122.186,1.634,72.118,Bajo Medio
Liberia           ,50101,44761,1106.908,1.369,74.653,Medio
Liberia           ,50101,44763,1107.745,0.0,74.514,Medio
Liberia           ,50101,44776,1025.261,29.128,88.197,Alto
Liberia           ,50101,44791,1100.855,2.092,75.657,Medio
Liberia           ,50101,44795,1088.048,0.404,77.781,Alto Medio
Liberia           ,50101,44805,1122.919,1.781,71.997,Bajo Medio
Liberia           ,50101,44819,1120.582,0.037,72.384,Bajo Medio
Liberia           ,50101,44839,1108.36,0.213,74.412,Medio
Liberia           ,50101,44844,1107.748,1.314,74.513,Medio
Liberia           ,50101,44860,1109.951,0.172,74.148,Medio
Liberia           ,50101,44863,1094.082,0.0,76.78,Medio
Liberia           ,50101,44882,1111.527,1.685,73.886,Bajo Medio
Liberia           ,50101,44895,1140.616,32.276,69.061,Bajo Medio
Liberia           ,50101,44906,1110.133,0.0,74.118,Medio
Liberia           ,50101,44907,1111.406,0.165,73.906,Bajo Medio
Liberia           ,50101,44938,1120.267,1.771,72.437,Bajo Medio
Liberia           ,50101,44943,1095.141,1.826,76.605,Medio
Liberia           ,50101,44985,1080.724,0.483,78.996,Alto Medio
Liberia           ,50101,44986,1106.036,2.043,74.797,Medio
Liberia           ,50101,44989,1131.818,1.802,70.52,Bajo Medio
Liberia           ,50101,44994,1093.98,0.286,76.797,Medio
Liberia           ,50101,45011,1120.195,1.736,72.449,Bajo Medio
Liberia           ,50101,45019,1102.767,1.4,75.34,Medio
Liberia           ,50101,45029,1086.481,0.293,78.041,Alto Medio
Liberia           ,50101,45030,1092.949,2.08,76.968,Medio
Liberia           ,50101,45033,1065.847,1.499,81.464,Alto
Liberia           ,50101,45045,1111.145,1.843,73.95,Medio
Liberia           ,50101,45085,1114.466,1.424,73.399,Bajo Medio
Liberia           ,50101,45093,1100.0,0.0,75.799,Medio
Liberia           ,50101,45095,1082.823,0.294,78.648,Alto Medio
Liberia           ,50101,45118,1111.197,7.241,73.941,Bajo Medio
Liberia           ,50101,45123,1124.525,1.545,71.73,Bajo Medio
Liberia           ,50101,45139,1110.945,1.638,73.983,Medio
Liberia           ,50101,45220,1090.683,0.377,77.344,Alto Medio
Liberia           ,50101,45246,1084.23,1.576,78.415,Alto Medio
Liberia           ,50101,45260,1096.524,0.0,76.375,Medio
Liberia           ,50101,45289,1107.621,1.754,74.534,Medio
Liberia           ,50101,45330,1098.369,1.568,76.069,Medio
Liberia           ,50101,45357,1098.435,1.59,76.058,Medio
Liberia           ,50101,45363,1097.366,2.245,76.236,Medio
Liberia           ,50101,45376,1109.079,1.559,74.293,Medio
Liberia           ,50101,45377,1079.53,1.576,79.194,Alto Medio
Liberia           ,50101,45384,1101.364,1.513,75.572,Medio
Liberia           ,50101,45396,1112.645,1.696,73.701,Bajo Medio
Liberia           ,50101,45401,1109.333,0.195,74.25,Medio
Liberia           ,50101,45423,1065.824,0.0,81.468,Alto
Liberia           ,50101,45424,1097.698,2.124,76.18,Medio
Liberia           ,50101,45453,1089.184,1.648,77.593,Alto Medio
Liberia           ,50101,45481,1098.128,1.466,76.109,Medio
Liberia           ,50101,45529,1109.058,0.0,74.296,Medio
Liberia           ,50101,45547,1081.219,0.421,78.914,Alto Medio
Liberia           ,50101,45589,1070.097,1.297,80.759,Alto
Liberia           ,50101,45593,1108.942,0.144,74.315,Medio
Liberia           ,50101,45606,1085.579,0.374,78.191,Alto Medio
Liberia           ,50101,45647,1107.22,1.747,74.601,Medio
Liberia           ,50101,45682,1117.845,0.0,72.838,Bajo Medio
Liberia           ,50101,45710,1102.487,1.436,75.386,Medio
Liberia           ,50101,45718,1064.596,0.487,81.672,Alto
Liberia           ,50101,45796,1108.794,0.187,74.34,Medio
Liberia           ,50101,45797,1106.532,1.467,74.715,Medio
Liberia           ,50101,45838,1125.512,1.611,71.566,Bajo Medio
Liberia           ,50101,45841,1104.795,1.538,75.003,Medio
Liberia           ,50101,45891,1024.037,5.047,88.4,Alto
Liberia           ,50101,45892,1136.299,1.792,69.777,Bajo Medio
Liberia           ,50101,45899,1085.042,1.197,78.28,Alto Medio
Liberia           ,50101,45917,1134.093,2.431,70.143,Bajo Medio
Liberia           ,50101,45923,1110.412,1.421,74.071,Medio
Liberia           ,50101,45927,1113.104,1.927,73.625,Bajo Medio
Liberia           ,50101,45934,1090.657,0.355,77.349,Alto Medio
Liberia           ,50101,45956,1104.905,1.554,74.985,Medio
Liberia           ,50101,45990,1094.835,0.0,76.656,Medio
Liberia           ,50101,46000,1106.764,1.509,74.677,Medio
Liberia           ,50101,46003,1076.341,1.387,79.723,Alto Medio
Liberia           ,50101,46005,1142.132,2.619,68.809,Bajo Medio
Liberia           ,50101,46010,1080.024,0.42,79.112,Alto Medio
Liberia           ,50101,46020,1137.772,2.371,69.533,Bajo Medio
Liberia           ,50101,72419,1046.246,8.704,84.716,Alto
Liberia           ,50101,72420,1179.232,27.246,62.655,Bajo Medio
Liberia           ,50101,72421,1186.081,6.782,61.519,Bajo Medio
Liberia           ,50101,72422,1125.008,11.031,71.65,Bajo Medio
Liberia           ,50101,72423,1077.034,25.845,79.609,Alto Medio
Liberia           ,50101,72424,1099.618,6.838,75.862,Medio
Liberia           ,50101,72425,1116.423,3.705,73.074,Bajo Medio
Liberia           ,50101,72426,1118.866,2.518,72.669,Bajo Medio
Liberia           ,50101,72427,1104.661,7.952,75.026,Medio
Liberia           ,50101,72428,1007.489,13.184,91.145,Alto
Liberia           ,50101,72429,968.768,9.779,97.569,Alto
Liberia           ,50101,72430,954.113,8.771,100.0,Alto
Liberia           ,50101,72431,970.563,18.307,97.271,Alto
Liberia           ,50101,72432,1036.184,5.397,86.385,Alto
Liberia           ,50101,72433,1052.363,6.793,83.701,Alto
Liberia           ,50101,72434,1061.589,5.803,82.171,Alto
Liberia           ,50101,72435,1063.857,1.701,81.794,Alto
Liberia           ,50101,72436,1074.957,2.121,79.953,Alto Medio
Liberia           ,50101,72437,1087.064,2.274,77.945,Alto Medio
Liberia           ,50101,72438,1089.615,1.236,77.521,Alto Medio
Liberia           ,50101,72439,1087.049,1.556,77.947,Alto Medio
Liberia           ,50101,72440,1081.314,1.662,78.898,Alto Medio
Liberia           ,50101,72441,1084.398,0.874,78.387,Alto Medio
Liberia           ,50101,72442,1086.632,0.303,78.016,Alto Medio
Liberia           ,50101,72443,1050.435,2.157,84.021,Alto
Liberia           ,50101,72444,1087.817,1.476,77.82,Alto Medio
Liberia           ,50101,72445,1089.044,1.617,77.616,Alto Medio
Liberia           ,50101,72446,1096.857,3.214,76.32,Medio
Liberia           ,50101,72447,1095.161,1.493,76.601,Medio
Liberia           ,50101,72448,1102.365,1.35,75.406,Medio
Liberia           ,50101,72449,1102.93,1.282,75.313,Medio
Liberia           ,50101,72450,1103.859,1.589,75.159,Medio
Liberia           ,50101,72451,1116.427,1.524,73.074,Bajo Medio
Liberia           ,50101,72452,1123.344,3.272,71.926,Bajo Medio
Liberia           ,50101,72453,1103.183,1.405,75.271,Medio
Liberia           ,50101,72454,1175.953,42.724,63.199,Bajo Medio
Liberia           ,50101,72455,1522.863,111.455,5.649,Bajo
Liberia           ,50101,72456,1292.917,102.254,43.795,Bajo
Liberia           ,50101,72457,1103.158,2.753,75.275,Medio
Liberia           ,50101,72458,1224.981,5.603,55.065,Bajo
Liberia           ,50101,72459,1089.4,3.486,77.557,Alto Medio
Liberia           ,50101,72460,1083.05,0.382,78.61,Alto Medio
Liberia           ,50101,72461,1134.409,13.191,70.091,Bajo Medio
Liberia           ,50101,72842,1095.515,8.999,76.543,Medio
Cañas Dulces      ,50102,154,1231.831,1.638,53.929,Bajo
Cañas Dulces      ,50102,769,1214.962,4.259,56.727,Bajo
Cañas Dulces      ,50102,2406,1236.51,1.305,53.153,Bajo
Cañas Dulces      ,50102,2887,1223.911,4.832,55.243,Bajo
Cañas Dulces      ,50102,7600,1255.484,1.481,50.005,Bajo
Cañas Dulces      ,50102,9217,1311.674,19.25,40.684,Bajo
Cañas Dulces      ,50102,10925,1262.403,1.882,48.858,Bajo
Cañas Dulces      ,50102,12666,1227.862,2.466,54.587,Bajo
Cañas Dulces      ,50102,14543,1479.672,92.317,12.814,Bajo
Cañas Dulces      ,50102,15738,1189.877,2.512,60.889,Bajo Medio
Cañas Dulces      ,50102,19816,1226.422,2.255,54.826,Bajo
Cañas Dulces      ,50102,20249,1241.096,9.777,52.392,Bajo
Cañas Dulces      ,50102,20998,1194.837,1.274,60.066,Bajo Medio
Cañas Dulces      ,50102,21713,1197.326,1.654,59.653,Bajo
Cañas Dulces      ,50102,22735,1233.562,1.743,53.642,Bajo
Cañas Dulces      ,50102,23147,1196.269,0.866,59.829,Bajo Medio
Cañas Dulces      ,50102,26437,1257.464,2.541,49.677,Bajo
Cañas Dulces      ,50102,26617,1241.137,3.777,52.385,Bajo
Cañas Dulces      ,50102,29528,1229.774,0.786,54.27,Bajo
Cañas Dulces      ,50102,30219,1235.148,2.397,53.379,Bajo
Cañas Dulces      ,50102,32903,1190.137,0.964,60.846,Bajo Medio
Cañas Dulces      ,50102,33318,1266.534,21.046,48.172,Bajo
Cañas Dulces      ,50102,71397,1162.673,10.691,65.402,Bajo Medio
Cañas Dulces      ,50102,71398,1204.265,31.456,58.502,Bajo
Cañas Dulces      ,50102,71399,1192.146,5.991,60.512,Bajo Medio
Cañas Dulces      ,50102,71400,1259.232,43.538,49.384,Bajo
Cañas Dulces      ,50102,71401,1246.137,22.665,51.556,Bajo
Cañas Dulces      ,50102,71402,1223.139,3.466,55.371,Bajo
Cañas Dulces      ,50102,71403,1231.989,1.502,53.903,Bajo
Cañas Dulces      ,50102,71404,1265.924,7.902,48.273,Bajo
Cañas Dulces      ,50102,71405,1401.805,42.808,25.732,Bajo
Mayorga           ,50103,4086,1234.87,11.113,53.425,Bajo
Mayorga           ,50103,7158,1273.739,15.675,46.977,Bajo
Mayorga           ,50103,7216,1255.826,6.968,49.948,Bajo
Mayorga           ,50103,8090,1275.787,11.073,46.637,Bajo
Mayorga           ,50103,8562,1252.842,0.325,50.443,Bajo
Mayorga           ,50103,9725,1326.374,11.135,38.245,Bajo
Mayorga           ,50103,12113,1248.21,3.45,51.212,Bajo
Mayorga           ,50103,14575,1318.735,4.676,39.513,Bajo
Mayorga           ,50103,14985,1226.835,0.0,54.758,Bajo
Mayorga           ,50103,15427,1249.338,2.718,51.025,Bajo
Mayorga           ,50103,19061,1252.826,0.0,50.446,Bajo
Mayorga           ,50103,19102,1229.365,2.58,54.338,Bajo
Mayorga           ,50103,19598,1252.826,0.0,50.446,Bajo
Mayorga           ,50103,27055,1328.521,24.697,37.889,Bajo
Mayorga           ,50103,31332,1245.434,2.648,51.672,Bajo
Mayorga           ,50103,31988,1231.933,3.605,53.912,Bajo
Mayorga           ,50103,32169,1246.403,3.16,51.512,Bajo
Mayorga           ,50103,35640,1225.199,8.386,55.029,Bajo
Mayorga           ,50103,35807,1245.743,2.719,51.621,Bajo
Mayorga           ,50103,36630,1409.245,32.352,24.498,Bajo
Mayorga           ,50103,70754,1213.489,131.057,56.972,Bajo
Mayorga           ,50103,70755,1556.918,55.59,0.0,Bajo
Mayorga           ,50103,70756,1260.888,7.505,49.109,Bajo
Mayorga           ,50103,70757,1183.294,27.255,61.981,Bajo Medio
Mayorga           ,50103,70758,1169.685,49.09,64.239,Bajo Medio
Nacascolo         ,50104,3409,1149.12,8.551,67.65,Bajo Medio
Nacascolo         ,50104,4562,1149.574,11.736,67.575,Bajo Medio
Nacascolo         ,50104,4647,1176.64,11.898,63.085,Bajo Medio
Nacascolo         ,50104,5985,1177.456,7.137,62.949,Bajo Medio
Nacascolo         ,50104,6671,1219.886,1.329,55.911,Bajo
Nacascolo         ,50104,7958,1221.873,0.957,55.581,Bajo
Nacascolo         ,50104,9205,1215.901,1.877,56.572,Bajo
Nacascolo         ,50104,11862,1205.96,5.793,58.221,Bajo
Nacascolo         ,50104,12914,1213.714,4.062,56.935,Bajo
Nacascolo         ,50104,13008,1218.556,0.0,56.131,Bajo
Nacascolo         ,50104,15381,1037.059,45.607,86.24,Alto
Nacascolo         ,50104,17560,1211.737,1.842,57.263,Bajo
Nacascolo         ,50104,18909,1216.009,1.474,56.554,Bajo
Nacascolo         ,50104,20792,1073.963,51.606,80.118,Alto Medio
Nacascolo         ,50104,21997,1204.256,5.942,58.503,Bajo
Nacascolo         ,50104,23130,1221.494,0.965,55.644,Bajo
Nacascolo         ,50104,24723,1166.04,7.397,64.843,Bajo Medio
Nacascolo         ,50104,25932,1166.042,6.281,64.843,Bajo Medio
Nacascolo         ,50104,28117,1166.741,15.066,64.727,Bajo Medio
Nacascolo         ,50104,29907,1213.584,3.629,56.956,Bajo
Nacascolo         ,50104,32800,1193.843,9.631,60.231,Bajo Medio
Nacascolo         ,50104,35203,1208.407,5.913,57.815,Bajo
Nacascolo         ,50104,35570,1214.734,27.511,56.765,Bajo
Nacascolo         ,50104,37589,1084.198,31.79,78.42,Alto Medio
Nacascolo         ,50104,37727,1144.827,17.484,68.362,Bajo Medio
Nacascolo         ,50104,37760,1225.206,1.331,55.028,Bajo
Nacascolo         ,50104,38279,1210.508,0.95,57.466,Bajo
Nacascolo         ,50104,70093,1209.236,6.798,57.677,Bajo
Curubandé         ,50105,1289,1232.543,42.126,53.811,Bajo
Curubandé         ,50105,2746,1138.583,0.009,69.398,Bajo Medio
Curubandé         ,50105,2846,1256.276,16.338,49.874,Bajo
Curubandé         ,50105,6459,1227.045,25.725,54.723,Bajo
Curubandé         ,50105,7130,1131.693,1.987,70.541,Bajo Medio
Curubandé         ,50105,8229,1154.081,1.567,66.827,Bajo Medio
Curubandé         ,50105,8681,1187.068,28.656,61.355,Bajo Medio
Curubandé         ,50105,13091,1186.37,20.138,61.471,Bajo Medio
Curubandé         ,50105,14310,1155.583,1.225,66.578,Bajo Medio
Curubandé         ,50105,15182,1129.781,0.107,70.858,Bajo Medio
Curubandé         ,50105,16760,1129.457,1.109,70.912,Bajo Medio
Curubandé         ,50105,18122,1136.098,2.76,69.81,Bajo Medio
Curubandé         ,50105,21568,1140.801,2.021,69.03,Bajo Medio
Curubandé         ,50105,22459,1134.847,1.084,70.018,Bajo Medio
Curubandé         ,50105,22579,1152.593,1.934,67.074,Bajo Medio
Curubandé         ,50105,22923,1135.97,2.142,69.831,Bajo Medio
Curubandé         ,50105,23571,1151.12,1.353,67.318,Bajo Medio
Curubandé         ,50105,23723,1162.809,5.275,65.379,Bajo Medio
Curubandé         ,50105,26080,1147.704,0.048,67.885,Bajo Medio
Curubandé         ,50105,26791,1137.19,1.208,69.629,Bajo Medio
Curubandé         ,50105,30879,1142.977,2.835,68.669,Bajo Medio
Curubandé         ,50105,35941,1260.805,19.429,49.123,Bajo
Curubandé         ,50105,70094,1138.01,7.548,69.493,Bajo Medio
Curubandé         ,50105,70095,1148.836,2.103,67.697,Bajo Medio
Curubandé         ,50105,70096,1125.754,1.063,71.526,Bajo Medio
Curubandé         ,50105,70097,1131.225,2.354,70.619,Bajo Medio
Curubandé         ,50105,70098,1149.338,7.873,67.614,Bajo Medio
Curubandé         ,50105,70099,1169.128,10.133,64.331,Bajo Medio
Curubandé         ,50105,70100,1299.39,8.865,42.722,Bajo
Curubandé         ,50105,70101,1466.831,138.568,14.945,Bajo
Curubandé         ,50105,70102,1250.982,22.138,50.752,Bajo
Curubandé         ,50105,72849,1133.756,2.339,70.199,Bajo Medio
