DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,EXPOSICION_NORMALIZACION_BASE_100,CATEGORIA_EXPOSICION
Liberia           ,50101,44036,130,64,66,15.900621118012422,Alto-medio
Liberia           ,50101,44041,84,44,40,10.186335403726709,Medio
Liberia           ,50101,44043,32,14,18,3.7267080745341614,Bajo-medio
Liberia           ,50101,44044,47,21,26,5.590062111801243,Bajo-medio
Liberia           ,50101,44047,41,18,23,4.84472049689441,Bajo-medio
Liberia           ,50101,44063,113,57,56,13.788819875776397,Alto-medio
Liberia           ,50101,44081,102,47,55,12.422360248447205,Alto-medio
Liberia           ,50101,44085,84,35,49,10.186335403726709,Medio
Liberia           ,50101,44101,43,18,25,5.093167701863354,Bajo-medio
Liberia           ,50101,44126,51,19,32,6.086956521739131,Bajo-medio
Liberia           ,50101,44145,23,7,16,2.608695652173913,Bajo
Liberia           ,50101,44161,75,32,43,9.06832298136646,Medio
Liberia           ,50101,44167,190,83,107,23.354037267080745,Alto
Liberia           ,50101,44193,31,19,12,3.602484472049689,Bajo-medio
Liberia           ,50101,44203,163,72,91,20.0,Alto-medio
Liberia           ,50101,44237,47,22,25,5.590062111801243,Bajo-medio
Liberia           ,50101,44258,65,28,37,7.82608695652174,Medio
Liberia           ,50101,44259,807,685,122,100.0,Alto
Liberia           ,50101,44263,41,20,21,4.84472049689441,Bajo-medio
Liberia           ,50101,44273,77,34,43,9.316770186335404,Medio
Liberia           ,50101,44317,131,71,60,16.024844720496894,Alto-medio
Liberia           ,50101,44329,37,17,20,4.3478260869565215,Bajo-medio
Liberia           ,50101,44344,119,57,62,14.534161490683232,Alto-medio
Liberia           ,50101,44363,12,7,5,1.2422360248447204,Bajo
Liberia           ,50101,44375,146,67,79,17.888198757763977,Alto-medio
Liberia           ,50101,44382,124,64,60,15.15527950310559,Alto-medio
Liberia           ,50101,44387,37,18,19,4.3478260869565215,Bajo-medio
Liberia           ,50101,44451,53,28,25,6.3354037267080745,Bajo-medio
Liberia           ,50101,44471,32,21,11,3.7267080745341614,Bajo-medio
Liberia           ,50101,44485,53,27,26,6.3354037267080745,Bajo-medio
Liberia           ,50101,44497,70,32,38,8.4472049689441,Medio
Liberia           ,50101,44511,41,15,26,4.84472049689441,Bajo-medio
Liberia           ,50101,44513,44,23,21,5.217391304347826,Bajo-medio
Liberia           ,50101,44524,75,34,41,9.06832298136646,Medio
Liberia           ,50101,44539,38,18,20,4.472049689440994,Bajo-medio
Liberia           ,50101,44543,78,34,44,9.440993788819876,Medio
Liberia           ,50101,44577,236,119,117,29.068322981366464,Alto
Liberia           ,50101,44583,126,62,64,15.403726708074533,Alto-medio
Liberia           ,50101,44667,53,25,28,6.3354037267080745,Bajo-medio
Liberia           ,50101,44679,74,38,36,8.944099378881988,Medio
Liberia           ,50101,44683,56,19,37,6.70807453416149,Medio
Liberia           ,50101,44684,23,13,10,2.608695652173913,Bajo
Liberia           ,50101,44690,43,26,17,5.093167701863354,Bajo-medio
Liberia           ,50101,44729,248,166,82,30.559006211180122,Alto
Liberia           ,50101,44732,90,31,59,10.93167701863354,Medio
Liberia           ,50101,44745,30,17,13,3.4782608695652173,Bajo-medio
Liberia           ,50101,44761,113,58,55,13.788819875776397,Alto-medio
Liberia           ,50101,44763,55,23,32,6.583850931677018,Medio
Liberia           ,50101,44776,10,5,5,0.9937888198757764,Bajo
Liberia           ,50101,44791,119,52,67,14.534161490683232,Alto-medio
Liberia           ,50101,44795,311,157,154,38.38509316770186,Alto
Liberia           ,50101,44805,51,30,21,6.086956521739131,Bajo-medio
Liberia           ,50101,44819,51,24,27,6.086956521739131,Bajo-medio
Liberia           ,50101,44839,102,50,52,12.422360248447205,Alto-medio
Liberia           ,50101,44844,4,1,3,0.2484472049689441,Bajo
Liberia           ,50101,44860,175,89,86,21.490683229813666,Alto-medio
Liberia           ,50101,44863,131,58,73,16.024844720496894,Alto-medio
Liberia           ,50101,44882,54,25,29,6.459627329192546,Medio
Liberia           ,50101,44895,144,75,69,17.63975155279503,Alto-medio
Liberia           ,50101,44906,69,35,34,8.322981366459627,Medio
Liberia           ,50101,44907,242,118,124,29.81366459627329,Alto
Liberia           ,50101,44938,147,57,90,18.012422360248447,Alto-medio
Liberia           ,50101,44943,85,39,46,10.31055900621118,Medio
Liberia           ,50101,44985,29,10,19,3.354037267080745,Bajo-medio
Liberia           ,50101,44986,87,40,47,10.559006211180124,Medio
Liberia           ,50101,44989,160,74,86,19.627329192546583,Alto-medio
Liberia           ,50101,44994,142,59,83,17.391304347826086,Alto-medio
Liberia           ,50101,45011,195,103,92,23.975155279503106,Alto
Liberia           ,50101,45019,48,19,29,5.714285714285714,Bajo-medio
Liberia           ,50101,45029,118,51,67,14.409937888198757,Alto-medio
Liberia           ,50101,45030,34,12,22,3.9751552795031055,Bajo-medio
Liberia           ,50101,45033,69,31,38,8.322981366459627,Medio
Liberia           ,50101,45045,57,27,30,6.832298136645963,Medio
Liberia           ,50101,45085,223,113,110,27.45341614906832,Alto
Liberia           ,50101,45093,20,7,13,2.236024844720497,Bajo
Liberia           ,50101,45095,41,20,21,4.84472049689441,Bajo-medio
Liberia           ,50101,45118,126,61,65,15.403726708074533,Alto-medio
Liberia           ,50101,45123,47,27,20,5.590062111801243,Bajo-medio
Liberia           ,50101,45139,311,146,165,38.38509316770186,Alto
Liberia           ,50101,45220,41,23,18,4.84472049689441,Bajo-medio
Liberia           ,50101,45246,120,63,57,14.658385093167702,Alto-medio
Liberia           ,50101,45260,64,28,36,7.7018633540372665,Medio
Liberia           ,50101,45289,48,16,32,5.714285714285714,Bajo-medio
Liberia           ,50101,45330,118,62,56,14.409937888198757,Alto-medio
Liberia           ,50101,45357,78,37,41,9.440993788819876,Medio
Liberia           ,50101,45363,79,39,40,9.565217391304348,Medio
Liberia           ,50101,45376,79,35,44,9.565217391304348,Medio
Liberia           ,50101,45377,65,31,34,7.82608695652174,Medio
Liberia           ,50101,45384,75,32,43,9.06832298136646,Medio
Liberia           ,50101,45396,83,43,40,10.062111801242237,Medio
Liberia           ,50101,45401,127,68,59,15.527950310559005,Alto-medio
Liberia           ,50101,45423,46,17,29,5.46583850931677,Bajo-medio
Liberia           ,50101,45424,57,32,25,6.832298136645963,Medio
Liberia           ,50101,45453,75,40,35,9.06832298136646,Medio
Liberia           ,50101,45481,50,19,31,5.962732919254658,Bajo-medio
Liberia           ,50101,45529,41,20,21,4.84472049689441,Bajo-medio
Liberia           ,50101,45547,107,64,43,13.043478260869565,Alto-medio
Liberia           ,50101,45589,34,12,22,3.9751552795031055,Bajo-medio
Liberia           ,50101,45593,32,14,18,3.7267080745341614,Bajo-medio
Liberia           ,50101,45606,34,15,19,3.9751552795031055,Bajo-medio
Liberia           ,50101,45647,127,66,61,15.527950310559005,Alto-medio
Liberia           ,50101,45682,94,45,49,11.428571428571429,Medio
Liberia           ,50101,45710,138,67,71,16.8944099378882,Alto-medio
Liberia           ,50101,45718,52,25,27,6.211180124223603,Bajo-medio
Liberia           ,50101,45796,103,57,46,12.546583850931677,Alto-medio
Liberia           ,50101,45797,138,71,67,16.8944099378882,Alto-medio
Liberia           ,50101,45838,19,12,7,2.111801242236025,Bajo
Liberia           ,50101,45841,95,47,48,11.5527950310559,Medio
Liberia           ,50101,45891,64,34,30,7.7018633540372665,Medio
Liberia           ,50101,45892,62,34,28,7.453416149068323,Medio
Liberia           ,50101,45899,62,30,32,7.453416149068323,Medio
Liberia           ,50101,45917,40,17,23,4.720496894409938,Bajo-medio
Liberia           ,50101,45923,131,63,68,16.024844720496894,Alto-medio
Liberia           ,50101,45927,258,138,120,31.801242236024844,Alto
Liberia           ,50101,45934,73,35,38,8.819875776397515,Medio
Liberia           ,50101,45956,148,64,84,18.13664596273292,Alto-medio
Liberia           ,50101,45990,75,36,39,9.06832298136646,Medio
Liberia           ,50101,46000,57,30,27,6.832298136645963,Medio
Liberia           ,50101,46003,43,20,23,5.093167701863354,Bajo-medio
Liberia           ,50101,46005,73,44,29,8.819875776397515,Medio
Liberia           ,50101,46010,161,75,86,19.751552795031056,Alto-medio
Liberia           ,50101,46020,48,23,25,5.714285714285714,Bajo-medio
Liberia           ,50101,72419,121,63,58,14.782608695652174,Alto-medio
Liberia           ,50101,72420,44,24,20,5.217391304347826,Bajo-medio
Liberia           ,50101,72421,79,44,35,9.565217391304348,Medio
Liberia           ,50101,72422,15,8,7,1.6149068322981366,Bajo
Liberia           ,50101,72423,124,65,59,15.15527950310559,Alto-medio
Liberia           ,50101,72424,87,42,45,10.559006211180124,Medio
Liberia           ,50101,72425,108,56,52,13.167701863354036,Alto-medio
Liberia           ,50101,72426,233,103,130,28.695652173913043,Alto
Liberia           ,50101,72427,92,43,49,11.180124223602485,Medio
Liberia           ,50101,72428,130,71,59,15.900621118012422,Alto-medio
Liberia           ,50101,72429,178,103,75,21.86335403726708,Alto
Liberia           ,50101,72430,189,86,103,23.229813664596275,Alto
Liberia           ,50101,72431,112,56,56,13.664596273291925,Alto-medio
Liberia           ,50101,72432,243,136,107,29.93788819875776,Alto
Liberia           ,50101,72433,378,191,187,46.70807453416149,Alto
Liberia           ,50101,72434,256,128,128,31.5527950310559,Alto
Liberia           ,50101,72435,159,84,75,19.503105590062113,Alto-medio
Liberia           ,50101,72436,131,67,64,16.024844720496894,Alto-medio
Liberia           ,50101,72437,23,12,11,2.608695652173913,Bajo
Liberia           ,50101,72438,157,70,87,19.25465838509317,Alto-medio
Liberia           ,50101,72439,206,93,113,25.341614906832298,Alto
Liberia           ,50101,72440,99,41,58,12.049689440993788,Medio
Liberia           ,50101,72441,119,51,68,14.534161490683232,Alto-medio
Liberia           ,50101,72442,87,36,51,10.559006211180124,Medio
Liberia           ,50101,72443,215,105,110,26.459627329192546,Alto
Liberia           ,50101,72444,124,61,63,15.15527950310559,Alto-medio
Liberia           ,50101,72445,143,74,69,17.51552795031056,Alto-medio
Liberia           ,50101,72446,154,70,84,18.88198757763975,Alto-medio
Liberia           ,50101,72447,269,150,119,33.16770186335404,Alto
Liberia           ,50101,72448,259,124,135,31.925465838509314,Alto
Liberia           ,50101,72449,294,138,156,36.27329192546584,Alto
Liberia           ,50101,72450,262,110,152,32.298136645962735,Alto
Liberia           ,50101,72451,212,106,106,26.08695652173913,Alto
Liberia           ,50101,72452,167,74,93,20.496894409937887,Alto-medio
Liberia           ,50101,72453,213,104,109,26.211180124223603,Alto
Liberia           ,50101,72454,127,70,57,15.527950310559005,Alto-medio
Liberia           ,50101,72455,51,28,23,6.086956521739131,Bajo-medio
Liberia           ,50101,72456,69,38,31,8.322981366459627,Medio
Liberia           ,50101,72457,166,74,92,20.372670807453417,Alto-medio
Liberia           ,50101,72458,8,6,2,0.7453416149068323,Bajo
Liberia           ,50101,72459,157,73,84,19.25465838509317,Alto-medio
Liberia           ,50101,72460,25,16,9,2.857142857142857,Bajo-medio
Liberia           ,50101,72461,45,26,19,5.341614906832298,Bajo-medio
Liberia           ,50101,72842,21,8,13,2.360248447204969,Bajo
Cañas Dulces      ,50102,154,70,34,36,8.4472049689441,Medio
Cañas Dulces      ,50102,769,33,16,17,3.8509316770186333,Bajo-medio
Cañas Dulces      ,50102,2406,63,33,30,7.577639751552795,Medio
Cañas Dulces      ,50102,2887,9,3,6,0.8695652173913043,Bajo
Cañas Dulces      ,50102,7600,91,47,44,11.055900621118013,Medio
Cañas Dulces      ,50102,9217,61,29,32,7.329192546583851,Medio
Cañas Dulces      ,50102,10925,22,11,11,2.484472049689441,Bajo
Cañas Dulces      ,50102,12666,51,24,27,6.086956521739131,Bajo-medio
Cañas Dulces      ,50102,14543,102,48,54,12.422360248447205,Alto-medio
Cañas Dulces      ,50102,15738,60,34,26,7.204968944099378,Medio
Cañas Dulces      ,50102,19816,100,51,49,12.173913043478262,Alto-medio
Cañas Dulces      ,50102,20249,161,78,83,19.751552795031056,Alto-medio
Cañas Dulces      ,50102,20998,44,24,20,5.217391304347826,Bajo-medio
Cañas Dulces      ,50102,21713,101,50,51,12.298136645962733,Alto-medio
Cañas Dulces      ,50102,22735,13,5,8,1.3664596273291925,Bajo
Cañas Dulces      ,50102,23147,87,42,45,10.559006211180124,Medio
Cañas Dulces      ,50102,26437,120,62,58,14.658385093167702,Alto-medio
Cañas Dulces      ,50102,26617,189,93,96,23.229813664596275,Alto
Cañas Dulces      ,50102,29528,50,24,26,5.962732919254658,Bajo-medio
Cañas Dulces      ,50102,30219,126,56,70,15.403726708074533,Alto-medio
Cañas Dulces      ,50102,32903,133,65,68,16.273291925465838,Alto-medio
Cañas Dulces      ,50102,33318,264,152,112,32.546583850931675,Alto
Cañas Dulces      ,50102,71397,86,46,40,10.434782608695652,Medio
Cañas Dulces      ,50102,71398,40,16,24,4.720496894409938,Bajo-medio
Cañas Dulces      ,50102,71399,201,99,102,24.720496894409937,Alto
Cañas Dulces      ,50102,71400,156,84,72,19.130434782608695,Alto-medio
Cañas Dulces      ,50102,71401,135,70,65,16.52173913043478,Alto-medio
Cañas Dulces      ,50102,71402,179,83,96,21.987577639751553,Alto
Cañas Dulces      ,50102,71403,171,78,93,20.99378881987578,Alto-medio
Cañas Dulces      ,50102,71404,136,71,65,16.645962732919255,Alto-medio
Cañas Dulces      ,50102,71405,176,102,74,21.614906832298136,Alto
Mayorga           ,50103,4086,49,26,23,5.838509316770186,Bajo-medio
Mayorga           ,50103,7158,42,23,19,4.968944099378882,Bajo-medio
Mayorga           ,50103,7216,109,53,56,13.291925465838508,Alto-medio
Mayorga           ,50103,8090,37,22,15,4.3478260869565215,Bajo-medio
Mayorga           ,50103,8562,35,17,18,4.099378881987578,Bajo-medio
Mayorga           ,50103,9725,12,7,5,1.2422360248447204,Bajo
Mayorga           ,50103,12113,35,22,13,4.099378881987578,Bajo-medio
Mayorga           ,50103,14575,88,42,46,10.683229813664596,Medio
Mayorga           ,50103,14985,51,22,29,6.086956521739131,Bajo-medio
Mayorga           ,50103,15427,42,19,23,4.968944099378882,Bajo-medio
Mayorga           ,50103,19061,18,10,8,1.9875776397515528,Bajo
Mayorga           ,50103,19102,75,36,39,9.06832298136646,Medio
Mayorga           ,50103,19598,25,8,17,2.857142857142857,Bajo-medio
Mayorga           ,50103,27055,56,31,25,6.70807453416149,Medio
Mayorga           ,50103,31332,50,23,27,5.962732919254658,Bajo-medio
Mayorga           ,50103,31988,75,41,34,9.06832298136646,Medio
Mayorga           ,50103,32169,51,17,34,6.086956521739131,Bajo-medio
Mayorga           ,50103,35640,116,63,53,14.161490683229813,Alto-medio
Mayorga           ,50103,35807,24,8,16,2.732919254658385,Bajo
Mayorga           ,50103,36630,83,41,42,10.062111801242237,Medio
Mayorga           ,50103,70754,74,30,44,8.944099378881988,Medio
Mayorga           ,50103,70755,94,40,54,11.428571428571429,Medio
Mayorga           ,50103,70756,173,86,87,21.242236024844722,Alto-medio
Mayorga           ,50103,70757,71,30,41,8.571428571428571,Medio
Mayorga           ,50103,70758,114,60,54,13.91304347826087,Alto-medio
Nacascolo         ,50104,3409,57,30,27,6.832298136645963,Medio
Nacascolo         ,50104,4562,9,5,4,0.8695652173913043,Bajo
Nacascolo         ,50104,4647,112,56,56,13.664596273291925,Alto-medio
Nacascolo         ,50104,5985,79,54,25,9.565217391304348,Medio
Nacascolo         ,50104,6671,178,87,91,21.86335403726708,Alto
Nacascolo         ,50104,7958,10,6,4,0.9937888198757764,Bajo
Nacascolo         ,50104,9205,208,117,91,25.59006211180124,Alto
Nacascolo         ,50104,11862,254,101,153,31.30434782608696,Alto
Nacascolo         ,50104,12914,126,57,69,15.403726708074533,Alto-medio
Nacascolo         ,50104,13008,39,24,15,4.596273291925466,Bajo-medio
Nacascolo         ,50104,15381,12,7,5,1.2422360248447204,Bajo
Nacascolo         ,50104,17560,160,74,86,19.627329192546583,Alto-medio
Nacascolo         ,50104,18909,157,73,84,19.25465838509317,Alto-medio
Nacascolo         ,50104,20792,18,11,7,1.9875776397515528,Bajo
Nacascolo         ,50104,21997,115,58,57,14.037267080745341,Alto-medio
Nacascolo         ,50104,23130,99,41,58,12.049689440993788,Medio
Nacascolo         ,50104,24723,52,28,24,6.211180124223603,Bajo-medio
Nacascolo         ,50104,25932,2,2,0,0.0,Bajo
Nacascolo         ,50104,28117,68,38,30,8.198757763975156,Medio
Nacascolo         ,50104,29907,85,40,45,10.31055900621118,Medio
Nacascolo         ,50104,32800,80,37,43,9.68944099378882,Medio
Nacascolo         ,50104,35203,13,6,7,1.3664596273291925,Bajo
Nacascolo         ,50104,35570,5,3,2,0.37267080745341613,Bajo
Nacascolo         ,50104,37589,11,6,5,1.1180124223602486,Bajo
Nacascolo         ,50104,37727,104,51,53,12.670807453416149,Alto-medio
Nacascolo         ,50104,37760,48,23,25,5.714285714285714,Bajo-medio
Nacascolo         ,50104,38279,68,34,34,8.198757763975156,Medio
Nacascolo         ,50104,70093,80,35,45,9.68944099378882,Medio
Curubandé         ,50105,1289,72,37,35,8.695652173913043,Medio
Curubandé         ,50105,2746,108,40,68,13.167701863354036,Alto-medio
Curubandé         ,50105,2846,13,8,5,1.3664596273291925,Bajo
Curubandé         ,50105,6459,155,79,76,19.006211180124225,Alto-medio
Curubandé         ,50105,7130,92,47,45,11.180124223602485,Medio
Curubandé         ,50105,8229,14,5,9,1.4906832298136645,Bajo
Curubandé         ,50105,8681,8,3,5,0.7453416149068323,Bajo
Curubandé         ,50105,13091,41,25,16,4.84472049689441,Bajo-medio
Curubandé         ,50105,14310,17,8,9,1.8633540372670807,Bajo
Curubandé         ,50105,15182,152,72,80,18.633540372670808,Alto-medio
Curubandé         ,50105,16760,67,33,34,8.074534161490684,Medio
Curubandé         ,50105,18122,62,28,34,7.453416149068323,Medio
Curubandé         ,50105,21568,32,13,19,3.7267080745341614,Bajo-medio
Curubandé         ,50105,22459,101,44,57,12.298136645962733,Alto-medio
Curubandé         ,50105,22579,15,8,7,1.6149068322981366,Bajo
Curubandé         ,50105,22923,24,12,12,2.732919254658385,Bajo
Curubandé         ,50105,23571,114,55,59,13.91304347826087,Alto-medio
Curubandé         ,50105,23723,23,12,11,2.608695652173913,Bajo
Curubandé         ,50105,26080,27,15,12,3.1055900621118013,Bajo-medio
Curubandé         ,50105,26791,68,33,35,8.198757763975156,Medio
Curubandé         ,50105,30879,179,86,93,21.987577639751553,Alto
Curubandé         ,50105,35941,19,12,7,2.111801242236025,Bajo
Curubandé         ,50105,70094,221,107,114,27.204968944099377,Alto
Curubandé         ,50105,70095,49,24,25,5.838509316770186,Bajo-medio
Curubandé         ,50105,70096,48,28,20,5.714285714285714,Bajo-medio
Curubandé         ,50105,70097,177,84,93,21.73913043478261,Alto
Curubandé         ,50105,70098,212,110,102,26.08695652173913,Alto
Curubandé         ,50105,70099,47,22,25,5.590062111801243,Bajo-medio
Curubandé         ,50105,70100,107,55,52,13.043478260869565,Alto-medio
Curubandé         ,50105,70101,54,28,26,6.459627329192546,Medio
Curubandé         ,50105,70102,76,35,41,9.192546583850932,Medio
Curubandé         ,50105,72849,133,60,73,16.273291925465838,Alto-medio
