DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_SECA_NORMALIZACION_BASE_100,SUMA_RIESGO_SECO,RIESGO_SECO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_SECO
Liberia           ,50101,38971,90,42,48,15.782686292937258,10.93167701863354,74.474,101.18836331157081,27.0519610339883,Medio
Liberia           ,50101,38978,17,12,5,14.974948221791148,1.8633540372670807,77.921,94.75930225905823,24.32704289297554,Bajo-medio
Liberia           ,50101,38987,29,12,17,14.733735691588626,3.354037267080745,78.111,96.19877295866937,24.937153730435043,Bajo-medio
Liberia           ,50101,38990,30,21,9,20.219990604188002,3.4782608695652173,75.083,98.78125147375322,26.03172142812046,Medio
Liberia           ,50101,39037,55,28,27,14.503202633994677,6.583850931677018,78.87,99.9570535656717,26.53007794151167,Medio
Liberia           ,50101,39041,131,67,64,25.079094128335992,16.024844720496894,74.787,115.89093884883289,33.28355760366753,Alto-medio
Liberia           ,50101,39061,58,28,30,17.08292596120981,6.956521739130435,72.363,96.40244770034025,25.023480021927973,Bajo-medio
Liberia           ,50101,39071,53,21,32,16.171808061068738,6.3354037267080745,74.698,97.2052117877768,25.36372666244705,Medio
Liberia           ,50101,39073,44,20,24,9.651380348468708,5.217391304347826,80.254,95.12277165281654,24.481097168812266,Bajo-medio
Liberia           ,50101,39080,138,71,67,13.302779625738484,16.8944099378882,74.747,104.94418956362668,28.643844981756878,Medio
Liberia           ,50101,39119,78,34,44,10.36546643603877,9.440993788819876,80.128,99.93446022485864,26.520501892420718,Medio
Liberia           ,50101,39121,68,30,38,6.336968015686799,8.198757763975156,79.181,93.71672577966196,23.885153239277223,Bajo-medio
Liberia           ,50101,39122,81,33,48,12.994244977468469,9.813664596273291,74.409,97.21690957374176,25.368684697364625,Medio
Liberia           ,50101,39129,41,14,27,11.764545198490724,4.84472049689441,74.419,91.02826569538513,22.745665902759935,Bajo-medio
Liberia           ,50101,39132,69,29,40,13.446924717262165,8.322981366459627,77.715,99.4849060837218,26.32996112378508,Medio
Liberia           ,50101,39134,65,27,38,12.348929974614489,7.82608695652174,75.771,95.94601693113623,24.83002463661407,Bajo-medio
Liberia           ,50101,39139,152,70,82,20.817311467185466,18.633540372670808,74.037,113.48785183985628,32.26502389684679,Alto-medio
Liberia           ,50101,39140,253,120,133,32.23151716026225,31.180124223602483,78.124,141.53564138386474,44.15290766704482,Alto
Liberia           ,50101,39151,22,9,13,22.253795371569062,2.484472049689441,78.193,102.9312674212585,27.790680263397004,Medio
Liberia           ,50101,39156,34,12,22,14.458161407270673,3.9751552795031055,78.11,96.54331668677378,25.083186478827894,Medio
Liberia           ,50101,39158,97,52,45,19.28804325263179,11.801242236024844,74.074,105.16328548865664,28.73670744734239,Medio
Liberia           ,50101,39161,78,39,39,18.10375980981784,9.440993788819876,78.773,106.31775359863772,29.226021683186943,Alto-medio
Liberia           ,50101,39166,212,112,100,39.62855099182203,26.08695652173913,72.214,137.92950751356116,42.624469918227604,Alto
Liberia           ,50101,39171,84,47,37,17.32570720498006,10.186335403726709,74.725,102.23704260870676,27.496437329598127,Medio
Liberia           ,50101,39199,60,35,25,4.3823370749225745,7.204968944099378,75.058,86.64530601902196,20.887975295080636,Bajo
Liberia           ,50101,39204,59,24,35,8.787162355480136,7.080745341614906,78.618,94.48590769709503,24.211166282773398,Bajo-medio
Liberia           ,50101,39210,30,19,11,15.48587112177695,3.4782608695652173,78.654,97.61813199134217,25.538740361072016,Medio
Liberia           ,50101,39214,33,12,21,9.776065057142699,3.8509316770186333,80.964,94.59099673416134,24.255707627331272,Bajo-medio
Liberia           ,50101,39218,37,17,20,18.77733353739159,4.3478260869565215,72.4,95.52515962434812,24.6516468454129,Bajo-medio
Liberia           ,50101,39251,116,56,60,18.57644721221127,14.161490683229813,72.47,105.20793789544109,28.755633096405763,Medio
Liberia           ,50101,39290,168,76,92,19.65827314703126,20.62111801242236,75.063,115.34239115945363,33.05105902606948,Alto-medio
Liberia           ,50101,39319,68,31,37,8.140126077738472,8.198757763975156,77.023,93.36188384171362,23.734755657731522,Bajo-medio
Liberia           ,50101,39320,203,103,100,34.51989694362913,24.96894409937888,82.926,142.414841043008,44.525551056367654,Alto
Liberia           ,50101,39324,123,63,60,15.163724500187126,15.031055900621118,75.563,105.75778040080824,28.9886804738279,Alto-medio
Liberia           ,50101,39327,87,45,42,12.078671132702503,10.559006211180124,75.42,98.05767734388263,25.72503896597751,Medio
Liberia           ,50101,39334,38,20,18,22.35670524254698,4.472049689440994,71.805,98.63375493198798,25.969205922495313,Medio
Liberia           ,50101,39354,132,64,68,16.879892964356237,16.149068322981368,73.657,106.6859612873376,29.382084256306634,Alto-medio
Liberia           ,50101,39356,53,28,25,8.087368113623276,6.3354037267080745,78.193,92.61577184033135,23.418520656821194,Bajo-medio
Liberia           ,50101,39379,30,13,17,18.328302072174754,3.4782608695652173,78.135,99.94156294173997,26.523512335457788,Medio
Liberia           ,50101,39380,183,90,93,24.890622028326028,22.48447204968944,74.24,121.61509407801546,35.70970572989768,Alto
Liberia           ,50101,39384,31,16,15,11.866782507547333,3.602484472049689,81.772,97.24126697959703,25.3790084346166,Medio
Liberia           ,50101,39413,343,169,174,43.443529087052816,42.36024844720497,79.141,164.9447775342578,54.07472661395219,Alto
Liberia           ,50101,39414,77,36,41,7.181686368802308,9.316770186335404,77.918,94.41645655513771,24.181729841730494,Bajo-medio
Liberia           ,50101,39418,103,62,41,11.716069596477213,12.546583850931677,75.057,99.3196534474089,26.25991980626435,Medio
Liberia           ,50101,39421,78,40,38,9.52092588762864,9.440993788819876,75.678,94.63991967644851,24.276443316705063,Bajo-medio
Liberia           ,50101,39436,58,25,33,8.329481694288013,6.956521739130435,77.713,92.99900343341844,23.580951019775068,Bajo-medio
Liberia           ,50101,39439,140,69,71,18.97237500277269,17.142857142857142,82.836,118.95123214562983,34.58064416936482,Alto-medio
Liberia           ,50101,39454,72,34,38,25.350185880195554,8.695652173913043,72.878,106.9238380541086,29.482906866607777,Alto-medio
Liberia           ,50101,39502,45,21,24,11.780334932054172,5.341614906832298,78.103,95.22494983888646,24.524404767007944,Bajo-medio
Liberia           ,50101,39507,28,20,8,16.888320528542337,3.229813664596273,75.257,95.37513419313862,24.588059485489435,Bajo-medio
Liberia           ,50101,39508,51,21,30,9.466888702956927,6.086956521739131,77.313,92.86684522469606,23.524936572643536,Bajo-medio
Liberia           ,50101,39509,95,46,49,9.427511657228283,11.5527950310559,78.148,99.12830668828418,26.178818654649188,Medio
Liberia           ,50101,39522,104,51,53,7.9379105327299,12.670807453416149,75.116,95.72471798614605,24.73622843451469,Bajo-medio
Liberia           ,50101,39525,41,24,17,21.104466296829333,4.84472049689441,88.758,114.70718679372374,32.78183154708149,Alto-medio
Liberia           ,50101,39529,38,22,16,16.63717521723514,4.472049689440994,96.49,117.59922490667613,34.007604183881135,Alto-medio
Liberia           ,50101,39566,33,12,21,11.903009288436579,3.8509316770186333,75.884,91.63794096545521,23.00407303095038,Bajo-medio
Liberia           ,50101,39577,23,9,14,14.296151171624672,2.608695652173913,75.817,92.72184682379859,23.463479888720936,Bajo-medio
Liberia           ,50101,39580,32,14,18,14.399875659880262,3.7267080745341614,77.901,96.02758373441442,24.86459622648415,Bajo-medio
Liberia           ,50101,39581,23,11,12,13.150337777613998,2.608695652173913,78.107,93.8660334297879,23.948436372085734,Bajo-medio
Liberia           ,50101,39600,70,34,36,23.516924780968644,8.4472049689441,82.576,114.54012974991274,32.711025442496954,Alto-medio
Liberia           ,50101,39616,79,36,43,18.11165818205882,9.565217391304348,72.855,100.53187557336318,26.773712727963066,Medio
Liberia           ,50101,39617,134,67,67,21.183047873866485,16.39751552795031,72.819,110.3995634018168,30.95607176203936,Alto-medio
Liberia           ,50101,39635,47,20,27,23.912648728782898,5.590062111801243,74.474,103.97671084058415,28.23378505202077,Medio
Liberia           ,50101,39657,25,11,14,14.190704565698049,2.857142857142857,78.433,95.48084742284091,24.632865390272098,Bajo-medio
Liberia           ,50101,39674,34,18,16,16.772660322452744,3.9751552795031055,84.044,104.79181560195585,28.57926221158509,Medio
Liberia           ,50101,39696,151,79,72,28.220642987753525,18.509316770186334,75.52,122.24995975793985,35.97878965898189,Alto
Liberia           ,50101,39723,113,55,58,19.139833094377032,13.788819875776397,77.308,110.23665297015344,30.887023173610377,Alto-medio
Liberia           ,50101,39728,187,92,95,27.3240742158693,22.981366459627328,77.513,127.81844067549663,38.338956181930634,Alto
Liberia           ,50101,39732,107,53,54,14.743018095324134,13.043478260869565,75.637,103.4234963561937,27.999308481947228,Medio
Liberia           ,50101,39740,38,21,17,11.583550233238068,4.472049689440994,74.609,90.66459992267906,22.591528392909268,Bajo-medio
Liberia           ,50101,39772,80,36,44,21.564993489165225,9.68944099378882,72.862,104.11643448295405,28.293006061856,Medio
