DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
Liberia           ,50101,38929,91,52,39,9.589346880376617,11.055900621118013,30.351,50.99624750149463,14.747277383468576,Medio
Liberia           ,50101,38933,110,52,58,20.184830958764305,13.41614906832298,30.018,63.61898002708729,20.627188921489168,Alto-medio
Liberia           ,50101,38934,25,17,8,18.67726351777995,2.857142857142857,20.972,42.506406374922804,10.792546132142505,Bajo-medio
Liberia           ,50101,38935,53,25,28,9.521692053483495,6.3354037267080745,30.471,46.32809578019157,12.572762545919028,Bajo-medio
Liberia           ,50101,38943,52,28,24,12.958194348737967,6.211180124223603,26.298,45.467374472961566,12.171822009855166,Bajo-medio
Liberia           ,50101,38949,60,32,28,16.098120628043088,7.204968944099378,30.413,53.716089572142465,16.014232120913206,Medio
Liberia           ,50101,38971,90,42,48,15.782686292937258,10.93167701863354,30.498,57.2123633115708,17.642863659992564,Medio
Liberia           ,50101,38978,17,12,5,14.974948221791148,1.8633540372670807,28.21,45.04830225905823,11.976610114110878,Bajo-medio
Liberia           ,50101,38987,29,12,17,14.733735691588626,3.354037267080745,22.504,40.59177295866937,9.90067306959579,Bajo
Liberia           ,50101,38990,30,21,9,20.219990604188002,3.4782608695652173,30.247,53.94525147375322,16.12098014132985,Medio
Liberia           ,50101,39037,55,28,27,14.503202633994677,6.583850931677018,26.178,47.26505356567169,13.009215499533692,Bajo-medio
Liberia           ,50101,39041,131,67,64,25.079094128335992,16.024844720496894,28.418,69.52193884883289,23.376900651027118,Alto-medio
Liberia           ,50101,39061,58,28,30,17.08292596120981,6.956521739130435,32.332,56.37144770034024,17.251148997976937,Medio
Liberia           ,50101,39071,53,21,32,16.171808061068738,6.3354037267080745,29.23,51.737211787776815,15.092432796319033,Medio
Liberia           ,50101,39073,44,20,24,9.651380348468708,5.217391304347826,25.676,40.544771652816536,9.87877895752253,Bajo
Liberia           ,50101,39080,138,71,67,13.302779625738484,16.8944099378882,30.25,60.44718956362668,19.149707931974966,Medio
Liberia           ,50101,39119,78,34,44,10.36546643603877,9.440993788819876,24.93,44.73646022485865,11.831348098044838,Bajo-medio
Liberia           ,50101,39121,68,30,38,6.336968015686799,8.198757763975156,25.309,39.84472577966196,9.552684128343532,Bajo
Liberia           ,50101,39122,81,33,48,12.994244977468469,9.813664596273291,30.32,53.12790957374176,15.740246567308452,Medio
Liberia           ,50101,39129,41,14,27,11.764545198490724,4.84472049689441,29.904,46.51326569538513,12.659018253122948,Bajo-medio
Liberia           ,50101,39132,69,29,40,13.446924717262165,8.322981366459627,26.134,47.90390608372179,13.306805287193392,Bajo-medio
Liberia           ,50101,39134,65,27,38,12.348929974614489,7.82608695652174,30.14,50.31501693113623,14.429947084139064,Medio
Liberia           ,50101,39139,152,70,82,20.817311467185466,18.633540372670808,29.301,68.75185183985627,23.01817931393305,Alto-medio
Liberia           ,50101,39140,253,120,133,32.23151716026225,31.180124223602483,27.931,91.34264138386473,33.541403490908436,Alto
Liberia           ,50101,39151,22,9,13,22.253795371569062,2.484472049689441,26.398,51.1362674212585,14.812501354593929,Medio
Liberia           ,50101,39156,34,12,22,14.458161407270673,3.9751552795031055,22.928,41.361316686773776,10.259141336012616,Bajo-medio
Liberia           ,50101,39158,97,52,45,19.28804325263179,11.801242236024844,29.489,60.57828548865663,19.210774934750177,Medio
Liberia           ,50101,39161,78,39,39,18.10375980981784,9.440993788819876,26.059,53.603753598637724,15.96190386430109,Medio
Liberia           ,50101,39166,212,112,100,39.62855099182203,26.08695652173913,32.468,98.18350751356117,36.72801047988666,Alto
Liberia           ,50101,39171,84,47,37,17.32570720498006,10.186335403726709,29.497,57.009042608706764,17.548152966862943,Medio
Liberia           ,50101,39199,60,35,25,4.3823370749225745,7.204968944099378,30.691,42.278306019021954,10.686292600130422,Bajo-medio
Liberia           ,50101,39204,59,24,35,8.787162355480136,7.080745341614906,26.437,42.30490769709505,10.698684173311234,Bajo-medio
Liberia           ,50101,39210,30,19,11,15.48587112177695,3.4782608695652173,25.945,44.909131991342164,11.911781927247693,Bajo-medio
Liberia           ,50101,39214,33,12,21,9.776065057142699,3.8509316770186333,24.408,38.03499673416133,8.709677538941806,Bajo
Liberia           ,50101,39218,37,17,20,18.77733353739159,4.3478260869565215,32.743,55.86815962434812,17.016707734251014,Medio
Liberia           ,50101,39251,116,56,60,18.57644721221127,14.161490683229813,31.894,64.63193789544108,21.099044175142538,Alto-medio
Liberia           ,50101,39290,168,76,92,19.65827314703126,20.62111801242236,29.441,69.72039115945363,23.469343553433543,Alto-medio
Liberia           ,50101,39319,68,31,37,8.140126077738472,8.198757763975156,28.202,44.54088384171363,11.740244857958974,Bajo-medio
Liberia           ,50101,39320,203,103,100,34.51989694362913,24.96894409937888,20.109,79.597841043008,28.070449646648854,Alto-medio
Liberia           ,50101,39324,123,63,60,15.163724500187126,15.031055900621118,29.664,59.85878040080824,18.875615629177737,Medio
Liberia           ,50101,39327,87,45,42,12.078671132702503,10.559006211180124,29.368,52.005677343882624,15.217489214785251,Medio
Liberia           ,50101,39334,38,20,18,22.35670524254698,4.472049689440994,32.859,59.687754931987975,18.795948677083747,Medio
Liberia           ,50101,39354,132,64,68,16.879892964356237,16.149068322981368,30.143,63.17196128733761,20.418958996610666,Alto-medio
Liberia           ,50101,39356,53,28,25,8.087368113623276,6.3354037267080745,26.398,40.820771840331346,10.007345152185518,Bajo
Liberia           ,50101,39379,30,13,17,18.328302072174754,3.4782608695652173,22.954,44.76056294173998,11.842575607048996,Bajo-medio
Liberia           ,50101,39380,183,90,93,24.890622028326028,22.48447204968944,30.446,77.82109407801546,27.242806744573482,Alto-medio
Liberia           ,50101,39384,31,16,15,11.866782507547333,3.602484472049689,23.634,39.103266979597024,9.207298361463868,Bajo
Liberia           ,50101,39413,343,169,174,43.443529087052816,42.36024844720497,26.027,111.83077753425779,43.085171284370155,Alto
Liberia           ,50101,39414,77,36,41,7.181686368802308,9.316770186335404,27.085,43.583456555137715,11.294256817117624,Bajo-medio
Liberia           ,50101,39418,103,62,41,11.716069596477213,12.546583850931677,30.464,54.72665344740889,16.48497220655143,Medio
Liberia           ,50101,39421,78,40,38,9.52092588762864,9.440993788819876,28.476,47.437919676448516,13.089739858045494,Bajo-medio
Liberia           ,50101,39436,58,25,33,8.329481694288013,6.956521739130435,27.852,43.13800343341845,11.086756187223587,Bajo-medio
Liberia           ,50101,39439,140,69,71,18.97237500277269,17.142857142857142,22.927,59.04223214562983,18.49525175018089,Medio
Liberia           ,50101,39454,72,34,38,25.350185880195554,8.695652173913043,31.462,65.5078380541086,21.507055312086234,Alto-medio
Liberia           ,50101,39502,45,21,24,11.780334932054172,5.341614906832298,27.309,44.43094983888648,11.68903548547694,Bajo-medio
Liberia           ,50101,39507,28,20,8,16.888320528542337,3.229813664596273,27.91,48.02813419313861,13.364673129392015,Bajo-medio
Liberia           ,50101,39508,51,21,30,9.466888702956927,6.086956521739131,27.053,42.60684522469606,10.839332479745917,Bajo-medio
Liberia           ,50101,39509,95,46,49,9.427511657228283,11.5527950310559,27.364,48.344306688284185,13.511952357438869,Bajo-medio
Liberia           ,50101,39522,104,51,53,7.9379105327299,12.670807453416149,28.735,49.343717986146046,13.97749735806465,Bajo-medio
Liberia           ,50101,39525,41,24,17,21.104466296829333,4.84472049689441,5.602,31.551186793723744,5.689394188897394,Bajo
Liberia           ,50101,39529,38,22,16,16.63717521723514,4.472049689440994,14.558,35.66722490667613,7.606723890862612,Bajo
Liberia           ,50101,39566,33,12,21,11.903009288436579,3.8509316770186333,28.833,44.58694096545521,11.761699151848756,Bajo-medio
Liberia           ,50101,39577,23,9,14,14.296151171624672,2.608695652173913,28.715,45.61984682379858,12.242846562827195,Bajo-medio
Liberia           ,50101,39580,32,14,18,14.399875659880262,3.7267080745341614,26.245,44.37158373441443,11.661381612439165,Bajo-medio
Liberia           ,50101,39581,23,11,12,13.150337777613998,2.608695652173913,22.464,38.22303342978791,8.797268647597898,Bajo
Liberia           ,50101,39600,70,34,36,23.516924780968644,8.4472049689441,19.816,51.780129749912746,15.112424808368703,Medio
Liberia           ,50101,39616,79,36,43,18.11165818205882,9.565217391304348,31.682,59.358875573363164,18.642750347682878,Medio
Liberia           ,50101,39617,134,67,67,21.183047873866485,16.39751552795031,31.51,69.0905634018168,23.17595767271509,Alto-medio
Liberia           ,50101,39635,47,20,27,23.912648728782898,5.590062111801243,30.498,60.00071084058414,18.94172955726285,Medio
Liberia           ,50101,39657,25,11,14,14.190704565698049,2.857142857142857,26.594,43.64184742284091,11.321456406115246,Bajo-medio
Liberia           ,50101,39674,34,18,16,16.772660322452744,3.9751552795031055,19.046,39.79381560195585,9.528969188595749,Bajo
Liberia           ,50101,39696,151,79,72,28.220642987753525,18.509316770186334,28.753,75.48295975793985,26.153658817357222,Alto-medio
Liberia           ,50101,39723,113,55,58,19.139833094377032,13.788819875776397,26.98,59.908652970153426,18.898847230998417,Medio
Liberia           ,50101,39728,187,92,95,27.3240742158693,22.981366459627328,23.115,73.42044067549662,25.19289776774636,Alto-medio
Liberia           ,50101,39732,107,53,54,14.743018095324134,13.043478260869565,28.213,55.9994963561937,17.077886909471516,Medio
Liberia           ,50101,39740,38,21,17,11.583550233238068,4.472049689440994,30.527,46.582599922679066,12.6913154694522,Bajo-medio
Liberia           ,50101,39772,80,36,44,21.564993489165225,9.68944099378882,31.721,62.97543448295404,20.327413032035853,Alto-medio
Liberia           ,50101,39796,265,125,140,26.345615524294523,32.67080745341615,28.477,87.49342297771068,31.748363539153313,Alto-medio
Liberia           ,50101,39831,153,70,83,12.088487399871454,18.757763975155278,22.121,52.967251375026734,15.665408888985887,Medio
Liberia           ,50101,39905,118,61,57,18.735306750526984,14.409937888198757,27.696,60.84124463872574,19.333266363399602,Medio
Liberia           ,50101,39907,120,58,62,11.793122166436042,14.658385093167702,26.994,53.445507259603744,15.888189676596575,Medio
Liberia           ,50101,39913,31,16,15,13.677152600892054,3.602484472049689,24.596,41.87563707294174,10.498721661963176,Bajo-medio
Liberia           ,50101,39922,84,37,47,7.539251663777352,10.186335403726709,26.985,44.710587067504065,11.819295883823727,Bajo-medio
Liberia           ,50101,39924,235,104,131,9.727130691685538,28.944099378881987,25.989,64.66023007056752,21.112223214358046,Alto-medio
Liberia           ,50101,39933,48,22,26,33.48110170957786,5.714285714285714,36.217,75.41238742386358,26.120784867080705,Alto-medio
Liberia           ,50101,39944,73,40,33,23.64884542479258,8.819875776397515,32.801,65.2697212011901,21.39613590315208,Alto-medio
Liberia           ,50101,39947,82,34,48,15.541254990191936,9.937888198757763,29.083,54.5621431889497,16.40834016472722,Medio
Liberia           ,50101,39964,56,28,28,17.825125125005044,6.70807453416149,23.847,48.380199659166536,13.528671993476237,Bajo-medio
Liberia           ,50101,39982,114,54,60,22.383677914748006,13.91304347826087,28.659,64.95572139300887,21.24986875447269,Alto-medio
Liberia           ,50101,39998,144,64,80,13.254475058525273,17.63975155279503,22.737,53.6312266113203,15.974701321898245,Medio
Liberia           ,50101,39999,52,23,29,16.77987112295081,6.211180124223603,29.603,52.59405124717441,15.491565093016948,Medio
Liberia           ,50101,40011,21,8,13,15.232817579635777,2.360248447204969,24.989,42.58206602684075,10.827789852895753,Bajo-medio
Liberia           ,50101,40016,212,94,118,19.916767508439754,26.08695652173913,28.286,74.28972403017889,25.597826670156536,Alto-medio
Liberia           ,50101,40025,42,18,24,10.496042906202192,4.968944099378882,30.428,45.89298700558108,12.37008051182387,Bajo-medio
Liberia           ,50101,40032,68,31,37,10.015090832412094,8.198757763975156,30.224,48.437848596387255,13.555525976988244,Bajo-medio
Liberia           ,50101,40038,74,39,35,8.641677294469558,8.944099378881988,22.787,40.372776673351545,9.798660388727114,Bajo
Liberia           ,50101,40089,60,27,33,15.541408416911306,7.204968944099378,26.896,49.64237736101069,14.116618637917814,Medio
Liberia           ,50101,40128,46,20,26,20.035037643668574,5.46583850931677,26.157,51.65787615298534,15.055476732056341,Medio
Liberia           ,50101,40134,239,104,135,28.39864690290352,29.440993788819874,18.995,76.8346406917234,26.7832977883298,Alto-medio
Liberia           ,50101,40158,19,7,12,14.738809096727875,2.111801242236025,26.426,43.2766103389639,11.151321949154582,Bajo-medio
Liberia           ,50101,40231,54,27,27,5.354315412337676,6.459627329192546,26.045,37.85894274153023,8.62766820376122,Bajo
Liberia           ,50101,40233,135,57,78,15.585178119865331,16.52173913043478,28.877,60.98391725030011,19.399726009379965,Medio
Liberia           ,50101,40242,56,30,26,7.667833984984136,6.70807453416149,24.761,39.13690851914562,9.222969237492297,Bajo
Liberia           ,50101,40250,72,41,31,34.216091491441155,8.695652173913043,30.611,73.5227436653542,25.240552467647348,Alto-medio
Liberia           ,50101,40276,73,39,34,13.480099231339985,8.819875776397515,25.08,47.3799750077375,13.062748117118566,Bajo-medio
Liberia           ,50101,40286,35,20,15,12.80305252504989,4.099378881987578,28.623,45.52543140703747,12.198866046147854,Bajo-medio
Liberia           ,50101,40313,77,45,32,27.299962797834752,9.316770186335404,30.018,66.63473298417016,22.031984640024657,Alto-medio
Liberia           ,50101,40327,46,24,22,9.253831090681965,5.46583850931677,27.316,42.035669599998734,10.573267890396137,Bajo-medio
Liberia           ,50101,40328,17,9,8,20.219967375166288,1.8633540372670807,27.205,49.28832141243336,13.951692568786289,Bajo-medio
Liberia           ,50101,40340,80,35,45,14.343980610080584,9.68944099378882,27.47,51.5034216038694,14.983528833009501,Medio
Liberia           ,50101,40419,84,39,45,12.694406638871305,10.186335403726709,30.242,53.12274204259802,15.737839431933164,Medio
Liberia           ,50101,40422,51,28,23,14.94835102887456,6.086956521739131,18.774,39.809307550613696,9.536185636181484,Bajo
Liberia           ,50101,40424,102,53,49,13.202291440434207,12.422360248447205,27.756,53.380651688881414,15.857978704620265,Medio
Liberia           ,50101,40437,45,21,24,9.37587919454969,5.341614906832298,27.413,42.130494101381984,10.617438966558922,Bajo-medio
Liberia           ,50101,40441,98,45,53,19.271480086219707,11.925465838509316,29.14,60.33694592472902,19.098354325057176,Medio
Liberia           ,50101,40463,35,18,17,22.875400299857723,4.099378881987578,34.985,61.9597791818453,19.854301262335206,Medio
Liberia           ,50101,40465,60,33,27,11.231266035053347,7.204968944099378,30.954,49.39023497915272,13.999165867901123,Medio
Liberia           ,50101,40467,55,24,31,36.88250447816721,6.583850931677018,35.884,79.35035540984424,27.955166079720417,Alto-medio
Liberia           ,50101,40496,166,80,86,37.92758807187694,20.372670807453417,32.236,90.53625887933035,33.16577501404288,Alto
Liberia           ,50101,40523,47,22,25,12.099265719605224,5.590062111801243,27.229,44.918327831406465,11.91606552638015,Bajo-medio
Liberia           ,50101,40529,56,27,29,14.024286822661134,6.70807453416149,25.376,46.10836135682263,12.470406026152189,Bajo-medio
Liberia           ,50101,40534,58,29,29,9.379590365185967,6.956521739130435,26.835,43.17111210431641,11.102178842787804,Bajo-medio
Liberia           ,50101,40547,60,30,30,23.401050878895642,7.204968944099378,30.604,61.21001982299502,19.505048935558545,Medio
Liberia           ,50101,40574,35,17,18,12.100151455752377,4.099378881987578,27.154,43.353530337739954,11.187152763710055,Bajo-medio
Liberia           ,50101,40589,66,30,36,2.865096426717634,7.950310559006211,23.557,34.37240698572384,7.0035728047085675,Bajo
Liberia           ,50101,40611,23,13,10,11.987421465382319,2.608695652173913,25.05,39.64611711755623,9.460168394408857,Bajo
Liberia           ,50101,40612,23,11,12,21.89168952416641,2.608695652173913,31.209,55.70938517634032,16.942747543231274,Medio
Liberia           ,50101,40634,43,22,21,20.400424213214556,5.093167701863354,29.996,55.48959191507791,16.84036361564224,Medio
Liberia           ,50101,40652,55,24,31,11.760169237722899,6.583850931677018,28.201,46.54502016939992,12.673810097738587,Bajo-medio
Liberia           ,50101,40662,137,76,61,19.191261304678818,16.77018633540373,21.967,57.928447640082545,17.976429510086835,Medio
Liberia           ,50101,40668,152,79,73,34.611491800140406,18.633540372670808,29.506,82.75103217281122,29.539266708891375,Alto-medio
Liberia           ,50101,40676,24,13,11,21.098676756649336,2.732919254658385,31.112,54.94359601130772,16.586028224491297,Medio
Liberia           ,50101,40683,118,54,64,19.773930894713526,14.409937888198757,30.2,64.38386878291229,20.983488812305907,Alto-medio
Liberia           ,50101,40686,113,53,60,8.934138278813105,13.788819875776397,28.866,51.588958154589506,15.023373403151657,Medio
Liberia           ,50101,40704,70,35,35,11.104111411597822,8.4472049689441,25.804,45.35531638054192,12.119623195595977,Bajo-medio
Liberia           ,50101,40735,230,114,116,28.574003224146406,28.322981366459626,29.595,86.49198459060602,31.281874281378524,Alto-medio
Liberia           ,50101,40736,57,27,30,19.718279651320664,6.832298136645963,26.62,53.17057778796663,15.760122241978644,Medio
Liberia           ,50101,40741,95,45,50,11.940096492424894,11.5527950310559,26.629,50.1218915234808,14.339985555567042,Medio
Liberia           ,50101,40744,132,60,72,12.915415610179902,16.149068322981368,27.643,56.70748393316127,17.407681137000818,Medio
Liberia           ,50101,40747,26,12,14,17.702043345720025,2.981366459627329,24.958,45.64140980534735,12.252891014275855,Bajo-medio
Liberia           ,50101,40752,120,65,55,23.241001241262992,14.658385093167702,33.175,71.0743863344307,24.10006054245554,Alto-medio
Liberia           ,50101,40755,295,140,155,23.938882027043658,36.39751552795031,21.154,81.49039755499396,28.95203886266211,Alto-medio
Liberia           ,50101,40764,67,34,33,17.638846210126957,8.074534161490684,29.422,55.13538037161764,16.675365067422245,Medio
Liberia           ,50101,40782,45,20,25,14.487102440850483,5.341614906832298,24.9,44.72871734768278,11.827741316965422,Bajo-medio
Liberia           ,50101,40827,82,41,41,31.879555089816698,9.937888198757763,33.496,75.31344328857446,26.07469478622647,Alto-medio
Liberia           ,50101,40828,65,33,32,8.159331796650093,7.82608695652174,24.552,40.537418753171835,9.875353835476163,Bajo
Liberia           ,50101,40844,57,24,33,9.50457537858209,6.832298136645963,26.513,42.849873515228055,10.952539730764443,Bajo-medio
Liberia           ,50101,40845,74,40,34,17.69950480242227,8.944099378881988,28.635,55.27860418130426,16.7420814720825,Medio
Liberia           ,50101,40860,56,29,27,21.347703203274744,6.70807453416149,32.13,60.18577773743624,19.027937276542335,Medio
Liberia           ,50101,40864,18,11,7,20.99439149718142,1.9875776397515528,26.282,49.26396913693297,13.94034881057851,Bajo-medio
Liberia           ,50101,40865,39,17,22,8.797890854126186,4.596273291925466,27.27,40.66416414605165,9.934394276717706,Bajo
Liberia           ,50101,40914,119,49,70,24.4623793247465,14.534161490683232,28.451,67.44754081542973,22.410606157633996,Alto-medio
Liberia           ,50101,40925,171,84,87,30.488860756227965,20.99378881987578,29.782,81.26464957610374,28.84688111309638,Alto-medio
Liberia           ,50101,40937,58,27,31,17.43533050269753,6.956521739130435,30.616,55.00785224182796,16.615960012276524,Medio
Liberia           ,50101,40950,39,17,22,8.044686992965183,4.596273291925466,25.236,37.87696028489065,8.63606112192509,Bajo
Liberia           ,50101,40951,119,54,65,24.431168696435318,14.534161490683232,28.552,67.51733018711855,22.443115388974537,Alto-medio
Liberia           ,50101,40958,123,62,61,25.26753988781313,15.031055900621118,30.072,70.37059578843424,23.77222137265898,Alto-medio
Liberia           ,50101,40961,114,51,63,14.638854501645767,13.91304347826087,27.675,56.22689797990664,17.183814958594265,Medio
Liberia           ,50101,40981,56,30,26,9.79179258747449,6.70807453416149,28.189,44.68886712163598,11.809178315376801,Bajo-medio
Liberia           ,50101,41013,23,8,15,13.11101585403052,2.608695652173913,29.189,44.90871150620443,11.91158605718486,Bajo-medio
Liberia           ,50101,41014,22,11,11,13.89227993948042,2.484472049689441,30.499,46.875751989169856,12.827871339162577,Bajo-medio
Liberia           ,50101,41022,56,33,23,17.386469876651436,6.70807453416149,30.097,54.191544410812924,16.235708127478183,Medio
Liberia           ,50101,41041,99,48,51,26.70628581510896,12.049689440993788,29.112,67.86797525610274,22.606452604802406,Alto-medio
Liberia           ,50101,41048,77,35,42,11.104850605073112,9.316770186335404,28.76,49.18162079140852,13.901989367723772,Bajo-medio
Liberia           ,50101,41051,176,81,95,25.403435781542065,21.614906832298136,20.144,67.1623426138402,22.27775535114269,Alto-medio
Liberia           ,50101,41065,143,70,73,17.90893829717856,17.51552795031056,30.28,65.70446624748912,21.598648505605478,Alto-medio
Liberia           ,50101,41075,63,32,31,6.424741019897866,7.577639751552795,22.541,36.54338077145066,8.014854140628024,Bajo
Liberia           ,50101,41168,97,46,51,16.31060476888657,11.801242236024844,29.459,57.570847004911414,17.809852257777713,Medio
Liberia           ,50101,41169,92,44,48,16.764846485858598,11.180124223602485,29.534,57.47897070946108,17.767054512630718,Medio
Liberia           ,50101,41206,119,54,65,27.883191654325522,14.534161490683232,29.536,71.95335314500875,24.509500184829044,Alto-medio
Liberia           ,50101,41231,21,7,14,23.302281925320038,2.360248447204969,26.903,52.565530372525004,15.478279521165886,Medio
Liberia           ,50101,41279,22,12,10,23.268058959119486,2.484472049689441,15.676,41.428531008808925,10.290451059707815,Bajo-medio
Liberia           ,50101,41284,121,64,57,15.46460261502193,14.782608695652174,28.924,59.1712113106741,18.55533272545074,Medio
Liberia           ,50101,41322,107,49,58,22.31240606570843,13.043478260869565,31.567,66.92288432657799,22.166211076296257,Alto-medio
Liberia           ,50101,41345,62,31,31,15.329418131789676,7.453416149068323,29.281,52.063834280857996,15.244579834351507,Medio
Liberia           ,50101,41378,128,60,68,12.950384795588532,15.65217391304348,28.077,56.679558708632015,17.39467303042972,Medio
Liberia           ,50101,41392,18,8,10,17.573143510180074,1.9875776397515528,28.795,48.355721149931625,13.51726943316752,Bajo-medio
Liberia           ,50101,41400,45,24,21,17.1328157580623,5.341614906832298,30.565,53.039430664894596,15.699031390170926,Medio
Liberia           ,50101,41428,68,31,37,17.42194418459499,8.198757763975156,23.96,49.58070194857015,14.087889044821706,Medio
Liberia           ,50101,41429,40,21,19,17.149308245245436,4.720496894409938,31.111,52.980805139655374,15.671722493180699,Medio
