DISTRITO,COD_DIST,UGM,HOMBRES,MUJERES,TOTAL,CARENCIAS_ALBERGUE,CARENCIAS_ALBERGUE_HOMBRES,CARENCIAS_ALBERGUE_MUJERES,CARENCIAS_ACCESO_VIDA_SALUDABLE,CARENCIAS_ACCESO_VIDA_SALUDABLE_HOMBRES,CARENCIAS_ACCESO_VIDA_SALUDABLE_MUJERES,CARENCIAS_CONOCIMIENTO,CARENCIAS_CONOCIMIENTO_HOMBRES,CARENCIAS_CONOCIMIENTO_MUJERES,CARENCIAS_ACCESO_OTROS_BIENES,CARENCIAS_ACCESO_OTROS_BIENES_HOMBRES,CARENCIAS_ACCESO_OTROS_BIENES_MUJERES,SIN_CARENCIAS,SIN_CARENCIAS_HOMBRES,SIN_CARENCIAS_MUJERES,CARENCIAS_1,CARENCIAS_1_HOMBRES,CARENCIAS_1_MUJERES,CARENCIAS_2,CARENCIAS_2_HOMBRES,CARENCIAS_2_MUJERES,CARENCIAS_3,CARENCIAS_3_HOMBRES,CARENCIAS_3_MUJERES,CARENCIAS_4,CARENCIAS_4_HOMBRES,CARENCIAS_4_MUJERES,NULO,CON_CARENCIAS,CON_CARENCIAS_HOMBRES,CON_CARENCIAS_MUJERES,TOTAL_2,NORMALIZACION_BASE_100_CARENCIAS,SIN_LIMITACIONES,SIN_LIMITACIONES_HOMBRES,SIN_LIMITACIONES_MUJERES,CON_LIMITACIONES,CON_LIMITACIONES_HOMBRES,CON_LIMITACIONES_MUJERES,LIMITACION_VISUAL,LIMITACION_VISUAL_HOMBRES,LIMITACION_VISUAL_MUJERES,LIMITACION_AUDITIVA,LIMITACION_AUDITIVA_HOMBRES,LIMITACION_AUDITIVA_MUJERES,LIMITACION_HABLAR,LIMITACION_HABLAR_HOMBRES,LIMITACION_HABLAR_MUJERES,LIMITACION_CAMINAR,LIMITACION_CAMINAR_HOMBRES,LIMITACION_CAMINAR_MUJERES,LIMITACION_BRAZOS_Y_PIERNAS,LIMITACION_BRAZOS_Y_PIERNAS_HOMBRES,LIMITACION_BRAZOS_Y_PIERNAS_MUJERES,LIMITACION_INTELECTUAL,LIMITACION_INTELECTUAL_HOMBRES,LIMITACION_INTELECTUAL_MUJERES,LIMITACION_MENTAL,LIMITACION_MENTAL_HOMBRES,LIMITACION_MENTAL_MUJERES,TOTAL_3,NORMALIZACION_BASE_100_LIMITACIONES,DEPENDENCIA_EDAD_0_14,DEPENDENCIA_EDAD_0_14_HOMBRES,DEPENDENCIA_EDAD_0_14_MUJERES,DEPENDENCIA_EDAD_MAYORIGUAL_65,DEPENDENCIA_EDAD_MAYORIGUAL_65_HOMBRES,DEPENDENCIA_EDAD_MAYORIGUAL_65_MUJERES,EDAD_15_64,EDAD_15_64_HOMBRES,EDAD_15_64_MUJERES,POBLACION_DEPENDIENTE,POBLACION_DEPENDIENTE_HOMBRES,POBLACION_DEPENDIENTE_MUJERES,TOTAL_4,NORMALIZACION_BASE_100_DEPENDIENTES,POBLACION_DESOCUPADA,POBLACION_DESOCUPADA_HOMBRES,POBLACION_DESOCUPADA_MUJERES,POBLACION_OCUPADA,POBLACION_OCUPADA_HOMBRES,POBLACION_OCUPADA_MUJERES,FUERA_DE_LA_FUERZA_LABORAL,FUERA_DE_LA_FUERZA_LABORAL_HOMBRES,FUERA_DE_LA_FUERZA_LABORAL_MUJERES,NORMALIZACION_BASE_100_DESOCUPADOS,MEDIOS_DE_VIDA,MV_AGRICULTURA_GANADERIA_PESCA_HOMBRES,MV_AGRICULTURA_GANADERIA_PESCA_MUJERES,MV_MINAS_CANTERAS_HOMBRES,MV_MINAS_CANTERAS_MUJERES,MV_INDUSTRIAS_MANUFACTURERAS_HOMBRES,MV_INDUSTRIAS_MANUFACTURERAS_MUJERES,MV_SUMINISTRO_ELECTRICIDAD_GAS_HOMBRES,MV_SUMINISTRO_ELECTRICIDAD_GAS_MUJERES,MV_SUMINISTRO_AGUA_HOMBRES,MV_SUMINISTRO_AGUA_MUJERES,MV_CONSTRUCCION_HOMBRES,MV_CONSTRUCCION_MUJERES,MV_COMERCIO_REPARACION_VEHICULOS_HOMBRES,MV_COMERCIO_REPARACION_VEHICULOS_MUJERES,MV_TRANSPORTE_ALMACENAMIENTO_HOMBRES,MV_TRANSPORTE_ALMACENAMIENTO_MUJERES,MV_ALOJAMIENTO_SERVICIO_COMIDA_HOMBRES,MV_ALOJAMIENTO_SERVICIO_COMIDA_MUJERES,MV_INFORMACION_COMUNICACION_HOMBRES,MV_INFORMACION_COMUNICACION_MUJERES,MV_FINANCIERAS_SEGUROS_HOMBRES,MV_FINANCIERAS_SEGUROS_MUJERES,MV_ACTIVIDADES_INMOBILIARIAS_HOMBRES,MV_ACTIVIDADES_INMOBILIARIAS_MUJERES,MV_PROFESIONALES_CIENTIFICAS_TECNICAS_HOMBRES,MV_PROFESIONALES_CIENTIFICAS_TECNICAS_MUJERES,MV_ADMINISTRATIVAS_SERVICIO_APOYO_HOMBRES,MV_ADMINISTRATIVAS_SERVICIO_APOYO_MUJERES,MV_ADMINISTRACION_PUBLICA_HOMBRES,MV_ADMINISTRACION_PUBLICA_MUJERES,MV_ENSENANZA_HOMBRES,MV_ENSENANZA_MUJERES,MV_SALUD_HUMANA_HOMBRES,MV_SALUD_HUMANA_MUJERES,MV_ARTISTICAS_RECREATIVAS_HOMBRES,MV_ARTISTICAS_RECREATIVAS_MUJERES,MV_OTRAS_ACTIVIDADES_SERVICIO_HOMBRES,MV_OTRAS_ACTIVIDADES_SERVICIO_MUJERES,MV_HOGARES_CALIDAD_EMPLEADORES_HOMBRES,MV_HOGARES_CALIDAD_EMPLEADORES_MUJERES,MV_ORGANIZACIONES_EXTRATERRITORIALES_HOMBRES,MV_ORGANIZACIONES_EXTRATERRITORIALES_MUJERES,NORMALIZACION_BASE_100_MEDIOS_DE_VIDA,LONGITUD_CAMINOS_PCT,NORMALIZACION_BASE_100_10_CAMINOS,AREA_ASP_PCT,NORMALIZACION_BASE_100_10_ASP,AREA_SOBREUSO_PCT,NORMALIZACION_BASE_100_10_SOBREUSO,SUMA_VULNERABILIDADES,INDICE_VULNERABILIDAD_INTEGRADO,CATEGORIA_VULNERABILIDAD
Nicoya            ,50201,38838,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,19,10,9,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5.494505494,4,2,2,2,0,2,18,9,9,6,2,4,24,2.702702702,0,0,0,13,6,7,8,3,5,0.0,142.8399,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,0,0,0,0,0,0,56.05064137306372,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,78.66951084100249,22.21898889964092,Bajo-medio
Nicoya            ,50201,38851,44,49,93,8,6,2,4,3,1,6,3,3,3,2,1,76,33,43,13,8,5,4,3,1,0,0,0,0,0,0,0,17,11,6,93,8.808290155,85,41,44,8,3,5,3,2,1,1,0,1,1,1,0,3,1,2,1,0,1,1,1,0,3,2,1,93,8.791208791,25,13,12,7,3,4,61,28,33,32,16,16,93,14.414414414,3,3,0,28,19,9,45,13,32,23.076923076,111.8916,3,1,0,0,2,0,1,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,5,0,0,27.475954857825045,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,96.98845256576382,27.95840526098845,Medio
Nicoya            ,50201,38866,50,48,98,23,10,13,13,5,8,3,2,1,19,9,10,48,29,19,43,17,26,6,3,3,1,1,0,0,0,0,0,50,21,29,98,25.906735751,72,38,34,26,12,14,19,8,11,4,0,4,0,0,0,11,7,4,3,1,2,6,3,3,1,0,1,98,28.571428571,17,11,6,10,5,5,71,34,37,27,16,11,98,12.162162162,0,0,0,31,19,12,53,23,30,0.0,104.1302,1,0,0,0,1,0,0,0,3,0,1,0,6,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,2,1,1,4,1,0,0,0,0,0,0,4,0,0,20.309823861312363,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,101.37181161725114,29.33173364620634,Medio
Nicoya            ,50201,38875,37,33,70,21,12,9,6,4,2,10,5,5,14,7,7,31,17,14,33,16,17,0,0,0,6,4,2,0,0,0,0,39,20,19,70,20.207253886,68,37,31,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,70,2.197802197,22,12,10,3,2,1,45,23,22,25,14,11,70,11.261261261,1,1,0,19,11,8,31,13,18,7.692307692,104.7602,0,0,0,0,2,0,0,0,0,0,3,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,20.89150532700193,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,76.6717916349407,21.59309344842327,Bajo-medio
Nicoya            ,50201,38954,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,16,8,8,8,3,5,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,8.791208791,6,4,2,0,0,0,18,7,11,6,4,2,24,2.702702702,2,1,1,10,4,6,8,4,4,15.384615384,161.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,73.63044022207306,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,114.93062837101184,33.579778969253574,Alto-medio
Nicoya            ,50201,38979,25,27,52,3,2,1,0,0,0,4,1,3,3,2,1,45,22,23,4,1,3,3,2,1,0,0,0,0,0,0,0,7,3,4,52,3.626943005,52,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0,11,3,8,2,1,1,39,21,18,13,4,9,52,5.855855855,1,1,0,16,9,7,26,13,13,7.692307692,161.88,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,73.63044022207306,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,105.22720804601184,30.539648692565187,Medio
Nicoya            ,50201,39014,16,22,38,4,2,2,6,0,6,0,0,0,7,4,3,21,10,11,17,6,11,0,0,0,0,0,0,0,0,0,0,17,6,11,38,8.808290155,36,15,21,2,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38,2.197802197,9,4,5,4,1,3,25,11,14,13,5,8,38,5.855855855,0,0,0,8,7,1,22,5,17,0.0,161.88,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,73.63044022207306,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,104.91404970101183,30.44153461174161,Medio
Nicoya            ,50201,39016,64,65,129,27,15,12,9,3,6,25,10,15,4,2,2,82,40,42,38,21,17,0,0,0,9,3,6,0,0,0,0,47,24,23,129,24.352331606,110,56,54,19,8,11,13,5,8,0,0,0,0,0,0,8,2,6,1,1,0,2,2,0,0,0,0,129,20.879120879,30,15,15,2,0,2,97,49,48,32,15,17,129,14.414414414,1,1,0,54,32,22,48,17,31,7.692307692,99.4652,1,0,0,0,3,0,0,0,0,1,3,0,11,4,3,0,1,3,0,0,0,0,0,0,0,0,1,4,2,5,1,3,5,1,0,0,1,0,0,1,0,0,16.002611103468205,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,97.76244696640697,28.20090159038275,Medio
Nicoya            ,50201,39102,119,113,232,79,42,37,26,17,9,13,4,9,26,15,11,125,61,64,73,40,33,31,16,15,3,2,1,0,0,0,0,107,58,49,232,55.440414507,219,111,108,13,8,5,2,2,0,2,1,1,1,1,0,3,2,1,4,4,0,3,1,2,3,1,2,232,14.285714285,58,31,27,22,11,11,152,77,75,80,42,38,232,36.036036036,13,10,3,63,43,20,108,39,69,100.0,95.2285,0,0,0,0,10,1,2,0,3,0,2,0,10,3,0,1,2,4,0,0,2,0,0,0,1,0,3,0,1,0,1,3,3,1,0,0,0,0,3,7,0,0,12.090849411901573,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,232.27467551184031,70.34425773586649,Alto
Nicoya            ,50201,39114,75,87,162,15,9,6,2,1,1,25,11,14,12,5,7,124,56,68,22,12,10,16,7,9,0,0,0,0,0,0,0,38,19,19,162,19.68911917,137,63,74,25,12,13,13,4,9,7,4,3,5,3,2,9,3,6,3,1,2,4,3,1,0,0,0,162,27.472527472,36,18,18,10,5,5,116,52,64,46,23,23,162,20.72072072,0,0,0,43,31,12,86,28,58,0.0,105.4128,0,0,0,0,7,0,0,0,0,0,3,0,9,4,3,0,1,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,2,1,0,0,1,0,2,1,0,0,21.494053461143217,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,103.79808209508198,30.091896361211557,Medio
Nicoya            ,50201,39143,65,58,123,50,28,22,63,34,29,14,9,5,10,6,4,46,22,24,29,17,12,40,21,19,4,2,2,4,3,1,0,77,43,34,123,39.896373056,103,52,51,20,13,7,10,6,4,2,0,2,2,2,0,8,4,4,1,0,1,10,4,6,0,0,0,123,21.978021978,38,21,17,5,5,0,80,39,41,43,26,17,123,19.369369369,2,2,0,41,25,16,48,17,31,15.384615384,85.0117,2,0,0,0,1,1,0,0,4,0,1,0,3,5,0,0,0,1,1,0,0,0,0,0,1,0,7,1,2,1,0,2,0,1,2,0,1,0,0,4,0,0,2.657637985461656,25.34547576996712,0.0,1.006780120006284,10.0,16.048979944241207,4.421661271938772,113.70767904440044,33.19662280883166,Alto-medio
