DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,EXPOSICION_NORMALIZACION_BASE_100,CATEGORIA_EXPOSICION
Nicoya            ,50201,41480,72,39,33,11.696869851729819,Medio
Nicoya            ,50201,41491,60,25,35,9.71993410214168,Medio
Nicoya            ,50201,41496,50,23,27,8.072487644151565,Medio
Nicoya            ,50201,41534,9,3,6,1.3179571663920924,Bajo
Nicoya            ,50201,41535,19,12,7,2.9654036243822075,Bajo-medio
Nicoya            ,50201,41538,103,39,64,16.80395387149918,Alto-medio
Nicoya            ,50201,41553,128,59,69,20.922570016474467,Alto-medio
Nicoya            ,50201,41593,21,10,11,3.2948929159802307,Bajo-medio
Nicoya            ,50201,41608,6,3,3,0.8237232289950577,Bajo
Nicoya            ,50201,41616,335,165,170,55.02471169686986,Alto
Nicoya            ,50201,41618,41,17,24,6.589785831960461,Medio
Nicoya            ,50201,41649,15,4,11,2.3064250411861615,Bajo
Nicoya            ,50201,41681,160,82,78,26.194398682042834,Alto
Nicoya            ,50201,41697,91,43,48,14.827018121911037,Alto-medio
Nicoya            ,50201,41714,105,61,44,17.1334431630972,Alto-medio
Nicoya            ,50201,41715,41,23,18,6.589785831960461,Medio
Nicoya            ,50201,41717,33,13,20,5.2718286655683695,Bajo-medio
Nicoya            ,50201,41727,21,11,10,3.2948929159802307,Bajo-medio
Nicoya            ,50201,41731,276,134,142,45.30477759472817,Alto
Nicoya            ,50201,41747,36,20,16,5.766062602965404,Medio
Nicoya            ,50201,41757,82,47,35,13.344316309719934,Alto-medio
Nicoya            ,50201,41798,53,28,25,8.5667215815486,Medio
Nicoya            ,50201,41802,107,49,58,17.462932454695224,Alto-medio
Nicoya            ,50201,41810,28,15,13,4.448105436573312,Bajo-medio
Nicoya            ,50201,41819,73,37,36,11.86161449752883,Medio
Nicoya            ,50201,41986,30,15,15,4.7775947281713345,Bajo-medio
Nicoya            ,50201,42001,16,9,7,2.471169686985173,Bajo-medio
Nicoya            ,50201,42010,24,15,9,3.789126853377265,Bajo-medio
Nicoya            ,50201,42046,122,47,75,19.934102141680395,Alto-medio
Nicoya            ,50201,42099,23,11,12,3.6243822075782535,Bajo-medio
Nicoya            ,50201,42112,72,32,40,11.696869851729819,Medio
Nicoya            ,50201,42113,54,22,32,8.731466227347612,Medio
Nicoya            ,50201,42136,79,34,45,12.850082372322898,Alto-medio
Nicoya            ,50201,42150,46,25,21,7.413509060955518,Medio
Nicoya            ,50201,42159,89,43,46,14.497528830313014,Alto-medio
Nicoya            ,50201,42209,50,20,30,8.072487644151565,Medio
Nicoya            ,50201,42217,76,42,34,12.355848434925864,Alto-medio
Nicoya            ,50201,42241,41,17,24,6.589785831960461,Medio
Nicoya            ,50201,42261,87,49,38,14.168039538714991,Alto-medio
Nicoya            ,50201,42362,123,66,57,20.098846787479406,Alto-medio
Nicoya            ,50201,42363,19,13,6,2.9654036243822075,Bajo-medio
Nicoya            ,50201,42373,49,23,26,7.907742998352553,Medio
Nicoya            ,50201,42423,28,13,15,4.448105436573312,Bajo-medio
Nicoya            ,50201,42449,51,26,25,8.237232289950576,Medio
Nicoya            ,50201,42453,54,20,34,8.731466227347612,Medio
Nicoya            ,50201,42463,19,9,10,2.9654036243822075,Bajo-medio
Nicoya            ,50201,42488,53,30,23,8.5667215815486,Medio
Nicoya            ,50201,42494,49,26,23,7.907742998352553,Medio
Nicoya            ,50201,42507,176,83,93,28.83031301482702,Alto
Nicoya            ,50201,42508,67,25,42,10.873146622734762,Medio
Nicoya            ,50201,42512,55,31,24,8.896210873146623,Medio
Nicoya            ,50201,42521,19,10,9,2.9654036243822075,Bajo-medio
Nicoya            ,50201,42617,68,44,24,11.037891268533773,Medio
Nicoya            ,50201,42636,19,9,10,2.9654036243822075,Bajo-medio
Nicoya            ,50201,42648,64,27,37,10.378912685337728,Medio
Nicoya            ,50201,42660,7,4,3,0.9884678747940692,Bajo
Nicoya            ,50201,42682,41,22,19,6.589785831960461,Medio
Nicoya            ,50201,42709,35,16,19,5.601317957166392,Medio
Nicoya            ,50201,42712,22,13,9,3.459637561779242,Bajo-medio
Nicoya            ,50201,42717,57,29,28,9.225700164744646,Medio
Nicoya            ,50201,42742,28,14,14,4.448105436573312,Bajo-medio
Nicoya            ,50201,42757,129,66,63,21.087314662273478,Alto-medio
Nicoya            ,50201,42783,31,13,18,4.942339373970346,Bajo-medio
Nicoya            ,50201,42792,17,9,8,2.6359143327841847,Bajo-medio
Nicoya            ,50201,42824,94,41,53,15.32125205930807,Alto-medio
Nicoya            ,50201,42937,64,33,31,10.378912685337728,Medio
Nicoya            ,50201,42968,64,29,35,10.378912685337728,Medio
Nicoya            ,50201,42988,46,25,21,7.413509060955518,Medio
Nicoya            ,50201,42998,81,41,40,13.179571663920923,Alto-medio
Nicoya            ,50201,43030,71,37,34,11.532125205930807,Medio
Nicoya            ,50201,43036,43,24,19,6.919275123558484,Medio
Nicoya            ,50201,43111,70,32,38,11.367380560131796,Medio
Nicoya            ,50201,43143,52,24,28,8.40197693574959,Medio
Nicoya            ,50201,43184,87,36,51,14.168039538714991,Alto-medio
Nicoya            ,50201,43233,9,5,4,1.3179571663920924,Bajo
Nicoya            ,50201,43242,95,51,44,15.485996705107082,Alto-medio
Nicoya            ,50201,43253,41,17,24,6.589785831960461,Medio
Nicoya            ,50201,43263,77,33,44,12.520593080724876,Alto-medio
Nicoya            ,50201,43289,76,37,39,12.355848434925864,Alto-medio
Nicoya            ,50201,43300,100,58,42,16.30971993410214,Alto-medio
Nicoya            ,50201,43319,59,27,32,9.555189456342669,Medio
Nicoya            ,50201,43323,25,12,13,3.9538714991762767,Bajo-medio
Nicoya            ,50201,43338,80,37,43,13.01482701812191,Alto-medio
Nicoya            ,50201,43344,38,17,21,6.095551894563426,Medio
Nicoya            ,50201,43366,11,5,6,1.6474464579901154,Bajo
Nicoya            ,50201,43383,148,74,74,24.217462932454694,Alto
Nicoya            ,50201,43400,8,4,4,1.1532125205930808,Bajo
Nicoya            ,50201,43414,63,29,34,10.214168039538714,Medio
Nicoya            ,50201,43422,63,30,33,10.214168039538714,Medio
Nicoya            ,50201,43444,70,35,35,11.367380560131796,Medio
Nicoya            ,50201,43453,93,43,50,15.15650741350906,Alto-medio
Nicoya            ,50201,43495,74,35,39,12.026359143327841,Alto-medio
Nicoya            ,50201,43530,38,19,19,6.095551894563426,Medio
Nicoya            ,50201,43561,55,29,26,8.896210873146623,Medio
Nicoya            ,50201,43608,126,59,67,20.59308072487644,Alto-medio
Nicoya            ,50201,43610,103,46,57,16.80395387149918,Alto-medio
Nicoya            ,50201,43663,67,33,34,10.873146622734762,Medio
Nicoya            ,50201,43678,449,223,226,73.80560131795717,Alto
Nicoya            ,50201,43692,93,43,50,15.15650741350906,Alto-medio
Nicoya            ,50201,43694,57,29,28,9.225700164744646,Medio
Nicoya            ,50201,43706,80,39,41,13.01482701812191,Alto-medio
Nicoya            ,50201,43768,17,8,9,2.6359143327841847,Bajo-medio
Nicoya            ,50201,43792,79,38,41,12.850082372322898,Alto-medio
Nicoya            ,50201,43797,54,25,29,8.731466227347612,Medio
Nicoya            ,50201,43864,112,56,56,18.28665568369028,Alto-medio
Nicoya            ,50201,43871,25,12,13,3.9538714991762767,Bajo-medio
Nicoya            ,50201,43896,76,34,42,12.355848434925864,Alto-medio
Nicoya            ,50201,43955,62,22,40,10.049423393739703,Medio
Nicoya            ,50201,44003,105,37,68,17.1334431630972,Alto-medio
Nicoya            ,50201,44018,27,15,12,4.2833607907743,Bajo-medio
Nicoya            ,50201,44053,29,15,14,4.612850082372323,Bajo-medio
Nicoya            ,50201,44110,64,32,32,10.378912685337728,Medio
Nicoya            ,50201,44113,54,28,26,8.731466227347612,Medio
Nicoya            ,50201,44269,62,33,29,10.049423393739703,Medio
Nicoya            ,50201,44332,26,11,15,4.118616144975288,Bajo-medio
Nicoya            ,50201,44345,41,20,21,6.589785831960461,Medio
Nicoya            ,50201,44403,15,6,9,2.3064250411861615,Bajo
Nicoya            ,50201,44409,55,28,27,8.896210873146623,Medio
Nicoya            ,50201,44443,58,23,35,9.390444810543658,Medio
Nicoya            ,50201,44445,69,30,39,11.202635914332784,Medio
Nicoya            ,50201,44467,60,25,35,9.71993410214168,Medio
Nicoya            ,50201,44472,46,19,27,7.413509060955518,Medio
Nicoya            ,50201,44505,50,23,27,8.072487644151565,Medio
Nicoya            ,50201,44540,149,83,66,24.382207578253706,Alto
Nicoya            ,50201,44559,225,109,116,36.902800658978585,Alto
Nicoya            ,50201,44573,37,13,24,5.930807248764415,Medio
Nicoya            ,50201,44611,116,56,60,18.945634266886326,Alto-medio
Nicoya            ,50201,44672,56,25,31,9.060955518945635,Medio
Nicoya            ,50201,44710,9,4,5,1.3179571663920924,Bajo
Nicoya            ,50201,44750,131,57,74,21.4168039538715,Alto-medio
Nicoya            ,50201,44755,88,45,43,14.332784184514002,Alto-medio
Nicoya            ,50201,44756,309,149,160,50.74135090609555,Alto
Nicoya            ,50201,44771,18,14,4,2.800658978583196,Bajo-medio
Nicoya            ,50201,44772,20,7,13,3.130148270181219,Bajo-medio
Nicoya            ,50201,44778,77,30,47,12.520593080724876,Alto-medio
Nicoya            ,50201,44782,67,29,38,10.873146622734762,Medio
Nicoya            ,50201,44792,212,110,102,34.76112026359143,Alto
Nicoya            ,50201,44803,24,11,13,3.789126853377265,Bajo-medio
Nicoya            ,50201,44833,73,33,40,11.86161449752883,Medio
Nicoya            ,50201,44919,19,6,13,2.9654036243822075,Bajo-medio
Nicoya            ,50201,44920,95,49,46,15.485996705107082,Alto-medio
Nicoya            ,50201,44946,30,15,15,4.7775947281713345,Bajo-medio
Nicoya            ,50201,44953,20,8,12,3.130148270181219,Bajo-medio
Nicoya            ,50201,44981,100,46,54,16.30971993410214,Alto-medio
Nicoya            ,50201,44984,123,57,66,20.098846787479406,Alto-medio
Nicoya            ,50201,44990,43,17,26,6.919275123558484,Medio
Nicoya            ,50201,45053,80,41,39,13.01482701812191,Alto-medio
Nicoya            ,50201,45094,10,6,4,1.4827018121911038,Bajo
Nicoya            ,50201,45112,22,11,11,3.459637561779242,Bajo-medio
Nicoya            ,50201,45129,85,42,43,13.838550247116968,Alto-medio
Nicoya            ,50201,45152,33,17,16,5.2718286655683695,Bajo-medio
Nicoya            ,50201,45161,96,43,53,15.650741350906095,Alto-medio
Nicoya            ,50201,45177,45,21,24,7.248764415156507,Medio
Nicoya            ,50201,45183,26,8,18,4.118616144975288,Bajo-medio
Nicoya            ,50201,45189,49,28,21,7.907742998352553,Medio
Nicoya            ,50201,45201,22,10,12,3.459637561779242,Bajo-medio
Nicoya            ,50201,45234,110,49,61,17.957166392092258,Alto-medio
Nicoya            ,50201,45277,60,24,36,9.71993410214168,Medio
Nicoya            ,50201,45321,11,3,8,1.6474464579901154,Bajo
Nicoya            ,50201,45325,127,64,63,20.757825370675455,Alto-medio
Nicoya            ,50201,45343,29,16,13,4.612850082372323,Bajo-medio
Nicoya            ,50201,45416,33,16,17,5.2718286655683695,Bajo-medio
Nicoya            ,50201,45430,99,35,64,16.14497528830313,Alto-medio
Nicoya            ,50201,45435,56,28,28,9.060955518945635,Medio
Nicoya            ,50201,45483,80,39,41,13.01482701812191,Alto-medio
Nicoya            ,50201,45507,70,38,32,11.367380560131796,Medio
Nicoya            ,50201,45635,119,65,54,19.43986820428336,Alto-medio
Nicoya            ,50201,45639,45,22,23,7.248764415156507,Medio
Nicoya            ,50201,45640,56,31,25,9.060955518945635,Medio
Nicoya            ,50201,45648,22,11,11,3.459637561779242,Bajo-medio
Nicoya            ,50201,45654,27,16,11,4.2833607907743,Bajo-medio
Nicoya            ,50201,45655,68,30,38,11.037891268533773,Medio
Nicoya            ,50201,45686,53,28,25,8.5667215815486,Medio
Nicoya            ,50201,45741,52,28,24,8.40197693574959,Medio
Nicoya            ,50201,45795,14,7,7,2.14168039538715,Bajo
Nicoya            ,50201,45801,85,42,43,13.838550247116968,Alto-medio
Nicoya            ,50201,45807,48,26,22,7.742998352553541,Medio
Nicoya            ,50201,45835,33,16,17,5.2718286655683695,Bajo-medio
Nicoya            ,50201,45850,21,13,8,3.2948929159802307,Bajo-medio
Nicoya            ,50201,45866,89,37,52,14.497528830313014,Alto-medio
Nicoya            ,50201,45949,26,10,16,4.118616144975288,Bajo-medio
Nicoya            ,50201,45952,24,16,8,3.789126853377265,Bajo-medio
Nicoya            ,50201,49322,29,14,15,4.612850082372323,Bajo-medio
Nicoya            ,50201,49323,29,13,16,4.612850082372323,Bajo-medio
Nicoya            ,50201,49324,3,2,1,0.3294892915980231,Bajo
Nicoya            ,50201,49325,34,21,13,5.436573311367381,Medio
Nicoya            ,50201,49327,42,24,18,6.754530477759473,Medio
Nicoya            ,50201,49329,18,9,9,2.800658978583196,Bajo-medio
Nicoya            ,50201,49330,14,4,10,2.14168039538715,Bajo
Nicoya            ,50201,49331,39,23,16,6.260296540362438,Medio
Nicoya            ,50201,72534,42,23,19,6.754530477759473,Medio
Nicoya            ,50201,72535,136,69,67,22.240527182866558,Alto
Nicoya            ,50201,72536,91,44,47,14.827018121911037,Alto-medio
Nicoya            ,50201,72537,119,66,53,19.43986820428336,Alto-medio
Nicoya            ,50201,72538,131,64,67,21.4168039538715,Alto-medio
Nicoya            ,50201,72539,96,53,43,15.650741350906095,Alto-medio
Nicoya            ,50201,72540,118,59,59,19.27512355848435,Alto-medio
Nicoya            ,50201,72541,74,40,34,12.026359143327841,Alto-medio
Nicoya            ,50201,72542,88,41,47,14.332784184514002,Alto-medio
Nicoya            ,50201,72543,102,48,54,16.639209225700164,Alto-medio
Nicoya            ,50201,72544,122,62,60,19.934102141680395,Alto-medio
Nicoya            ,50201,72545,71,39,32,11.532125205930807,Medio
Nicoya            ,50201,72546,153,60,93,25.04118616144975,Alto
Nicoya            ,50201,72547,43,22,21,6.919275123558484,Medio
Nicoya            ,50201,72548,146,60,86,23.88797364085667,Alto
Nicoya            ,50201,72549,198,85,113,32.45469522240527,Alto
Nicoya            ,50201,72550,55,27,28,8.896210873146623,Medio
Nicoya            ,50201,72551,146,70,76,23.88797364085667,Alto
Nicoya            ,50201,72552,129,63,66,21.087314662273478,Alto-medio
Nicoya            ,50201,72553,87,36,51,14.168039538714991,Alto-medio
Nicoya            ,50201,72554,125,59,66,20.42833607907743,Alto-medio
Nicoya            ,50201,72555,123,48,75,20.098846787479406,Alto-medio
Nicoya            ,50201,72556,168,78,90,27.51235584843493,Alto
Nicoya            ,50201,72557,148,81,67,24.217462932454694,Alto
Nicoya            ,50201,72558,173,76,97,28.336079077429982,Alto
Nicoya            ,50201,72559,121,68,53,19.769357495881383,Alto-medio
Nicoya            ,50201,72560,84,46,38,13.673805601317957,Alto-medio
Nicoya            ,50201,72561,66,41,25,10.70840197693575,Medio
Nicoya            ,50201,72562,181,86,95,29.654036243822073,Alto
Nicoya            ,50201,72563,96,47,49,15.650741350906095,Alto-medio
Nicoya            ,50201,72564,115,59,56,18.780889621087315,Alto-medio
Nicoya            ,50201,72565,113,65,48,18.451400329489292,Alto-medio
Nicoya            ,50201,72566,116,56,60,18.945634266886326,Alto-medio
Nicoya            ,50201,72567,135,71,64,22.075782537067546,Alto
Nicoya            ,50201,72568,128,57,71,20.922570016474467,Alto-medio
Nicoya            ,50201,72569,131,64,67,21.4168039538715,Alto-medio
Nicoya            ,50201,72570,237,123,114,38.87973640856672,Alto
Nicoya            ,50201,72571,117,65,52,19.110378912685338,Alto-medio
Nicoya            ,50201,72572,112,56,56,18.28665568369028,Alto-medio
Nicoya            ,50201,72573,141,67,74,23.064250411861615,Alto
Nicoya            ,50201,72574,127,59,68,20.757825370675455,Alto-medio
Nicoya            ,50201,72575,108,55,53,17.627677100494235,Alto-medio
Nicoya            ,50201,72576,134,61,73,21.911037891268535,Alto
Nicoya            ,50201,72577,88,51,37,14.332784184514002,Alto-medio
Nicoya            ,50201,72578,159,84,75,26.02965403624382,Alto
Nicoya            ,50201,72579,180,84,96,29.489291598023065,Alto
Nicoya            ,50201,72580,103,56,47,16.80395387149918,Alto-medio
Mansión           ,50202,38623,31,21,10,4.942339373970346,Bajo-medio
Mansión           ,50202,38923,37,19,18,5.930807248764415,Medio
Mansión           ,50202,39110,37,17,20,5.930807248764415,Medio
Mansión           ,50202,39272,84,48,36,13.673805601317957,Alto-medio
Mansión           ,50202,39291,95,45,50,15.485996705107082,Alto-medio
Mansión           ,50202,39391,72,39,33,11.696869851729819,Medio
Mansión           ,50202,39488,19,9,10,2.9654036243822075,Bajo-medio
Mansión           ,50202,39571,112,56,56,18.28665568369028,Alto-medio
Mansión           ,50202,39609,77,38,39,12.520593080724876,Alto-medio
Mansión           ,50202,39701,35,18,17,5.601317957166392,Medio
Mansión           ,50202,39757,149,72,77,24.382207578253706,Alto
Mansión           ,50202,39990,133,62,71,21.746293245469523,Alto
Mansión           ,50202,40367,20,11,9,3.130148270181219,Bajo-medio
Mansión           ,50202,40486,33,18,15,5.2718286655683695,Bajo-medio
Mansión           ,50202,40656,31,13,18,4.942339373970346,Bajo-medio
Mansión           ,50202,40814,156,75,81,25.53542009884679,Alto
Mansión           ,50202,40896,151,67,84,24.71169686985173,Alto
Mansión           ,50202,40899,61,34,27,9.884678747940692,Medio
Mansión           ,50202,41091,80,35,45,13.01482701812191,Alto-medio
Mansión           ,50202,41106,33,17,16,5.2718286655683695,Bajo-medio
Mansión           ,50202,41114,32,13,19,5.107084019769357,Bajo-medio
Mansión           ,50202,41178,30,14,16,4.7775947281713345,Bajo-medio
Mansión           ,50202,41190,50,20,30,8.072487644151565,Medio
Mansión           ,50202,41197,17,9,8,2.6359143327841847,Bajo-medio
Mansión           ,50202,41390,109,59,50,17.792421746293247,Alto-medio
Mansión           ,50202,41547,130,63,67,21.25205930807249,Alto-medio
Mansión           ,50202,41552,158,68,90,25.86490939044481,Alto
Mansión           ,50202,41638,114,49,65,18.616144975288304,Alto-medio
Mansión           ,50202,41639,36,23,13,5.766062602965404,Medio
Mansión           ,50202,41705,26,11,15,4.118616144975288,Bajo-medio
Mansión           ,50202,41728,26,13,13,4.118616144975288,Bajo-medio
Mansión           ,50202,41744,51,26,25,8.237232289950576,Medio
Mansión           ,50202,41852,168,82,86,27.51235584843493,Alto
Mansión           ,50202,41981,74,31,43,12.026359143327841,Alto-medio
Mansión           ,50202,42020,26,13,13,4.118616144975288,Bajo-medio
Mansión           ,50202,42263,48,24,24,7.742998352553541,Medio
Mansión           ,50202,42553,35,18,17,5.601317957166392,Medio
Mansión           ,50202,42714,8,4,4,1.1532125205930808,Bajo
Mansión           ,50202,42801,78,43,35,12.685337726523887,Alto-medio
Mansión           ,50202,43133,13,9,4,1.9769357495881383,Bajo
Mansión           ,50202,43509,18,6,12,2.800658978583196,Bajo-medio
Mansión           ,50202,43545,58,26,32,9.390444810543658,Medio
Mansión           ,50202,43576,85,47,38,13.838550247116968,Alto-medio
Mansión           ,50202,43624,203,112,91,33.27841845140033,Alto
Mansión           ,50202,43845,77,42,35,12.520593080724876,Alto-medio
Mansión           ,50202,43959,37,18,19,5.930807248764415,Medio
Mansión           ,50202,43993,25,10,15,3.9538714991762767,Bajo-medio
Mansión           ,50202,44119,28,14,14,4.448105436573312,Bajo-medio
Mansión           ,50202,44125,102,53,49,16.639209225700164,Alto-medio
Mansión           ,50202,44168,41,21,20,6.589785831960461,Medio
Mansión           ,50202,44200,27,13,14,4.2833607907743,Bajo-medio
Mansión           ,50202,44545,66,29,37,10.70840197693575,Medio
Mansión           ,50202,44589,97,48,49,15.815485996705107,Alto-medio
Mansión           ,50202,44677,42,19,23,6.754530477759473,Medio
Mansión           ,50202,44966,35,17,18,5.601317957166392,Medio
Mansión           ,50202,45079,84,39,45,13.673805601317957,Alto-medio
Mansión           ,50202,45125,30,19,11,4.7775947281713345,Bajo-medio
Mansión           ,50202,45196,608,295,313,100.0,Alto
Mansión           ,50202,45278,44,22,22,7.0840197693574956,Medio
Mansión           ,50202,45311,33,13,20,5.2718286655683695,Bajo-medio
Mansión           ,50202,45440,24,15,9,3.789126853377265,Bajo-medio
Mansión           ,50202,45486,83,46,37,13.509060955518946,Alto-medio
Mansión           ,50202,45803,15,7,8,2.3064250411861615,Bajo
Mansión           ,50202,45957,43,22,21,6.919275123558484,Medio
Mansión           ,50202,49317,9,4,5,1.3179571663920924,Bajo
Mansión           ,50202,72240,68,29,39,11.037891268533773,Medio
Mansión           ,50202,72241,58,33,25,9.390444810543658,Medio
Mansión           ,50202,72242,120,61,59,19.604612850082372,Alto-medio
Mansión           ,50202,72243,91,41,50,14.827018121911037,Alto-medio
Mansión           ,50202,72244,104,56,48,16.96869851729819,Alto-medio
Mansión           ,50202,72245,180,86,94,29.489291598023065,Alto
Mansión           ,50202,72246,364,187,177,59.80230642504119,Alto
Mansión           ,50202,72247,110,49,61,17.957166392092258,Alto-medio
Mansión           ,50202,72248,33,20,13,5.2718286655683695,Bajo-medio
San Antonio       ,50203,153,60,29,31,9.71993410214168,Medio
San Antonio       ,50203,575,29,18,11,4.612850082372323,Bajo-medio
