DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_SECA_NORMALIZACION_BASE_100,SUMA_RIESGO_SECO,RIESGO_SECO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_SECO
Nicoya            ,50201,39216,13,6,7,29.124774126964475,1.9769357495881383,60.698,91.79970987655261,33.017938933144954,Bajo-medio
Nicoya            ,50201,39225,87,47,40,29.536570780645967,14.168039538714991,74.066,117.77061031936097,43.352536328154514,Alto-medio
Nicoya            ,50201,39280,86,40,46,55.037041492472795,14.00329489291598,44.093,113.13333638538877,41.50722645052778,Alto-medio
Nicoya            ,50201,39300,30,15,15,25.740570418175047,4.7775947281713345,75.746,106.26416514634637,38.77377793767345,Medio
Nicoya            ,50201,39307,85,39,46,17.853495475760766,13.838550247116968,72.111,103.80304572287774,37.79442497151053,Medio
Nicoya            ,50201,39328,38,19,19,32.82857748711807,6.095551894563426,74.577,113.5011293816815,41.65358227479963,Alto-medio
Nicoya            ,50201,39349,80,42,38,31.85884157109575,13.01482701812191,75.195,120.06866858921765,44.26700238841072,Alto-medio
Nicoya            ,50201,39399,73,44,29,46.793828644265545,11.86161449752883,52.822,111.47744314179438,40.848297044543195,Alto-medio
Nicoya            ,50201,39449,105,54,51,31.839946493322298,17.1334431630972,57.44,106.4133896564195,38.83315882962479,Medio
Nicoya            ,50201,39460,51,20,31,26.50832275682344,8.237232289950576,70.41,105.15555504677401,38.33262884958727,Medio
Nicoya            ,50201,39547,121,63,58,53.21786520782455,19.769357495881383,69.707,142.69422270370592,53.270386507769864,Alto
Nicoya            ,50201,39582,64,28,36,24.296797827633302,10.378912685337728,76.183,110.85871051297104,40.60208484146127,Alto-medio
Nicoya            ,50201,39662,256,122,134,32.75693887440811,42.00988467874794,70.774,145.54082355315603,54.403134052975034,Alto
Nicoya            ,50201,39673,79,39,40,17.848155648000606,12.850082372322898,70.572,101.2702380203235,36.7865450967823,Medio
Nicoya            ,50201,39689,83,42,41,19.483805058179055,13.509060955518946,71.488,104.480866013698,38.064149921064036,Medio
Nicoya            ,50201,39729,70,33,37,12.517348076267604,11.367380560131796,72.449,96.3337286363994,34.82216049133172,Bajo-medio
Nicoya            ,50201,39752,5,2,3,34.71740766771487,0.6589785831960462,56.779,92.15538625091092,33.159473191458574,Bajo-medio
Nicoya            ,50201,39786,145,65,80,37.05196494620052,23.72322899505766,75.304,136.07919394125818,50.63806888109179,Alto
Nicoya            ,50201,39835,49,24,25,14.408752109381991,7.907742998352553,68.959,91.27549510773454,32.80933821111057,Bajo-medio
Nicoya            ,50201,39836,38,20,18,31.716054229150853,6.095551894563426,55.235,93.04660612371427,33.51411621187047,Bajo-medio
Nicoya            ,50201,39865,20,9,11,35.64884138981518,3.130148270181219,73.86,112.6389896599964,41.31051111554269,Alto-medio
Nicoya            ,50201,39941,28,15,13,22.094919988562374,4.448105436573312,72.691,99.23402542513568,35.97627525541679,Bajo-medio
Nicoya            ,50201,39970,86,43,43,32.33307071557806,14.00329489291598,75.681,122.01736560849403,45.04244716682437,Alto-medio
Nicoya            ,50201,40023,87,43,44,21.580789134137383,14.168039538714991,75.232,110.98082867285237,40.65067930663094,Alto-medio
Nicoya            ,50201,40028,229,111,118,39.41259013522361,37.56177924217463,64.409,141.38336937739825,52.748758795972506,Alto
Nicoya            ,50201,40055,70,30,40,27.880785683049584,11.367380560131796,75.539,114.78716624318139,42.165334773640055,Alto-medio
Nicoya            ,50201,40077,39,20,19,19.199944326500685,6.260296540362438,69.359,94.81924086686311,34.2195005492057,Bajo-medio
Nicoya            ,50201,40094,48,22,26,23.791684487167466,7.742998352553541,72.793,104.327682839721,38.00319375844549,Medio
Nicoya            ,50201,40194,140,60,80,18.50886315712104,22.899505766062603,67.556,108.96436892318364,39.84826971278727,Medio
Nicoya            ,50201,40223,23,12,11,34.39479397833156,3.6243822075782535,62.769,100.7881761859098,36.59471828703666,Medio
Nicoya            ,50201,40257,71,27,44,21.59909796670354,11.532125205930807,75.171,108.30222317263436,39.584782131222184,Medio
Nicoya            ,50201,40262,21,11,10,19.668304465853527,3.2948929159802307,69.328,92.29119738183377,33.21351649900347,Bajo-medio
Nicoya            ,50201,40288,58,31,27,17.173987859767717,9.390444810543658,73.225,99.78943267031137,36.19728839594313,Medio
Nicoya            ,50201,40294,37,20,17,31.796891038668846,5.930807248764415,72.205,109.93269828743325,40.23359690416913,Medio
Nicoya            ,50201,40305,66,34,32,24.73136673319684,10.70840197693575,69.645,105.08476871013258,38.30446085087396,Medio
Nicoya            ,50201,40319,16,8,8,37.69414548079696,2.471169686985173,33.841,74.00631516778213,25.937415444535727,Bajo-medio
Nicoya            ,50201,40320,17,9,8,35.50890023966469,2.6359143327841847,56.0,94.14481457244887,33.951126172247605,Bajo-medio
Nicoya            ,50201,40356,233,105,128,42.05712071864953,38.220757825370676,75.555,155.83287854402022,58.49865029940281,Alto
Nicoya            ,50201,40362,77,37,40,26.54012807086879,12.520593080724876,67.478,106.53872115159366,38.8830319769341,Medio
Nicoya            ,50201,40391,22,10,12,36.8850848154087,3.459637561779242,55.145,95.48972237718795,34.486305178689534,Bajo-medio
Nicoya            ,50201,40397,107,52,55,23.716582263518042,17.462932454695224,74.859,116.03851471821326,42.66328372688456,Alto-medio
Nicoya            ,50201,40405,99,45,54,27.006220832513673,16.14497528830313,67.256,110.4071961208168,40.42241377186389,Medio
Nicoya            ,50201,40413,70,26,44,30.25266146479138,11.367380560131796,75.701,117.32104202492317,43.173639668995264,Alto-medio
Nicoya            ,50201,40484,18,8,10,32.62673282902058,2.800658978583196,66.704,102.13139180760376,37.12922392327611,Medio
Nicoya            ,50201,40490,62,29,33,16.231773074822602,10.049423393739703,74.107,100.38819646856231,36.43555440459605,Medio
Nicoya            ,50201,40513,53,24,29,19.05764680019454,8.5667215815486,75.437,103.06136838174314,37.49928939334656,Medio
Nicoya            ,50201,40556,41,15,26,30.54183436225713,6.589785831960461,63.456,100.58762019421759,36.51491106457011,Medio
Nicoya            ,50201,40609,76,33,43,13.848271367347254,12.355848434925864,71.777,97.98111980227313,35.47770666651699,Bajo-medio
Nicoya            ,50201,40637,39,22,17,25.843509460837865,6.260296540362438,69.437,101.54080600120031,36.89421218196866,Medio
Nicoya            ,50201,40638,12,4,8,22.607303698543898,1.8121911037891267,75.857,100.27649480233302,36.39110497353479,Medio
Nicoya            ,50201,40642,54,32,22,31.973619359746085,8.731466227347612,75.708,116.41308558709369,42.81233666920755,Alto-medio
Nicoya            ,50201,40670,17,6,11,32.28085859738037,2.6359143327841847,75.083,109.99977293016455,40.26028790895615,Medio
Nicoya            ,50201,40712,38,19,19,26.273698353234376,6.095551894563426,68.791,101.16025024779779,36.74277767524332,Medio
Nicoya            ,50201,40725,55,29,26,39.27461430783081,8.896210873146623,35.923,84.09382518097743,29.951537131770838,Bajo-medio
Nicoya            ,50201,40732,64,32,32,21.71663875938144,10.378912685337728,71.878,103.97355144471916,37.86227429358764,Medio
Nicoya            ,50201,40772,45,20,25,26.288496206619925,7.248764415156507,74.575,108.11226062177644,39.509190355435706,Medio
Nicoya            ,50201,40786,13,5,8,26.349663176119904,1.9769357495881383,70.42,98.74659892570804,35.78231368514561,Bajo-medio
Nicoya            ,50201,40790,90,42,48,24.588863898087006,14.662273476112025,75.487,114.73813737419903,42.14582472150378,Alto-medio
Nicoya            ,50201,40804,67,30,37,18.50449230966748,10.873146622734762,75.071,104.44863893240225,38.051325802349275,Medio
Nicoya            ,50201,41017,89,36,53,31.421008069005225,14.497528830313014,76.052,121.97053689931825,45.02381262402423,Alto-medio
Nicoya            ,50201,41058,97,41,56,26.688218224152166,15.815485996705107,75.713,118.21670422085727,43.53005042253432,Alto-medio
Nicoya            ,50201,41133,73,33,40,28.853377338654113,11.86161449752883,73.243,113.95799183618294,41.83538149822532,Alto-medio
Nicoya            ,50201,41237,44,17,27,17.582320782733778,7.0840197693574956,74.841,99.50734055209126,36.08503551212302,Bajo-medio
Nicoya            ,50201,41268,20,5,15,31.27119843096107,3.130148270181219,75.779,110.18034670114228,40.33214360865601,Medio
Nicoya            ,50201,41347,44,18,26,26.877715085451925,7.0840197693574956,73.616,107.57773485480942,39.29648657910621,Medio
Nicoya            ,50201,41373,68,35,33,23.41101846156283,11.037891268533773,74.42,108.8689097300966,39.8102836471759,Medio
Nicoya            ,50201,41381,27,13,14,21.26721684436258,4.2833607907743,71.775,97.32557763513688,35.216846848132015,Bajo-medio
Nicoya            ,50201,41398,268,130,138,35.36897033954815,43.986820428336074,67.316,146.67179076788423,54.85317970529695,Alto
Nicoya            ,50201,41430,32,18,14,28.00810452459895,5.107084019769357,75.532,108.6471885443683,39.72205416150627,Medio
Nicoya            ,50201,41444,10,5,5,31.252527024261333,1.4827018121911038,70.666,103.40122883645243,37.63453002459229,Medio
Nicoya            ,50201,41468,47,17,30,24.465741881727947,7.57825370675453,75.55,107.59399558848247,39.302957210966994,Medio
Nicoya            ,50201,41473,146,70,76,37.806780497694135,23.88797364085667,75.647,137.3417541385508,51.14047931367255,Alto
Nicoya            ,50201,41480,72,39,33,37.201376615295985,11.696869851729819,58.51,107.4082464670258,39.22904208465249,Medio
Nicoya            ,50201,41491,60,25,35,17.862467837205063,9.71993410214168,71.305,98.88740193934674,35.838343411999496,Bajo-medio
Nicoya            ,50201,41496,50,23,27,24.07808760430081,8.072487644151565,75.645,107.79557524845237,39.38317178163231,Medio
Nicoya            ,50201,41534,9,3,6,32.466961963998195,1.3179571663920924,70.11,103.89491913039029,37.83098414588497,Medio
Nicoya            ,50201,41535,19,12,7,31.12894066352635,2.9654036243822075,72.568,106.66234428790855,38.93222531720107,Medio
Nicoya            ,50201,41538,103,39,64,18.081949667411546,16.80395387149918,75.484,110.36990353891072,40.40757393907994,Medio
Nicoya            ,50201,41553,128,59,69,24.162839739212114,20.922570016474467,63.157,108.24240975568658,39.56098058516734,Medio
Nicoya            ,50201,41593,21,10,11,24.92953098148872,3.2948929159802307,74.231,102.45542389746895,37.25816597513891,Medio
Nicoya            ,50201,41608,6,3,3,30.80754027847928,0.8237232289950577,74.579,106.21026350747434,38.75232886478126,Medio
Nicoya            ,50201,41616,335,165,170,66.08011467435158,55.02471169686986,74.621,195.72582637122144,74.37324639213901,Alto
Nicoya            ,50201,41618,41,17,24,8.30049160525807,6.589785831960461,76.074,90.96427743721853,32.685495399650165,Bajo-medio
Nicoya            ,50201,41649,15,4,11,29.754912829899382,2.3064250411861615,66.744,98.80533787108554,35.80568766685336,Bajo-medio
Nicoya            ,50201,41681,160,82,78,38.99736851484097,26.194398682042834,58.823,124.01476719688381,45.83727294876513,Alto-medio
Nicoya            ,50201,41697,91,43,48,25.03372288678708,14.827018121911037,57.28,97.14074100869811,35.14329483085395,Bajo-medio
Nicoya            ,50201,41714,105,61,44,42.902180825633366,17.1334431630972,75.383,135.41862398873056,50.37520835665033,Alto
Nicoya            ,50201,41715,41,23,18,40.95416742782056,6.589785831960461,56.654,104.19795325978103,37.95157048177645,Medio
Nicoya            ,50201,41717,33,13,20,20.333088833950892,5.2718286655683695,71.56,97.16491749951926,35.15291537903675,Bajo-medio
Nicoya            ,50201,41727,21,11,10,28.640352946110898,3.2948929159802307,69.478,101.41324586209112,36.84345219063729,Medio
Nicoya            ,50201,41731,276,134,142,59.095524012540324,45.30477759472817,48.737,153.13730160726848,57.425999682226525,Alto
Nicoya            ,50201,41747,36,20,16,30.604264585415258,5.766062602965404,75.471,111.84132718838066,40.993097380912644,Alto-medio
Nicoya            ,50201,41757,82,47,35,22.481407985193265,13.344316309719934,75.224,111.0497242949132,40.67809493351093,Alto-medio
Nicoya            ,50201,41798,53,28,25,15.18445027943979,8.5667215815486,75.321,99.07217186098839,35.9118688854454,Bajo-medio
Nicoya            ,50201,41802,107,49,58,34.10474473322122,17.462932454695224,67.589,119.15667718791644,43.904093756077614,Alto-medio
Nicoya            ,50201,41810,28,15,13,36.54121828201485,4.448105436573312,65.885,106.87432371858817,39.016578267416314,Medio
Nicoya            ,50201,41819,73,37,36,37.63085026686751,11.86161449752883,75.645,125.13746476439634,46.28402786133157,Alto-medio
Nicoya            ,50201,41986,30,15,15,30.038168036265983,4.7775947281713345,69.767,104.58276276443732,38.10469768324385,Medio
Nicoya            ,50201,42001,16,9,7,27.6255769289233,2.471169686985173,69.815,99.91174661590847,36.24596077009992,Medio
Nicoya            ,50201,42010,24,15,9,36.2557955022347,3.789126853377265,68.181,108.22592235561196,39.55441975597173,Medio
Nicoya            ,50201,42046,122,47,75,20.363542212635092,19.934102141680395,74.653,114.9506443543155,42.23038759940512,Alto-medio
Nicoya            ,50201,42099,23,11,12,27.485973690928546,3.6243822075782535,70.489,101.5993558985068,36.91751093579948,Medio
Nicoya            ,50201,42112,72,32,40,35.15598133528003,11.696869851729819,66.371,113.22385118700984,41.54324499501771,Alto-medio
Nicoya            ,50201,42113,54,22,32,24.4584765541378,8.731466227347612,71.265,104.45494278148541,38.05383429228234,Medio
Nicoya            ,50201,42136,79,34,45,30.39542982085006,12.850082372322898,64.524,107.76951219317296,39.37280051307389,Medio
Nicoya            ,50201,42150,46,25,21,19.13949287432732,7.413509060955518,72.521,99.07400193528284,35.9125971266967,Bajo-medio
Nicoya            ,50201,42159,89,43,46,22.433469337379808,14.497528830313014,75.082,112.01299816769281,41.06141039375966,Alto-medio
Nicoya            ,50201,42209,50,20,30,32.75029312179301,8.072487644151565,75.88,116.70278076594457,42.92761503806088,Alto-medio
Nicoya            ,50201,42217,76,42,34,30.48495367512558,12.355848434925864,75.889,118.72980211005144,43.734227405951906,Alto-medio
Nicoya            ,50201,42241,41,17,24,36.761062928183456,6.589785831960461,33.143,76.49384876014392,26.927279397856594,Bajo-medio
Nicoya            ,50201,42261,87,49,38,21.88621952600549,14.168039538714991,75.681,111.73525906472048,40.9508897047912,Alto-medio
Nicoya            ,50201,42362,123,66,57,21.283259092955902,20.098846787479406,74.286,115.6681058804353,42.515886981114484,Alto-medio
Nicoya            ,50201,42363,19,13,6,23.539481865232432,2.9654036243822075,73.289,99.79388548961464,36.199060305810995,Medio
Nicoya            ,50201,42373,49,23,26,24.887968732188366,7.907742998352553,74.729,107.52471173054091,39.27538709342811,Medio
Nicoya            ,50201,42423,28,13,15,24.325216161529813,4.448105436573312,51.473,80.24632159810312,28.42050047817366,Bajo-medio
Nicoya            ,50201,42449,51,26,25,20.922061054577682,8.237232289950576,70.533,99.69229334452825,36.15863375532326,Medio
Nicoya            ,50201,42453,54,20,34,18.85414604597537,8.731466227347612,65.345,92.93061227332298,33.467958792464444,Bajo-medio
Nicoya            ,50201,42463,19,9,10,23.454629658908406,2.9654036243822075,70.756,97.17603328329062,35.15733868158107,Bajo-medio
Nicoya            ,50201,42488,53,30,23,19.624078630965776,8.5667215815486,72.979,101.16980021251437,36.74657789159315,Medio
Nicoya            ,50201,42494,49,26,23,16.959422763881033,7.907742998352553,75.144,100.01116576223359,36.28552261944312,Medio
Nicoya            ,50201,42507,176,83,93,44.54365499610749,28.83031301482702,74.928,148.3019680109345,55.501875946173584,Alto
Nicoya            ,50201,42508,67,25,42,20.2187281113047,10.873146622734762,75.821,106.91287473403946,39.03191886851466,Medio
Nicoya            ,50201,42512,55,31,24,34.238731969882636,8.896210873146623,74.094,117.22894284302924,43.13699065224748,Alto-medio
Nicoya            ,50201,42521,19,10,9,23.940049273393566,2.9654036243822075,75.088,101.99345289777577,37.07433390891877,Medio
Nicoya            ,50201,42617,68,44,24,43.50763585779935,11.037891268533773,52.618,107.16352712633312,39.13166094585061,Medio
Nicoya            ,50201,42636,19,9,10,25.520348100979295,2.9654036243822075,75.996,104.4817517253615,38.064502372203364,Medio
Nicoya            ,50201,42648,64,27,37,34.2505205403397,10.378912685337728,75.313,119.94243322567743,44.21676956486755,Alto-medio
Nicoya            ,50201,42660,7,4,3,34.837330234395104,0.9884678747940692,57.598,93.42379810918916,33.66421217481529,Bajo-medio
Nicoya            ,50201,42682,41,22,19,26.956486341260444,6.589785831960461,56.213,89.75927217322091,32.20598779498677,Bajo-medio
Nicoya            ,50201,42709,35,16,19,26.47319454131742,5.601317957166392,69.756,101.83051249848381,37.00949505476457,Medio
Nicoya            ,50201,42712,22,13,9,29.244696693644705,3.459637561779242,73.5,106.20433425542394,38.749969438201916,Medio
Nicoya            ,50201,42717,57,29,28,17.085544162289672,9.225700164744646,74.948,101.25924432703431,36.782170377689354,Medio
Nicoya            ,50201,42742,28,14,14,27.097716747488683,4.448105436573312,64.099,95.644822184062,34.54802402681407,Bajo-medio
Nicoya            ,50201,42757,129,66,63,27.568914701160992,21.087314662273478,71.91,120.56622936343447,44.464996689471,Alto-medio
Nicoya            ,50201,42783,31,13,18,16.85333438537029,4.942339373970346,75.875,97.67067375934063,35.35417090873121,Bajo-medio
Nicoya            ,50201,42792,17,9,8,29.507330650528317,2.6359143327841847,59.712,91.8552449833125,33.04003801172393,Bajo-medio
Nicoya            ,50201,42824,94,41,53,32.43856534354776,15.32125205930807,75.907,123.66681740285583,45.69881332766442,Alto-medio
Nicoya            ,50201,42937,64,33,31,42.71486920120818,10.378912685337728,58.535,111.62878188654591,40.9085192536544,Alto-medio
Nicoya            ,50201,42968,64,29,35,24.85463041906875,10.378912685337728,75.67,110.90354310440648,40.619925069360974,Alto-medio
Nicoya            ,50201,42988,46,25,21,17.635241133253007,7.413509060955518,70.345,95.39375019420852,34.4481149790699,Bajo-medio
Nicoya            ,50201,42998,81,41,40,25.45893399949365,13.179571663920923,75.613,114.25150566341458,41.95217942138502,Alto-medio
Nicoya            ,50201,43030,71,37,34,21.087456418957593,11.532125205930807,75.46,108.07958162488839,39.496186406001826,Medio
Nicoya            ,50201,43036,43,24,19,16.015005766909397,6.919275123558484,68.836,91.77028089046789,33.00622826013234,Bajo-medio
Nicoya            ,50201,43111,70,32,38,32.4466727250707,11.367380560131796,75.645,119.45905328520249,44.024418241330146,Alto-medio
Nicoya            ,50201,43143,52,24,28,26.08596495908404,8.40197693574959,74.143,108.63094189483363,39.71558913414503,Medio
Nicoya            ,50201,43184,87,36,51,29.732510903256443,14.168039538714991,75.699,119.59955044197143,44.08032625859539,Alto-medio
Nicoya            ,50201,43233,9,5,4,23.031215572074306,1.3179571663920924,75.437,99.78617273846639,36.19599117164291,Medio
Nicoya            ,50201,43242,95,51,44,23.135916706995026,15.485996705107082,74.585,113.2069134121021,41.536504948217086,Alto-medio
Nicoya            ,50201,43253,41,17,24,24.67078147444546,6.589785831960461,75.413,106.67356730640591,38.93669129164745,Medio
Nicoya            ,50201,43263,77,33,44,19.13610464247622,12.520593080724876,73.2,104.8566977232011,38.21370458954949,Medio
Nicoya            ,50201,43289,76,37,39,20.68382081496472,12.355848434925864,75.129,108.16866924989058,39.531637034265664,Medio
Nicoya            ,50201,43300,100,58,42,56.05076408017803,16.30971993410214,69.068,141.42848401428017,52.76671125818395,Alto
Nicoya            ,50201,43319,59,27,32,15.749790602130204,9.555189456342669,75.947,101.25198005847287,36.77927970814491,Medio
Nicoya            ,50201,43323,25,12,13,23.272088066954566,3.9538714991762767,72.444,99.66995956613084,36.149746477481095,Bajo-medio
Nicoya            ,50201,43338,80,37,43,19.25016090646369,13.01482701812191,70.559,102.8239879245856,37.40482861561693,Medio
Nicoya            ,50201,43344,38,17,21,23.269404609626392,6.095551894563426,65.97,95.33495650418982,34.42471921283344,Bajo-medio
Nicoya            ,50201,43366,11,5,6,28.618148692948687,1.6474464579901154,63.275,93.5405951509388,33.710689208065205,Bajo-medio
Nicoya            ,50201,43383,148,74,74,39.86555932569921,24.217462932454694,60.228,124.31102225815391,45.95516169086719,Alto-medio
Nicoya            ,50201,43400,8,4,4,28.23717517337736,1.1532125205930808,73.86,103.25038769397044,37.57450582629437,Medio
Nicoya            ,50201,43414,63,29,34,21.495433255470058,10.214168039538714,71.003,102.71260129500877,37.36050454705417,Medio
Nicoya            ,50201,43422,63,30,33,29.370484770212645,10.214168039538714,74.306,113.89065280975136,41.80858528726317,Alto-medio
Nicoya            ,50201,43444,70,35,35,26.29222039974206,11.367380560131796,70.715,108.37460095987386,39.613583415687046,Medio
Nicoya            ,50201,43453,93,43,50,35.48936349952242,15.15650741350906,75.644,126.28987091303148,46.742604706131566,Alto-medio
Nicoya            ,50201,43495,74,35,39,38.64696366238605,12.026359143327841,75.056,125.72932280571389,46.519545862930535,Alto-medio
Nicoya            ,50201,43530,38,19,19,42.03317440122258,6.095551894563426,40.889,89.01772629578602,31.91090453015754,Bajo-medio
Nicoya            ,50201,43561,55,29,26,21.025869667716858,8.896210873146623,76.004,105.9260805408635,38.639243969904015,Medio
Nicoya            ,50201,43608,126,59,67,24.41240069019454,20.59308072487644,75.094,120.09948141507098,44.27926373262163,Alto-medio
Nicoya            ,50201,43610,103,46,57,23.227642627821346,16.80395387149918,71.638,111.66959649932053,40.924760607772555,Alto-medio
Nicoya            ,50201,43663,67,33,34,15.893269640982016,10.873146622734762,53.865,80.63141626371677,28.573741153707687,Bajo-medio
Nicoya            ,50201,43678,449,223,226,85.96166853059587,73.80560131795717,57.201,216.96826984855304,82.826249456392,Alto
Nicoya            ,50201,43692,93,43,50,30.801810915575185,15.15650741350906,75.644,121.60231832908426,44.877287451163376,Alto-medio
Nicoya            ,50201,43694,57,29,28,16.970967847519926,9.225700164744646,75.43,101.62666801226459,36.92837924205305,Medio
Nicoya            ,50201,43706,80,39,41,18.38466911905764,13.01482701812191,75.174,106.57349613717956,38.896869982906935,Medio
Nicoya            ,50201,43768,17,8,9,37.23035638072288,2.6359143327841847,47.888,87.75427071350705,31.40813779713323,Bajo-medio
Nicoya            ,50201,43792,79,38,41,33.722529368416396,12.850082372322898,75.454,122.02661174073928,45.04612647915419,Alto-medio
Nicoya            ,50201,43797,54,25,29,27.756698675379344,8.731466227347612,55.989,92.47716490272695,33.28751853298036,Bajo-medio
Nicoya            ,50201,43864,112,56,56,24.40907415238292,18.28665568369028,66.783,109.4787298360732,40.05294929107718,Medio
Nicoya            ,50201,43871,25,12,13,22.868354651434995,3.9538714991762767,66.722,93.54422615061127,33.7121340913429,Bajo-medio
Nicoya            ,50201,43896,76,34,42,19.816911521841984,12.355848434925864,75.654,107.82675995676784,39.395581108988175,Medio
Nicoya            ,50201,43955,62,22,40,19.923524050963014,10.049423393739703,73.621,103.5939474447027,37.711218517976604,Medio
Nicoya            ,50201,44003,105,37,68,20.723311821840657,17.1334431630972,67.624,105.48075498493785,38.46203562318784,Medio
Nicoya            ,50201,44018,27,15,12,20.37586731336939,4.2833607907743,66.796,91.4552281041437,32.880859341484076,Bajo-medio
Nicoya            ,50201,44053,29,15,14,16.123320626800314,4.612850082372323,75.768,96.50417070917264,34.88998448554253,Bajo-medio
Nicoya            ,50201,44110,64,32,32,31.71418033779581,10.378912685337728,54.548,96.64109302313354,34.94446996602461,Bajo-medio
Nicoya            ,50201,44113,54,28,26,35.763666202318824,8.731466227347612,62.896,107.39113242966644,39.22223189775498,Medio
Nicoya            ,50201,44269,62,33,29,26.39239465150499,10.049423393739703,72.381,108.8228180452447,39.791942388379304,Medio
Nicoya            ,50201,44332,26,11,15,17.88475601410625,4.118616144975288,69.189,91.19237215908153,32.776261105813184,Bajo-medio
Nicoya            ,50201,44345,41,20,21,22.661792835030063,6.589785831960461,74.404,103.65557866699052,37.73574342309915,Medio
Nicoya            ,50201,44403,15,6,9,31.859056442113705,2.3064250411861615,68.754,102.91948148329988,37.44282835633835,Medio
Nicoya            ,50201,44409,55,28,27,26.171212932713605,8.896210873146623,74.319,109.38642380586023,40.01621796320184,Medio
Nicoya            ,50201,44443,58,23,35,19.607734968281584,9.390444810543658,75.681,104.67917977882524,38.143064894574174,Medio
Nicoya            ,50201,44445,69,30,39,15.509752291641272,11.202635914332784,70.946,97.65838820597406,35.34928211990781,Bajo-medio
Nicoya            ,50201,44467,60,25,35,25.680412680680032,9.71993410214168,75.179,110.57934678282172,40.49091766478908,Alto-medio
Nicoya            ,50201,44472,46,19,27,25.45824055268424,7.413509060955518,75.454,108.32574961363974,39.59414400515734,Medio
Nicoya            ,50201,44505,50,23,27,17.80412610329544,8.072487644151565,76.02,101.896613747447,37.035798717082564,Medio
