DISTRITO,COD_DIST,UGM,P10_Mean,P10_Dstdev,AMENAZA_SECA_NORMALIZACION_BASE_100,CATEGORIA_AMENAZA_SECA
Nosara            ,50206,25709,1939.77,5.314,7.229,Bajo
Nosara            ,50206,26673,1918.545,2.857,8.994,Bajo
Nosara            ,50206,26780,1943.995,3.086,6.877,Bajo
Nosara            ,50206,26862,1910.055,18.163,9.7,Bajo
Nosara            ,50206,27416,1932.712,1.569,7.816,Bajo
Nosara            ,50206,27479,1757.142,82.975,22.419,Bajo
Nosara            ,50206,27639,1988.665,29.684,3.162,Bajo
Nosara            ,50206,28441,1901.102,8.883,10.445,Bajo
Nosara            ,50206,28790,1979.991,10.951,3.883,Bajo
Nosara            ,50206,29057,1956.353,1.449,5.849,Bajo
Nosara            ,50206,29131,1933.717,6.818,7.732,Bajo
Nosara            ,50206,31147,1862.949,27.29,13.618,Bajo
Nosara            ,50206,31994,1972.501,3.546,4.506,Bajo
Nosara            ,50206,32992,1950.927,14.497,6.301,Bajo
Nosara            ,50206,33154,1979.743,1.466,3.904,Bajo
Nosara            ,50206,33330,1959.429,2.452,5.593,Bajo
Nosara            ,50206,33734,1959.176,51.367,5.615,Bajo
Nosara            ,50206,33735,1950.954,1.47,6.298,Bajo
Nosara            ,50206,33807,1917.246,7.601,9.102,Bajo
Nosara            ,50206,34021,1963.736,4.274,5.235,Bajo
Nosara            ,50206,34398,1994.689,2.064,2.661,Bajo
Nosara            ,50206,35302,1880.474,8.728,12.161,Bajo
Nosara            ,50206,35363,1767.312,145.75,21.573,Bajo
Nosara            ,50206,36667,1976.192,1.659,4.199,Bajo
Nosara            ,50206,36735,1966.445,4.09,5.01,Bajo
Nosara            ,50206,37614,1859.859,36.192,13.875,Bajo
Nosara            ,50206,37789,1900.782,7.256,10.471,Bajo
Nosara            ,50206,37974,1982.974,11.296,3.635,Bajo
Nosara            ,50206,70747,1955.253,3.338,5.941,Bajo
Nosara            ,50206,70748,1955.886,3.795,5.888,Bajo
Nosara            ,50206,70749,1958.063,2.756,5.707,Bajo
Nosara            ,50206,70750,1946.846,3.026,6.64,Bajo
Nosara            ,50206,70751,1952.697,6.42,6.153,Bajo
Nosara            ,50206,70752,1747.985,67.357,23.18,Bajo Medio
Nosara            ,50206,70753,1897.732,27.817,10.725,Bajo
Belén de Nosarita ,50207,48123,1357.036,14.075,55.697,Bajo Medio
Belén de Nosarita ,50207,48131,1369.367,9.635,54.672,Bajo Medio
Belén de Nosarita ,50207,48139,1346.683,21.923,56.558,Bajo Medio
Belén de Nosarita ,50207,48147,1398.967,2.943,52.21,Bajo Medio
Belén de Nosarita ,50207,48155,1393.566,4.69,52.659,Bajo Medio
Belén de Nosarita ,50207,48163,1389.349,5.934,53.01,Bajo Medio
Belén de Nosarita ,50207,48171,1369.694,8.879,54.644,Bajo Medio
Belén de Nosarita ,50207,48179,1397.267,1.274,52.351,Bajo Medio
Belén de Nosarita ,50207,48187,1397.049,1.235,52.369,Bajo Medio
Belén de Nosarita ,50207,48195,1397.379,1.389,52.342,Bajo Medio
Belén de Nosarita ,50207,48203,1418.15,10.076,50.614,Bajo Medio
Belén de Nosarita ,50207,48211,1235.262,10.395,65.826,Medio
Belén de Nosarita ,50207,48234,1187.173,10.122,69.826,Medio
Belén de Nosarita ,50207,48241,1204.962,17.651,68.346,Medio
Belén de Nosarita ,50207,48248,1263.543,9.875,63.474,Bajo Medio
Belén de Nosarita ,50207,48255,1281.743,14.83,61.96,Bajo Medio
Belén de Nosarita ,50207,48336,1485.894,27.554,44.98,Bajo Medio
Belén de Nosarita ,50207,48340,1517.162,24.147,42.379,Bajo Medio
Belén de Nosarita ,50207,48344,1604.009,32.382,35.155,Bajo Medio
Belén de Nosarita ,50207,48348,1302.915,3.186,60.199,Bajo Medio
Belén de Nosarita ,50207,48352,1303.456,6.393,60.154,Bajo Medio
Belén de Nosarita ,50207,48356,1283.569,30.618,61.808,Bajo Medio
Belén de Nosarita ,50207,48364,1326.486,27.564,58.238,Bajo Medio
Belén de Nosarita ,50207,48368,1342.509,17.459,56.906,Bajo Medio
Belén de Nosarita ,50207,48372,1367.108,2.486,54.86,Bajo Medio
Belén de Nosarita ,50207,48380,1453.038,19.596,47.712,Bajo Medio
Belén de Nosarita ,50207,48384,1413.36,22.474,51.013,Bajo Medio
Belén de Nosarita ,50207,48392,1478.714,21.626,45.577,Bajo Medio
Belén de Nosarita ,50207,48396,1416.08,11.825,50.786,Bajo Medio
Belén de Nosarita ,50207,49319,1389.396,5.846,53.006,Bajo Medio
Belén de Nosarita ,50207,49320,1399.719,1.177,52.147,Bajo Medio
Belén de Nosarita ,50207,72789,1410.099,62.431,51.284,Bajo Medio
Belén de Nosarita ,50207,72790,1306.682,34.684,59.885,Bajo Medio
Belén de Nosarita ,50207,72791,1343.398,18.659,56.832,Bajo Medio
Belén de Nosarita ,50207,72792,1480.246,78.414,45.449,Bajo Medio
Belén de Nosarita ,50207,72793,1244.065,38.415,65.094,Medio
