DISTRITO,COD_DIST,UGM,P90_Mean,P90_Dstdev,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,CATEGORIA_AMENAZA_LLUVIOSA
Nicoya            ,50201,39729,2144.067,39.41,8.166,Medio
Nicoya            ,50201,39752,2772.052,22.29,38.042,Alto Medio
Nicoya            ,50201,39786,2006.735,8.715,1.632,Bajo Medio
Nicoya            ,50201,39835,2302.427,8.194,15.7,Medio
Nicoya            ,50201,39836,2924.784,14.061,45.309,Alto Medio
Nicoya            ,50201,39865,2073.023,0.0,4.786,Bajo Medio
Nicoya            ,50201,39941,2135.395,47.403,7.753,Medio
Nicoya            ,50201,39970,1985.934,0.413,0.643,Bajo
Nicoya            ,50201,40023,2004.234,6.212,1.513,Bajo Medio
Nicoya            ,50201,40028,2504.236,42.158,25.301,Medio
Nicoya            ,50201,40055,1994.425,7.579,1.047,Bajo
Nicoya            ,50201,40077,2284.544,36.958,14.849,Medio
Nicoya            ,50201,40094,2129.729,11.092,7.484,Medio
Nicoya            ,50201,40194,2363.752,44.072,18.617,Medio
Nicoya            ,50201,40223,2445.59,18.252,22.511,Medio
Nicoya            ,50201,40257,2006.741,9.478,1.632,Bajo Medio
Nicoya            ,50201,40262,2284.926,56.904,14.867,Medio
Nicoya            ,50201,40288,2108.732,12.876,6.485,Medio
Nicoya            ,50201,40294,2156.11,47.65,8.739,Medio
Nicoya            ,50201,40305,2269.405,38.709,14.129,Medio
Nicoya            ,50201,40319,3463.794,56.161,70.952,Alto Medio
Nicoya            ,50201,40320,2689.42,30.744,34.111,Alto Medio
Nicoya            ,50201,40356,1986.72,2.212,0.68,Bajo
Nicoya            ,50201,40362,2366.47,0.0,18.747,Medio
Nicoya            ,50201,40391,2733.742,29.54,36.22,Alto Medio
Nicoya            ,50201,40397,2019.748,8.722,2.251,Bajo Medio
Nicoya            ,50201,40405,2376.238,37.128,19.211,Medio
Nicoya            ,50201,40413,1983.765,0.134,0.539,Bajo
Nicoya            ,50201,40484,2398.788,37.059,20.284,Medio
Nicoya            ,50201,40490,2069.023,22.698,4.596,Bajo Medio
Nicoya            ,50201,40513,1995.788,0.0,1.111,Bajo
Nicoya            ,50201,40556,2525.005,16.443,26.289,Medio
Nicoya            ,50201,40609,2173.972,37.061,9.589,Medio
Nicoya            ,50201,40637,2280.91,0.0,14.676,Medio
Nicoya            ,50201,40638,1983.806,7.63,0.541,Bajo
Nicoya            ,50201,40642,1983.271,0.397,0.516,Bajo
Nicoya            ,50201,40670,1994.538,2.542,1.052,Bajo
Nicoya            ,50201,40712,2198.944,14.78,10.777,Medio
Nicoya            ,50201,40725,3360.482,58.02,66.037,Alto Medio
Nicoya            ,50201,40732,2169.848,34.873,9.392,Medio
Nicoya            ,50201,40772,2036.869,11.566,3.066,Bajo Medio
Nicoya            ,50201,40786,2237.022,42.839,12.588,Medio
Nicoya            ,50201,40790,2000.056,2.589,1.314,Bajo
Nicoya            ,50201,40804,2026.391,0.0,2.567,Bajo Medio
Nicoya            ,50201,41017,1974.82,3.327,0.114,Bajo
Nicoya            ,50201,41058,1983.068,0.077,0.506,Bajo
Nicoya            ,50201,41133,2110.267,31.469,6.558,Medio
Nicoya            ,50201,41237,2008.249,20.443,1.704,Bajo Medio
Nicoya            ,50201,41268,1984.11,3.026,0.556,Bajo
Nicoya            ,50201,41347,2092.086,14.743,5.693,Bajo Medio
Nicoya            ,50201,41373,2056.989,6.618,4.023,Bajo Medio
Nicoya            ,50201,41381,2109.765,13.32,6.534,Medio
Nicoya            ,50201,41398,2340.808,107.01,17.526,Medio
Nicoya            ,50201,41430,1998.193,4.285,1.226,Bajo
Nicoya            ,50201,41444,2134.222,3.205,7.697,Medio
Nicoya            ,50201,41468,1996.97,8.028,1.168,Bajo
Nicoya            ,50201,41473,1983.631,0.267,0.533,Bajo
Nicoya            ,50201,41480,2641.974,45.77,31.854,Alto Medio
Nicoya            ,50201,41491,2197.174,42.665,10.692,Medio
Nicoya            ,50201,41496,1992.199,8.007,0.941,Bajo
Nicoya            ,50201,41534,2156.142,3.929,8.74,Medio
Nicoya            ,50201,41535,2141.417,41.521,8.04,Medio
Nicoya            ,50201,41538,1997.096,0.51,1.174,Bajo
Nicoya            ,50201,41553,2526.809,12.375,26.375,Medio
Nicoya            ,50201,41593,2060.993,15.093,4.214,Bajo Medio
Nicoya            ,50201,41608,2035.584,33.182,3.005,Bajo Medio
Nicoya            ,50201,41616,2031.272,10.314,2.8,Bajo Medio
Nicoya            ,50201,41618,1974.626,5.048,0.105,Bajo
Nicoya            ,50201,41649,2399.191,2.069,20.303,Medio
Nicoya            ,50201,41681,2760.141,13.852,37.476,Alto Medio
Nicoya            ,50201,41697,2834.628,4.402,41.019,Alto Medio
Nicoya            ,50201,41714,1992.358,3.79,0.948,Bajo
Nicoya            ,50201,41715,2676.694,15.845,33.506,Alto Medio
Nicoya            ,50201,41717,2184.201,34.453,10.075,Medio
Nicoya            ,50201,41727,2177.184,5.605,9.741,Medio
Nicoya            ,50201,41731,3116.892,65.343,54.448,Alto Medio
Nicoya            ,50201,41747,1987.376,3.774,0.711,Bajo
Nicoya            ,50201,41757,2008.198,8.942,1.702,Bajo Medio
Nicoya            ,50201,41798,1989.111,4.46,0.794,Bajo
Nicoya            ,50201,41802,2253.256,45.299,13.36,Medio
Nicoya            ,50201,41810,2325.626,46.352,16.804,Medio
Nicoya            ,50201,41819,1982.59,0.0,0.484,Bajo
Nicoya            ,50201,41986,2165.26,5.037,9.174,Medio
Nicoya            ,50201,42001,2168.881,9.491,9.346,Medio
Nicoya            ,50201,42010,2224.274,27.477,11.982,Medio
Nicoya            ,50201,42046,2030.793,10.11,2.777,Bajo Medio
Nicoya            ,50201,42099,2140.713,5.387,8.006,Medio
Nicoya            ,50201,42112,2418.415,68.446,21.218,Medio
Nicoya            ,50201,42113,2198.857,9.284,10.772,Medio
Nicoya            ,50201,42136,2467.785,22.602,23.567,Medio
Nicoya            ,50201,42150,2127.705,18.857,7.387,Medio
Nicoya            ,50201,42159,2013.028,9.993,1.932,Bajo Medio
Nicoya            ,50201,42209,1982.334,0.0,0.471,Bajo
Nicoya            ,50201,42217,1983.174,12.291,0.511,Bajo
Nicoya            ,50201,42241,3494.089,35.211,72.393,Alto Medio
Nicoya            ,50201,42261,1985.058,2.177,0.601,Bajo
Nicoya            ,50201,42362,2057.273,25.22,4.037,Bajo Medio
Nicoya            ,50201,42363,2096.719,16.756,5.913,Bajo Medio
Nicoya            ,50201,42373,2030.461,10.626,2.761,Bajo Medio
Nicoya            ,50201,42423,3080.628,13.718,52.723,Alto Medio
Nicoya            ,50201,42449,2231.112,8.928,12.307,Medio
Nicoya            ,50201,42453,2460.7,27.333,23.23,Medio
Nicoya            ,50201,42463,2133.312,3.734,7.654,Medio
Nicoya            ,50201,42488,2109.419,12.238,6.517,Medio
Nicoya            ,50201,42494,2024.23,23.888,2.465,Bajo Medio
Nicoya            ,50201,42507,2024.325,7.778,2.469,Bajo Medio
Nicoya            ,50201,42508,1981.551,1.678,0.434,Bajo
Nicoya            ,50201,42512,2071.58,0.0,4.717,Bajo Medio
Nicoya            ,50201,42521,1992.743,1.55,0.967,Bajo
Nicoya            ,50201,42617,2806.946,27.731,39.702,Alto Medio
Nicoya            ,50201,42636,1977.81,4.373,0.256,Bajo
Nicoya            ,50201,42648,1994.247,5.446,1.038,Bajo
Nicoya            ,50201,42660,2820.751,5.032,40.359,Alto Medio
Nicoya            ,50201,42682,2800.041,8.473,39.374,Alto Medio
Nicoya            ,50201,42709,2266.624,49.747,13.996,Medio
Nicoya            ,50201,42712,2097.267,32.046,5.939,Bajo Medio
Nicoya            ,50201,42717,2031.687,14.438,2.819,Bajo Medio
Nicoya            ,50201,42742,2475.549,8.321,23.936,Medio
Nicoya            ,50201,42757,2169.375,46.436,9.37,Medio
Nicoya            ,50201,42783,1983.066,0.0,0.506,Bajo
Nicoya            ,50201,42792,2554.878,7.542,27.71,Medio
Nicoya            ,50201,42824,1983.037,6.896,0.505,Bajo
Nicoya            ,50201,42937,2605.32,34.154,30.11,Alto Medio
Nicoya            ,50201,42968,1982.889,0.268,0.498,Bajo
Nicoya            ,50201,42988,2148.62,3.146,8.382,Medio
Nicoya            ,50201,42998,1984.637,1.253,0.581,Bajo
Nicoya            ,50201,43030,1996.446,0.533,1.143,Bajo
Nicoya            ,50201,43036,2307.554,5.844,15.944,Medio
Nicoya            ,50201,43111,1982.59,0.0,0.484,Bajo
Nicoya            ,50201,43143,2054.221,11.603,3.891,Bajo Medio
Nicoya            ,50201,43184,1983.722,1.468,0.537,Bajo
Nicoya            ,50201,43233,1995.788,0.0,1.111,Bajo
Nicoya            ,50201,43242,2035.701,12.303,3.01,Bajo Medio
Nicoya            ,50201,43253,1994.396,0.985,1.045,Bajo
Nicoya            ,50201,43263,2112.329,36.91,6.656,Medio
Nicoya            ,50201,43289,2024.793,28.797,2.491,Bajo Medio
Nicoya            ,50201,43300,2205.989,42.883,11.112,Medio
Nicoya            ,50201,43319,1979.945,4.407,0.358,Bajo
Nicoya            ,50201,43323,2145.291,43.78,8.224,Medio
Nicoya            ,50201,43338,2139.71,5.39,7.958,Medio
Nicoya            ,50201,43344,2408.463,9.765,20.744,Medio
Nicoya            ,50201,43366,2430.372,28.63,21.787,Medio
Nicoya            ,50201,43383,2687.287,33.093,34.01,Alto Medio
Nicoya            ,50201,43400,2073.023,0.0,4.786,Bajo Medio
Nicoya            ,50201,43414,2211.112,9.223,11.355,Medio
Nicoya            ,50201,43422,2045.264,8.243,3.465,Bajo Medio
Nicoya            ,50201,43444,2223.45,0.0,11.942,Medio
Nicoya            ,50201,43453,1985.43,3.561,0.619,Bajo
Nicoya            ,50201,43495,2016.833,0.0,2.113,Bajo Medio
Nicoya            ,50201,43530,3190.07,21.453,57.93,Alto Medio
Nicoya            ,50201,43561,1976.504,3.161,0.194,Bajo
Nicoya            ,50201,43608,2004.822,6.061,1.541,Bajo Medio
Nicoya            ,50201,43610,2180.411,44.127,9.895,Medio
Nicoya            ,50201,43663,3034.377,7.47,50.522,Alto Medio
Nicoya            ,50201,43678,2809.517,110.844,39.825,Alto Medio
Nicoya            ,50201,43692,1983.298,0.473,0.517,Bajo
Nicoya            ,50201,43694,1993.445,3.364,1.0,Bajo
Nicoya            ,50201,43706,2008.638,8.853,1.723,Bajo Medio
Nicoya            ,50201,43768,3079.065,40.492,52.649,Alto Medio
Nicoya            ,50201,43792,1996.284,5.805,1.135,Bajo
Nicoya            ,50201,43797,2808.609,3.142,39.782,Alto Medio
Nicoya            ,50201,43864,2397.9,1.617,20.242,Medio
Nicoya            ,50201,43871,2401.259,48.126,20.402,Medio
Nicoya            ,50201,43896,1989.819,4.645,0.827,Bajo
Nicoya            ,50201,43955,2088.315,22.146,5.513,Bajo Medio
Nicoya            ,50201,44003,2360.599,47.862,18.467,Medio
Nicoya            ,50201,44018,2397.487,1.669,20.222,Medio
Nicoya            ,50201,44053,1983.706,2.239,0.537,Bajo
Nicoya            ,50201,44110,2970.868,11.532,47.501,Alto Medio
Nicoya            ,50201,44113,2434.82,54.973,21.998,Medio
Nicoya            ,50201,44269,2148.793,48.073,8.391,Medio
Nicoya            ,50201,44332,2290.984,37.92,15.155,Medio
Nicoya            ,50201,44345,2058.266,34.802,4.084,Bajo Medio
Nicoya            ,50201,44403,2293.093,48.924,15.256,Medio
Nicoya            ,50201,44409,2044.573,0.0,3.432,Bajo Medio
Nicoya            ,50201,44443,1991.337,6.637,0.9,Bajo
Nicoya            ,50201,44445,2211.938,0.0,11.395,Medio
Nicoya            ,50201,44467,1990.054,2.128,0.839,Bajo
Nicoya            ,50201,44472,2003.889,13.359,1.497,Bajo Medio
Nicoya            ,50201,44505,1976.446,6.194,0.191,Bajo
Nicoya            ,50201,44540,2016.761,4.223,2.109,Bajo Medio
Nicoya            ,50201,44559,2031.352,19.228,2.803,Bajo Medio
Nicoya            ,50201,44573,2082.948,33.501,5.258,Bajo Medio
Nicoya            ,50201,44611,2226.459,10.413,12.086,Medio
Nicoya            ,50201,44672,3012.781,1.343,49.495,Alto Medio
Nicoya            ,50201,44710,1992.955,1.874,0.977,Bajo
Nicoya            ,50201,44750,2426.804,42.505,21.617,Medio
Nicoya            ,50201,44755,3020.953,4.561,49.884,Alto Medio
Nicoya            ,50201,44756,2174.848,6.148,9.63,Medio
Nicoya            ,50201,44771,2201.088,21.753,10.879,Medio
Nicoya            ,50201,44772,2434.694,59.357,21.992,Medio
Nicoya            ,50201,44778,2011.441,9.505,1.856,Bajo Medio
Nicoya            ,50201,44782,2031.493,11.023,2.81,Bajo Medio
Nicoya            ,50201,44792,2297.324,74.052,15.457,Medio
Nicoya            ,50201,44803,2115.939,14.804,6.828,Medio
Nicoya            ,50201,44833,2015.102,8.778,2.03,Bajo Medio
Nicoya            ,50201,44919,1999.617,5.205,1.294,Bajo
Nicoya            ,50201,44920,1972.881,5.506,0.022,Bajo
Nicoya            ,50201,44946,2116.919,0.0,6.874,Medio
Nicoya            ,50201,44953,1974.433,0.439,0.095,Bajo
Nicoya            ,50201,44981,2374.086,28.555,19.109,Medio
Nicoya            ,50201,44984,2026.815,9.981,2.587,Bajo Medio
Nicoya            ,50201,44990,2829.74,2.965,40.787,Alto Medio
Nicoya            ,50201,45053,2005.298,22.798,1.564,Bajo Medio
Nicoya            ,50201,45094,2128.711,1.764,7.435,Medio
Nicoya            ,50201,45112,2973.778,57.087,47.639,Alto Medio
Nicoya            ,50201,45129,3245.893,44.652,60.585,Alto Medio
Nicoya            ,50201,45152,2469.136,0.0,23.631,Medio
Nicoya            ,50201,45161,2654.837,12.068,32.466,Alto Medio
Nicoya            ,50201,45177,1987.517,5.213,0.718,Bajo
Nicoya            ,50201,45183,2280.208,1.097,14.643,Medio
Nicoya            ,50201,45189,2106.209,16.099,6.365,Bajo Medio
Nicoya            ,50201,45201,2372.015,56.757,19.01,Medio
Nicoya            ,50201,45234,2324.716,37.518,16.76,Medio
Nicoya            ,50201,45277,2041.77,24.423,3.299,Bajo Medio
Nicoya            ,50201,45321,1984.009,1.06,0.551,Bajo
Nicoya            ,50201,45325,2075.917,12.417,4.924,Bajo Medio
Nicoya            ,50201,45343,1981.591,1.383,0.436,Bajo
Nicoya            ,50201,45416,1976.309,5.97,0.185,Bajo
Nicoya            ,50201,45430,2023.734,6.995,2.441,Bajo Medio
Nicoya            ,50201,45435,2009.187,19.314,1.749,Bajo Medio
Nicoya            ,50201,45483,1982.845,1.463,0.496,Bajo
Nicoya            ,50201,45507,1992.679,6.528,0.963,Bajo
Nicoya            ,50201,45635,2090.093,23.046,5.598,Bajo Medio
Nicoya            ,50201,45639,1987.319,7.48,0.708,Bajo
Nicoya            ,50201,45640,1983.557,1.674,0.529,Bajo
Nicoya            ,50201,45648,2792.725,9.569,39.026,Alto Medio
Nicoya            ,50201,45654,2252.314,41.622,13.316,Medio
Nicoya            ,50201,45655,1997.759,0.0,1.205,Bajo
Nicoya            ,50201,45686,2292.461,53.741,15.226,Medio
Nicoya            ,50201,45741,2212.06,44.331,11.401,Medio
Nicoya            ,50201,45795,2912.261,4.275,44.713,Alto Medio
Nicoya            ,50201,45801,1987.572,9.87,0.721,Bajo
Nicoya            ,50201,45807,2692.971,28.773,34.28,Alto Medio
Nicoya            ,50201,45835,2050.151,22.624,3.698,Bajo Medio
Nicoya            ,50201,45850,2167.994,0.0,9.304,Medio
Nicoya            ,50201,45866,1989.193,3.965,0.798,Bajo
Nicoya            ,50201,45949,2467.73,41.344,23.564,Medio
Nicoya            ,50201,45952,2245.851,45.739,13.008,Medio
Nicoya            ,50201,49322,2289.668,4.411,15.093,Medio
Nicoya            ,50201,49323,2295.486,6.402,15.37,Medio
Nicoya            ,50201,49324,2297.516,4.338,15.466,Medio
Nicoya            ,50201,49325,2274.092,4.808,14.352,Medio
Nicoya            ,50201,49327,2261.36,4.305,13.746,Medio
Nicoya            ,50201,49329,2281.448,4.708,14.702,Medio
Nicoya            ,50201,49330,2290.679,4.392,15.141,Medio
Nicoya            ,50201,49331,2297.637,1.166,15.472,Medio
Nicoya            ,50201,72534,2152.997,2.726,8.591,Medio
Nicoya            ,50201,72535,2154.85,4.414,8.679,Medio
Nicoya            ,50201,72536,2089.451,18.203,5.567,Bajo Medio
Nicoya            ,50201,72537,2139.773,6.9,7.961,Medio
Nicoya            ,50201,72538,2104.607,15.388,6.288,Bajo Medio
Nicoya            ,50201,72539,2069.047,11.167,4.597,Bajo Medio
Nicoya            ,50201,72540,2056.575,24.878,4.003,Bajo Medio
Nicoya            ,50201,72541,2031.479,11.561,2.809,Bajo Medio
Nicoya            ,50201,72542,1987.393,0.872,0.712,Bajo
Nicoya            ,50201,72543,2000.314,11.595,1.327,Bajo Medio
Nicoya            ,50201,72544,2454.942,68.16,22.956,Medio
Nicoya            ,50201,72545,2225.379,97.702,12.034,Medio
Nicoya            ,50201,72546,1978.079,4.255,0.269,Bajo
Nicoya            ,50201,72547,3451.886,81.287,70.386,Alto Medio
Nicoya            ,50201,72548,2005.537,8.556,1.575,Bajo Medio
Nicoya            ,50201,72549,1980.87,7.866,0.402,Bajo
Nicoya            ,50201,72550,2149.53,30.214,8.426,Medio
Nicoya            ,50201,72551,1976.971,4.626,0.216,Bajo
Nicoya            ,50201,72552,2016.143,28.984,2.08,Bajo Medio
Nicoya            ,50201,72553,2096.689,48.784,5.912,Bajo Medio
Nicoya            ,50201,72554,2376.015,7.207,19.201,Medio
Nicoya            ,50201,72555,2280.799,1.974,14.671,Medio
Nicoya            ,50201,72556,2200.831,6.05,10.866,Medio
Nicoya            ,50201,72557,2157.661,33.207,8.813,Medio
Nicoya            ,50201,72558,2298.387,36.008,15.508,Medio
Nicoya            ,50201,72559,3431.841,80.518,69.432,Alto Medio
Nicoya            ,50201,72560,2560.339,49.108,27.97,Medio
Nicoya            ,50201,72561,2077.54,40.492,5.001,Bajo Medio
Nicoya            ,50201,72562,2241.614,9.113,12.807,Medio
Nicoya            ,50201,72563,2414.342,30.979,21.024,Medio
Nicoya            ,50201,72564,2580.581,23.446,28.933,Medio
Nicoya            ,50201,72565,2712.577,37.155,35.213,Alto Medio
Nicoya            ,50201,72566,2684.463,33.544,33.875,Alto Medio
Nicoya            ,50201,72567,2718.82,30.221,35.51,Alto Medio
Nicoya            ,50201,72568,2846.528,6.304,41.585,Alto Medio
Nicoya            ,50201,72569,2886.022,7.457,43.464,Alto Medio
Nicoya            ,50201,72570,2964.357,20.473,47.191,Alto Medio
Nicoya            ,50201,72571,3005.985,3.464,49.172,Alto Medio
Nicoya            ,50201,72572,3002.32,4.413,48.997,Alto Medio
Nicoya            ,50201,72573,2964.568,34.472,47.201,Alto Medio
Nicoya            ,50201,72574,3025.483,32.928,50.099,Alto Medio
Nicoya            ,50201,72575,3117.74,17.684,54.488,Alto Medio
Nicoya            ,50201,72576,3202.103,29.173,58.502,Alto Medio
Nicoya            ,50201,72577,2893.014,88.858,43.797,Alto Medio
Nicoya            ,50201,72578,2789.64,46.874,38.879,Alto Medio
Nicoya            ,50201,72579,2787.736,32.462,38.788,Alto Medio
Nicoya            ,50201,72580,2578.861,83.267,28.851,Medio
Mansión           ,50202,38623,2402.911,26.204,20.48,Medio
Mansión           ,50202,38923,2479.452,4.066,24.122,Medio
Mansión           ,50202,39110,2471.987,7.817,23.767,Medio
Mansión           ,50202,39272,2456.671,16.059,23.038,Medio
Mansión           ,50202,39291,2524.476,13.864,26.264,Medio
Mansión           ,50202,39391,2685.252,22.529,33.913,Alto Medio
Mansión           ,50202,39488,2564.295,2.065,28.158,Medio
Mansión           ,50202,39571,2566.648,5.647,28.27,Medio
Mansión           ,50202,39609,2451.499,5.028,22.792,Medio
Mansión           ,50202,39701,2402.885,22.484,20.479,Medio
Mansión           ,50202,39757,2443.526,3.564,22.413,Medio
Mansión           ,50202,39990,2676.196,23.088,33.482,Alto Medio
Mansión           ,50202,40367,2487.97,11.962,24.527,Medio
Mansión           ,50202,40486,2492.661,7.348,24.75,Medio
Mansión           ,50202,40656,2424.744,3.077,21.519,Medio
Mansión           ,50202,40814,2456.854,2.368,23.047,Medio
Mansión           ,50202,40896,2446.311,4.66,22.545,Medio
Mansión           ,50202,40899,2659.431,10.604,32.684,Alto Medio
Mansión           ,50202,41091,2517.563,3.95,25.935,Medio
Mansión           ,50202,41106,2256.974,41.503,13.537,Medio
Mansión           ,50202,41114,2649.15,16.464,32.195,Alto Medio
Mansión           ,50202,41178,2321.694,3.377,16.616,Medio
Mansión           ,50202,41190,2664.794,7.485,32.939,Alto Medio
Mansión           ,50202,41197,2644.197,31.236,31.96,Alto Medio
Mansión           ,50202,41390,2660.915,30.828,32.755,Alto Medio
Mansión           ,50202,41547,2553.209,4.704,27.631,Medio
Mansión           ,50202,41552,2443.62,0.916,22.417,Medio
Mansión           ,50202,41638,2505.703,4.632,25.371,Medio
Mansión           ,50202,41639,2456.948,2.619,23.051,Medio
Mansión           ,50202,41705,2456.774,1.313,23.043,Medio
Mansión           ,50202,41728,2345.994,3.806,17.773,Medio
Mansión           ,50202,41744,2687.298,14.957,34.01,Alto Medio
Mansión           ,50202,41852,2568.608,5.133,28.363,Medio
Mansión           ,50202,41981,2429.205,12.608,21.731,Medio
Mansión           ,50202,42020,2564.195,2.006,28.153,Medio
Mansión           ,50202,42263,2432.857,26.301,21.905,Medio
Mansión           ,50202,42553,2444.154,4.606,22.442,Medio
Mansión           ,50202,42714,2519.56,14.708,26.03,Medio
Mansión           ,50202,42801,2313.242,1.378,16.214,Medio
Mansión           ,50202,43133,2636.718,5.859,31.604,Alto Medio
Mansión           ,50202,43509,2518.273,7.741,25.969,Medio
Mansión           ,50202,43545,2487.396,1.93,24.5,Medio
Mansión           ,50202,43576,2382.836,20.765,19.525,Medio
Mansión           ,50202,43624,2634.414,23.654,31.494,Alto Medio
Mansión           ,50202,43845,2317.329,1.97,16.409,Medio
Mansión           ,50202,43959,2521.253,18.631,26.11,Medio
Mansión           ,50202,43993,2511.43,8.316,25.643,Medio
Mansión           ,50202,44119,2615.35,13.116,30.587,Alto Medio
Mansión           ,50202,44125,2494.417,3.022,24.834,Medio
Mansión           ,50202,44168,2421.84,4.095,21.381,Medio
Mansión           ,50202,44200,2460.447,3.873,23.218,Medio
Mansión           ,50202,44545,2429.662,10.068,21.753,Medio
Mansión           ,50202,44589,2379.065,16.247,19.346,Medio
Mansión           ,50202,44677,2384.518,21.817,19.605,Medio
Mansión           ,50202,44966,2409.535,0.551,20.795,Medio
Mansión           ,50202,45079,2437.766,4.9,22.139,Medio
Mansión           ,50202,45125,2354.647,18.56,18.184,Medio
Mansión           ,50202,45196,2515.021,32.485,25.814,Medio
Mansión           ,50202,45278,2619.435,21.185,30.782,Alto Medio
Mansión           ,50202,45311,2586.379,9.499,29.209,Medio
Mansión           ,50202,45440,2354.241,7.172,18.165,Medio
Mansión           ,50202,45486,2699.559,20.123,34.593,Alto Medio
Mansión           ,50202,45803,2531.578,11.384,26.602,Medio
Mansión           ,50202,45957,2444.19,3.229,22.444,Medio
Mansión           ,50202,49317,2476.679,8.62,23.99,Medio
Mansión           ,50202,72240,2584.136,13.617,29.102,Medio
Mansión           ,50202,72241,2743.375,34.448,36.678,Alto Medio
Mansión           ,50202,72242,2636.759,29.53,31.606,Alto Medio
Mansión           ,50202,72243,2571.143,18.298,28.484,Medio
Mansión           ,50202,72244,2596.357,8.886,29.684,Alto Medio
Mansión           ,50202,72245,2585.591,4.714,29.171,Medio
Mansión           ,50202,72246,2407.92,56.386,20.719,Medio
Mansión           ,50202,72247,2484.447,8.466,24.359,Medio
Mansión           ,50202,72248,2436.935,26.461,22.099,Medio
San Antonio       ,50203,153,2078.044,3.15,5.025,Bajo Medio
San Antonio       ,50203,575,2034.362,2.639,2.947,Bajo Medio
San Antonio       ,50203,1104,2100.093,10.723,6.074,Bajo Medio
San Antonio       ,50203,1598,2085.0,0.947,5.356,Bajo Medio
San Antonio       ,50203,1728,2064.992,1.522,4.404,Bajo Medio
San Antonio       ,50203,2065,2081.874,2.536,5.207,Bajo Medio
San Antonio       ,50203,2285,2055.558,1.376,3.955,Bajo Medio
San Antonio       ,50203,2913,2010.79,1.032,1.825,Bajo Medio
San Antonio       ,50203,3586,2119.317,1.031,6.988,Medio
San Antonio       ,50203,3716,2094.663,2.133,5.815,Bajo Medio
San Antonio       ,50203,3892,2087.375,1.824,5.469,Bajo Medio
San Antonio       ,50203,4167,2065.786,8.052,4.442,Bajo Medio
San Antonio       ,50203,4177,2078.879,1.213,5.064,Bajo Medio
San Antonio       ,50203,4242,2012.994,0.142,1.93,Bajo Medio
San Antonio       ,50203,4248,2010.336,1.464,1.804,Bajo Medio
San Antonio       ,50203,4429,2103.366,3.331,6.229,Bajo Medio
San Antonio       ,50203,4472,2024.372,0.971,2.471,Bajo Medio
San Antonio       ,50203,4594,2071.431,4.466,4.71,Bajo Medio
San Antonio       ,50203,4973,2039.176,20.669,3.176,Bajo Medio
