DISTRITO,COD_DIST,UGM,P90_Mean,P90_Dstdev,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,CATEGORIA_AMENAZA_LLUVIOSA
San Antonio       ,50203,5291,2062.274,7.049,4.274,Bajo Medio
San Antonio       ,50203,5361,2008.438,0.883,1.713,Bajo Medio
San Antonio       ,50203,6214,2118.276,2.717,6.939,Medio
San Antonio       ,50203,6835,2050.452,0.78,3.712,Bajo Medio
San Antonio       ,50203,6978,2053.321,1.34,3.849,Bajo Medio
San Antonio       ,50203,7319,2062.645,2.02,4.292,Bajo Medio
San Antonio       ,50203,8003,2086.784,3.234,5.441,Bajo Medio
San Antonio       ,50203,8997,2022.695,1.058,2.392,Bajo Medio
San Antonio       ,50203,9023,2119.885,39.63,7.015,Medio
San Antonio       ,50203,9779,2027.777,0.922,2.633,Bajo Medio
San Antonio       ,50203,10304,2093.973,5.04,5.783,Bajo Medio
San Antonio       ,50203,10895,2099.711,1.381,6.056,Bajo Medio
San Antonio       ,50203,10951,2034.014,3.139,2.93,Bajo Medio
San Antonio       ,50203,11266,2087.425,4.296,5.471,Bajo Medio
San Antonio       ,50203,12062,2138.718,10.973,7.911,Medio
San Antonio       ,50203,12187,2197.042,4.388,10.686,Medio
San Antonio       ,50203,12320,2114.83,5.724,6.775,Medio
San Antonio       ,50203,12501,2103.278,2.286,6.225,Bajo Medio
San Antonio       ,50203,13150,2087.223,5.94,5.461,Bajo Medio
San Antonio       ,50203,13796,2122.382,7.94,7.134,Medio
San Antonio       ,50203,13987,2027.231,0.511,2.607,Bajo Medio
San Antonio       ,50203,14315,2100.508,16.259,6.093,Bajo Medio
San Antonio       ,50203,15962,2045.85,4.487,3.493,Bajo Medio
San Antonio       ,50203,16376,2133.57,13.146,7.666,Medio
San Antonio       ,50203,16700,2009.678,1.843,1.772,Bajo Medio
San Antonio       ,50203,17140,2029.445,0.297,2.713,Bajo Medio
San Antonio       ,50203,17349,2094.18,1.497,5.792,Bajo Medio
San Antonio       ,50203,17523,2122.42,3.56,7.136,Medio
San Antonio       ,50203,17527,2098.619,5.118,6.004,Bajo Medio
San Antonio       ,50203,17620,2048.509,11.145,3.62,Bajo Medio
San Antonio       ,50203,17726,2094.489,1.403,5.807,Bajo Medio
San Antonio       ,50203,17982,2018.437,2.521,2.189,Bajo Medio
San Antonio       ,50203,18504,2099.077,4.674,6.025,Bajo Medio
San Antonio       ,50203,19289,2020.021,1.745,2.264,Bajo Medio
San Antonio       ,50203,19375,2105.34,2.367,6.323,Bajo Medio
San Antonio       ,50203,19423,2015.66,3.656,2.057,Bajo Medio
San Antonio       ,50203,19640,2011.243,1.492,1.847,Bajo Medio
San Antonio       ,50203,20143,2122.309,9.837,7.131,Medio
San Antonio       ,50203,20253,2064.967,13.763,4.403,Bajo Medio
San Antonio       ,50203,20304,2030.173,5.398,2.747,Bajo Medio
San Antonio       ,50203,21358,2049.485,0.512,3.666,Bajo Medio
San Antonio       ,50203,22655,2024.636,1.249,2.484,Bajo Medio
San Antonio       ,50203,23499,2095.029,3.258,5.833,Bajo Medio
San Antonio       ,50203,23990,2158.355,3.17,8.846,Medio
San Antonio       ,50203,24227,2111.713,2.723,6.627,Medio
San Antonio       ,50203,24274,2029.501,0.368,2.715,Bajo Medio
San Antonio       ,50203,24614,2101.344,2.207,6.133,Bajo Medio
San Antonio       ,50203,25185,2075.568,5.61,4.907,Bajo Medio
San Antonio       ,50203,25427,2145.825,10.773,8.249,Medio
San Antonio       ,50203,26295,2008.978,10.907,1.739,Bajo Medio
San Antonio       ,50203,26490,2044.314,1.961,3.42,Bajo Medio
San Antonio       ,50203,26793,2085.322,2.306,5.371,Bajo Medio
San Antonio       ,50203,26836,2056.879,1.859,4.018,Bajo Medio
San Antonio       ,50203,28273,2028.467,0.83,2.666,Bajo Medio
San Antonio       ,50203,28708,2060.354,2.042,4.183,Bajo Medio
San Antonio       ,50203,29077,2012.392,1.027,1.901,Bajo Medio
San Antonio       ,50203,29132,2119.065,1.943,6.976,Medio
San Antonio       ,50203,29829,2061.157,3.899,4.221,Bajo Medio
San Antonio       ,50203,29885,2135.778,16.433,7.771,Medio
San Antonio       ,50203,29975,2083.813,7.212,5.299,Bajo Medio
San Antonio       ,50203,30543,2032.858,4.716,2.875,Bajo Medio
San Antonio       ,50203,31035,2060.584,2.021,4.194,Bajo Medio
San Antonio       ,50203,31905,2074.78,9.047,4.869,Bajo Medio
San Antonio       ,50203,32255,2053.601,1.028,3.862,Bajo Medio
San Antonio       ,50203,32515,2126.917,16.549,7.35,Medio
San Antonio       ,50203,32705,2095.395,2.264,5.85,Bajo Medio
San Antonio       ,50203,33036,2056.391,2.367,3.995,Bajo Medio
San Antonio       ,50203,33289,2106.277,2.961,6.368,Bajo Medio
San Antonio       ,50203,33370,2076.728,11.281,4.962,Bajo Medio
San Antonio       ,50203,33962,2216.922,13.32,11.632,Medio
San Antonio       ,50203,34141,2025.371,0.422,2.519,Bajo Medio
San Antonio       ,50203,34146,2027.302,0.829,2.611,Bajo Medio
San Antonio       ,50203,34406,2054.879,1.321,3.923,Bajo Medio
San Antonio       ,50203,34425,2016.757,1.782,2.109,Bajo Medio
San Antonio       ,50203,34681,2103.625,2.794,6.242,Bajo Medio
San Antonio       ,50203,35232,2051.926,9.784,3.782,Bajo Medio
San Antonio       ,50203,35835,2070.916,0.788,4.686,Bajo Medio
San Antonio       ,50203,36168,2059.999,2.182,4.166,Bajo Medio
San Antonio       ,50203,36283,2173.042,23.788,9.544,Medio
San Antonio       ,50203,36417,2026.261,9.351,2.561,Bajo Medio
San Antonio       ,50203,37133,2104.403,9.474,6.279,Bajo Medio
San Antonio       ,50203,37268,2202.242,6.2,10.933,Medio
San Antonio       ,50203,37334,2108.264,7.593,6.462,Bajo Medio
San Antonio       ,50203,37590,2050.352,3.938,3.707,Bajo Medio
San Antonio       ,50203,38393,2078.499,2.981,5.046,Bajo Medio
San Antonio       ,50203,38509,2060.502,1.195,4.19,Bajo Medio
San Antonio       ,50203,49318,2148.968,23.059,8.399,Medio
San Antonio       ,50203,49321,2239.538,10.649,12.708,Medio
San Antonio       ,50203,70624,2027.782,6.241,2.633,Bajo Medio
San Antonio       ,50203,70625,2007.948,2.237,1.69,Bajo Medio
San Antonio       ,50203,70626,2013.129,1.824,1.936,Bajo Medio
San Antonio       ,50203,70627,2019.571,3.454,2.243,Bajo Medio
San Antonio       ,50203,70628,2076.757,27.87,4.964,Bajo Medio
San Antonio       ,50203,70629,2099.952,1.613,6.067,Bajo Medio
San Antonio       ,50203,70630,2076.544,3.907,4.953,Bajo Medio
San Antonio       ,50203,70631,2066.069,2.133,4.455,Bajo Medio
San Antonio       ,50203,70632,2044.31,0.338,3.42,Bajo Medio
San Antonio       ,50203,70633,2046.175,1.18,3.509,Bajo Medio
San Antonio       ,50203,70634,2035.921,2.628,3.021,Bajo Medio
San Antonio       ,50203,70635,2094.37,25.258,5.801,Bajo Medio
San Antonio       ,50203,70636,2056.036,0.985,3.978,Bajo Medio
San Antonio       ,50203,70637,2114.465,3.508,6.757,Medio
San Antonio       ,50203,70638,2123.591,0.506,7.192,Medio
San Antonio       ,50203,70639,2137.035,12.713,7.831,Medio
San Antonio       ,50203,70640,2132.405,0.186,7.611,Medio
Quebrada Honda    ,50204,46119,2205.244,15.986,11.076,Medio
Quebrada Honda    ,50204,46138,2164.465,12.389,9.136,Medio
Quebrada Honda    ,50204,46157,2133.763,9.375,7.676,Medio
Quebrada Honda    ,50204,46214,2193.496,19.773,10.517,Medio
Quebrada Honda    ,50204,46271,2237.011,1.181,12.588,Medio
Quebrada Honda    ,50204,46289,2236.226,2.712,12.55,Medio
Quebrada Honda    ,50204,46384,2217.428,8.954,11.656,Medio
Quebrada Honda    ,50204,46396,2176.448,12.933,9.706,Medio
Quebrada Honda    ,50204,46468,2204.697,51.726,11.05,Medio
Quebrada Honda    ,50204,46493,2292.542,22.552,15.23,Medio
Quebrada Honda    ,50204,46501,2298.846,1.898,15.529,Medio
Quebrada Honda    ,50204,46509,2301.619,1.472,15.661,Medio
Quebrada Honda    ,50204,46516,2312.873,4.4,16.197,Medio
Quebrada Honda    ,50204,46523,2335.715,9.651,17.284,Medio
Quebrada Honda    ,50204,46529,2344.182,7.323,17.686,Medio
Quebrada Honda    ,50204,46534,2356.136,9.328,18.255,Medio
Quebrada Honda    ,50204,46539,2358.752,3.455,18.379,Medio
Quebrada Honda    ,50204,46544,2351.948,3.869,18.056,Medio
Quebrada Honda    ,50204,46549,2332.867,10.177,17.148,Medio
Quebrada Honda    ,50204,46554,2329.363,8.139,16.981,Medio
Quebrada Honda    ,50204,46559,2311.345,8.536,16.124,Medio
Quebrada Honda    ,50204,46564,2292.085,5.108,15.208,Medio
Quebrada Honda    ,50204,46569,2251.444,2.337,13.274,Medio
Quebrada Honda    ,50204,46573,2255.915,3.474,13.487,Medio
Quebrada Honda    ,50204,46576,2259.318,2.33,13.649,Medio
Quebrada Honda    ,50204,46579,2284.213,3.12,14.833,Medio
Quebrada Honda    ,50204,46582,2287.589,1.432,14.994,Medio
Quebrada Honda    ,50204,46584,2293.323,3.2,15.267,Medio
Quebrada Honda    ,50204,46586,2314.557,11.357,16.277,Medio
Quebrada Honda    ,50204,46588,2307.938,5.179,15.962,Medio
Quebrada Honda    ,50204,46590,2249.597,5.589,13.186,Medio
Quebrada Honda    ,50204,46592,2239.677,1.687,12.714,Medio
Quebrada Honda    ,50204,46594,2262.377,12.428,13.794,Medio
Quebrada Honda    ,50204,72632,2230.302,9.149,12.268,Medio
Quebrada Honda    ,50204,72633,2192.881,2.422,10.488,Medio
Quebrada Honda    ,50204,72634,2125.484,1.875,7.282,Medio
Quebrada Honda    ,50204,72635,2244.322,4.722,12.935,Medio
Quebrada Honda    ,50204,72636,2240.465,5.558,12.752,Medio
Sámara            ,50205,604,3130.168,0.376,55.08,Alto Medio
Sámara            ,50205,716,3140.858,1.998,55.588,Alto Medio
Sámara            ,50205,991,3154.394,8.381,56.232,Alto Medio
Sámara            ,50205,1780,3152.553,6.54,56.145,Alto Medio
Sámara            ,50205,5349,3138.147,2.493,55.459,Alto Medio
Sámara            ,50205,5533,3145.163,2.188,55.793,Alto Medio
Sámara            ,50205,6147,3248.165,7.161,60.693,Alto Medio
Sámara            ,50205,6319,3118.234,1.291,54.512,Alto Medio
Sámara            ,50205,6739,3132.825,17.158,55.206,Alto Medio
Sámara            ,50205,8025,3278.95,4.927,62.158,Alto Medio
Sámara            ,50205,8413,3143.705,2.28,55.724,Alto Medio
Sámara            ,50205,8865,3134.218,0.0,55.272,Alto Medio
Sámara            ,50205,9394,3240.937,6.241,60.35,Alto Medio
Sámara            ,50205,9881,3122.796,1.438,54.729,Alto Medio
Sámara            ,50205,9961,3412.728,6.723,68.523,Alto Medio
Sámara            ,50205,10548,3120.59,1.821,54.624,Alto Medio
Sámara            ,50205,11162,3121.752,1.946,54.679,Alto Medio
Sámara            ,50205,12573,3298.797,165.664,63.102,Alto Medio
Sámara            ,50205,12740,3141.483,2.29,55.618,Alto Medio
Sámara            ,50205,13127,3140.464,2.137,55.57,Alto Medio
Sámara            ,50205,13605,3675.941,53.008,81.045,Alto Medio
Sámara            ,50205,14566,3260.507,18.052,61.281,Alto Medio
Sámara            ,50205,14957,3174.641,21.925,57.196,Alto Medio
Sámara            ,50205,15671,3293.331,25.158,62.842,Alto Medio
Sámara            ,50205,18606,3286.566,51.261,62.52,Alto Medio
Sámara            ,50205,18919,3177.473,26.414,57.33,Alto Medio
Sámara            ,50205,18923,3116.308,9.951,54.42,Alto Medio
Sámara            ,50205,19111,3307.968,23.739,63.539,Alto Medio
Sámara            ,50205,19146,3133.014,1.517,55.215,Alto Medio
Sámara            ,50205,19514,3134.419,6.992,55.282,Alto Medio
Sámara            ,50205,19755,3131.061,1.864,55.122,Alto Medio
Sámara            ,50205,20033,3137.925,1.559,55.449,Alto Medio
Sámara            ,50205,20327,3269.796,4.061,61.723,Alto Medio
Sámara            ,50205,21085,3277.891,17.417,62.108,Alto Medio
Sámara            ,50205,21310,3140.759,2.53,55.584,Alto Medio
Sámara            ,50205,21466,3212.092,15.378,58.977,Alto Medio
Sámara            ,50205,21965,3214.56,44.329,59.095,Alto Medio
Sámara            ,50205,21966,3127.018,3.578,54.93,Alto Medio
Sámara            ,50205,22117,3266.686,3.318,61.575,Alto Medio
Sámara            ,50205,23539,3145.591,2.005,55.814,Alto Medio
Sámara            ,50205,23582,3121.629,1.66,54.673,Alto Medio
Sámara            ,50205,23962,3140.87,2.925,55.589,Alto Medio
Sámara            ,50205,23994,3146.149,9.818,55.84,Alto Medio
Sámara            ,50205,24043,3359.313,40.336,65.981,Alto Medio
Sámara            ,50205,24600,3193.868,11.154,58.11,Alto Medio
Sámara            ,50205,24904,3120.505,1.967,54.62,Alto Medio
Sámara            ,50205,25297,3134.218,0.0,55.272,Alto Medio
Sámara            ,50205,26499,3509.622,64.091,73.132,Alto Medio
Sámara            ,50205,26504,3218.788,13.103,59.296,Alto Medio
Sámara            ,50205,26853,3200.36,6.31,58.419,Alto Medio
Sámara            ,50205,28105,3107.87,1.584,54.019,Alto Medio
Sámara            ,50205,28150,3119.661,1.4,54.58,Alto Medio
Sámara            ,50205,29280,3118.476,1.009,54.523,Alto Medio
Sámara            ,50205,29828,3136.198,1.345,55.367,Alto Medio
Sámara            ,50205,30887,3131.308,4.488,55.134,Alto Medio
Sámara            ,50205,31098,3295.485,10.962,62.945,Alto Medio
Sámara            ,50205,31302,3168.843,25.167,56.92,Alto Medio
Sámara            ,50205,31350,3132.91,1.559,55.21,Alto Medio
Sámara            ,50205,32199,3124.913,20.677,54.83,Alto Medio
Sámara            ,50205,32449,3108.664,16.409,54.057,Alto Medio
Sámara            ,50205,32579,3147.594,17.137,55.909,Alto Medio
Sámara            ,50205,33515,3177.306,18.841,57.322,Alto Medio
Sámara            ,50205,34073,3147.252,0.115,55.893,Alto Medio
Sámara            ,50205,35981,3515.812,134.619,73.427,Alto Medio
Sámara            ,50205,36087,3140.449,1.871,55.569,Alto Medio
Sámara            ,50205,36129,3142.316,1.916,55.658,Alto Medio
Sámara            ,50205,36180,3139.821,0.321,55.539,Alto Medio
Sámara            ,50205,36805,3125.225,1.665,54.845,Alto Medio
Sámara            ,50205,37349,3119.923,5.747,54.592,Alto Medio
Sámara            ,50205,37524,3115.632,2.117,54.388,Alto Medio
Sámara            ,50205,37668,3142.228,7.628,55.654,Alto Medio
Sámara            ,50205,38491,3139.147,2.844,55.507,Alto Medio
Sámara            ,50205,71101,3517.11,86.61,73.489,Alto Medio
Sámara            ,50205,71102,3141.272,7.679,55.608,Alto Medio
Sámara            ,50205,72857,3128.817,2.875,55.015,Alto Medio
Nosara            ,50206,4,3888.883,2.115,91.176,Alto
Nosara            ,50206,531,3888.253,2.27,91.146,Alto
Nosara            ,50206,594,3944.527,11.71,93.823,Alto
Nosara            ,50206,958,3899.054,4.806,91.66,Alto
Nosara            ,50206,1184,4074.363,8.277,100.0,Alto
Nosara            ,50206,1759,3875.741,1.645,90.551,Alto
Nosara            ,50206,2895,4007.587,37.889,96.823,Alto
Nosara            ,50206,2986,3890.29,1.008,91.243,Alto
Nosara            ,50206,4396,3889.809,1.388,91.22,Alto
Nosara            ,50206,4767,3907.331,2.934,92.053,Alto
Nosara            ,50206,5319,3875.413,6.343,90.535,Alto
Nosara            ,50206,5480,3884.122,2.958,90.949,Alto
Nosara            ,50206,5918,3910.219,2.403,92.191,Alto
Nosara            ,50206,6382,3941.654,9.407,93.686,Alto
Nosara            ,50206,6620,3870.033,8.066,90.279,Alto
Nosara            ,50206,6629,3883.716,6.326,90.93,Alto
Nosara            ,50206,7734,3904.648,31.219,91.926,Alto
Nosara            ,50206,8958,3706.525,17.084,82.5,Alto Medio
Nosara            ,50206,9219,3889.183,3.047,91.19,Alto
Nosara            ,50206,12002,3881.74,4.428,90.836,Alto
Nosara            ,50206,12611,3891.885,6.602,91.319,Alto
Nosara            ,50206,12682,3886.224,6.321,91.049,Alto
Nosara            ,50206,12754,3885.606,3.553,91.02,Alto
Nosara            ,50206,13531,3899.434,5.441,91.678,Alto
Nosara            ,50206,13834,3878.302,5.926,90.672,Alto
Nosara            ,50206,13886,3885.074,2.451,90.995,Alto
Nosara            ,50206,15469,3879.796,2.44,90.743,Alto
Nosara            ,50206,15757,3881.268,1.959,90.813,Alto
Nosara            ,50206,15935,3877.011,1.456,90.611,Alto
Nosara            ,50206,17114,3874.529,90.179,90.493,Alto
Nosara            ,50206,17820,3733.738,6.045,83.795,Alto
Nosara            ,50206,17966,3912.976,2.464,92.322,Alto
Nosara            ,50206,18266,3884.524,8.944,90.968,Alto
Nosara            ,50206,18738,3885.273,3.63,91.004,Alto
Nosara            ,50206,19172,3913.433,2.331,92.344,Alto
Nosara            ,50206,19574,3882.385,5.16,90.867,Alto
Nosara            ,50206,20126,3881.311,3.743,90.816,Alto
Nosara            ,50206,20275,3899.346,4.918,91.674,Alto
Nosara            ,50206,20379,3880.702,4.01,90.787,Alto
Nosara            ,50206,20541,3756.909,86.588,84.897,Alto
Nosara            ,50206,20995,3880.672,2.492,90.785,Alto
Nosara            ,50206,21407,3880.436,2.854,90.774,Alto
Nosara            ,50206,21632,3866.82,4.375,90.126,Alto
Nosara            ,50206,23068,3901.749,4.912,91.788,Alto
Nosara            ,50206,24611,3917.135,9.591,92.52,Alto
Nosara            ,50206,25709,3873.051,6.152,90.423,Alto
Nosara            ,50206,26673,3857.064,2.821,89.662,Alto
Nosara            ,50206,26780,3884.46,2.648,90.965,Alto
Nosara            ,50206,26862,3893.203,14.368,91.381,Alto
Nosara            ,50206,27416,3876.047,0.089,90.565,Alto
Nosara            ,50206,27479,3794.805,85.741,86.7,Alto
Nosara            ,50206,27639,3961.649,26.007,94.638,Alto
Nosara            ,50206,28441,3855.713,10.103,89.598,Alto
Nosara            ,50206,28790,3900.574,15.224,91.732,Alto
Nosara            ,50206,29057,3883.438,2.293,90.917,Alto
Nosara            ,50206,29131,3859.566,8.063,89.781,Alto
Nosara            ,50206,31147,3764.66,28.611,85.266,Alto
Nosara            ,50206,31994,3893.766,4.195,91.408,Alto
Nosara            ,50206,32992,3865.258,17.882,90.052,Alto
Nosara            ,50206,33154,3902.874,2.693,91.841,Alto
Nosara            ,50206,33330,3911.035,2.804,92.23,Alto
Nosara            ,50206,33734,3868.26,70.363,90.195,Alto
Nosara            ,50206,33735,3875.92,1.655,90.559,Alto
Nosara            ,50206,33807,3864.543,10.599,90.018,Alto
Nosara            ,50206,34021,3886.265,5.123,91.051,Alto
Nosara            ,50206,34398,3921.668,2.743,92.736,Alto
Nosara            ,50206,35302,3847.027,8.311,89.184,Alto
Nosara            ,50206,35363,3867.281,121.719,90.148,Alto
Nosara            ,50206,36667,3912.418,2.024,92.295,Alto
Nosara            ,50206,36735,3903.672,5.458,91.879,Alto
Nosara            ,50206,37614,3708.252,39.238,82.582,Alto
Nosara            ,50206,37789,3806.881,8.086,87.275,Alto
Nosara            ,50206,37974,3925.615,14.302,92.923,Alto
Nosara            ,50206,70747,3908.074,3.321,92.089,Alto
Nosara            ,50206,70748,3875.993,4.599,90.563,Alto
Nosara            ,50206,70749,3881.899,3.597,90.844,Alto
Nosara            ,50206,70750,3873.233,3.507,90.431,Alto
Nosara            ,50206,70751,3893.572,5.328,91.399,Alto
Nosara            ,50206,70752,3648.849,101.639,79.756,Alto Medio
Nosara            ,50206,70753,3822.637,31.899,88.024,Alto
Belén de Nosarita ,50207,48123,3120.116,35.677,54.602,Alto Medio
Belén de Nosarita ,50207,48131,3122.827,26.848,54.73,Alto Medio
Belén de Nosarita ,50207,48139,3170.618,24.98,57.004,Alto Medio
Belén de Nosarita ,50207,48147,3202.819,4.626,58.536,Alto Medio
Belén de Nosarita ,50207,48155,3172.149,10.921,57.077,Alto Medio
Belén de Nosarita ,50207,48163,3120.454,20.432,54.618,Alto Medio
Belén de Nosarita ,50207,48171,3074.484,26.688,52.431,Alto Medio
Belén de Nosarita ,50207,48179,3120.783,2.044,54.633,Alto Medio
Belén de Nosarita ,50207,48187,3118.936,3.527,54.545,Alto Medio
Belén de Nosarita ,50207,48195,3115.317,2.355,54.373,Alto Medio
Belén de Nosarita ,50207,48203,3219.727,14.529,59.341,Alto Medio
Belén de Nosarita ,50207,48211,3271.969,14.156,61.826,Alto Medio
Belén de Nosarita ,50207,48234,3230.983,7.151,59.876,Alto Medio
Belén de Nosarita ,50207,48241,3255.609,14.459,61.048,Alto Medio
Belén de Nosarita ,50207,48248,3293.178,3.566,62.835,Alto Medio
Belén de Nosarita ,50207,48255,3277.926,12.09,62.109,Alto Medio
Belén de Nosarita ,50207,48336,3538.983,33.288,74.529,Alto Medio
Belén de Nosarita ,50207,48340,3542.336,28.339,74.689,Alto Medio
Belén de Nosarita ,50207,48344,3665.004,41.306,80.525,Alto Medio
Belén de Nosarita ,50207,48348,3142.592,4.786,55.671,Alto Medio
Belén de Nosarita ,50207,48352,3162.295,7.827,56.608,Alto Medio
Belén de Nosarita ,50207,48356,3181.635,27.57,57.528,Alto Medio
Belén de Nosarita ,50207,48364,3232.416,16.924,59.944,Alto Medio
Belén de Nosarita ,50207,48368,3210.58,14.094,58.905,Alto Medio
Belén de Nosarita ,50207,48372,3245.756,4.531,60.579,Alto Medio
Belén de Nosarita ,50207,48380,3288.849,33.708,62.629,Alto Medio
Belén de Nosarita ,50207,48384,3286.902,46.005,62.536,Alto Medio
Belén de Nosarita ,50207,48392,3274.867,49.477,61.964,Alto Medio
Belén de Nosarita ,50207,48396,3173.722,35.044,57.152,Alto Medio
Belén de Nosarita ,50207,49319,3068.21,14.449,52.132,Alto Medio
Belén de Nosarita ,50207,49320,3096.216,1.814,53.464,Alto Medio
Belén de Nosarita ,50207,72789,3461.92,36.931,70.863,Alto Medio
Belén de Nosarita ,50207,72790,3354.008,30.39,65.729,Alto Medio
Belén de Nosarita ,50207,72791,3287.853,18.303,62.582,Alto Medio
Belén de Nosarita ,50207,72792,3430.608,85.167,69.373,Alto Medio
Belén de Nosarita ,50207,72793,3200.374,38.844,58.42,Alto Medio
